Section,Class Number,Mode of Instruction,Course Title,Satisfies,Units,Type,Days,Times,Instructor,Location,Dates,Open Seats,Notes,Year,Semester
TBA,TR,,,,,,,,,,,,,2023,Fall
TBA,Eduardo Chan / Eduardo Chan,ENG213,,,,,,,,,,,,2023,Fall
ME 274 (Section 01),48087,Hybrid,Advanced Finite Element Methods In Engineering,,3.0,LEC,TR,,,,,,,2023,Fall
TBA,TR,,,,,,,,,,,,,2023,Fall
TBA,Eduardo Chan / Eduardo Chan,ENG213,,,,,,,,,,,,2023,Fall
ME 280 (Section 01),41689,In Person,Automatic Control Engineering,,3.0,SEM,MW,07:30PM-08:45PM,Neyram Hemati,ENG301,08/21/23-12/06/23,11,,2023,Fall
ME 295A (Section 01),40667,In Person,Mechanical Engineering Project I,,3.0,SUP,TBA,TBA,Raghu Agarwal,,08/21/23-12/06/23,10,,2023,Fall
ME 295A (Section 02),42077,In Person,Mechanical Engineering Project I,,3.0,SUP,TBA,TBA,Feruza Amirkulova,,08/21/23-12/06/23,10,,2023,Fall
ME 295A (Section 03),42078,In Person,Mechanical Engineering Project I,,3.0,SUP,TBA,TBA,Freidoon Barez,,08/21/23-12/06/23,8,,2023,Fall
ME 295A (Section 04),42079,In Person,Mechanical Engineering Project I,,3.0,SUP,TBA,TBA,Saeid Bashash,,08/21/23-12/06/23,7,,2023,Fall
ME 295A (Section 05),42080,In Person,Mechanical Engineering Project I,,3.0,SUP,TBA,TBA,Winncy Du,,08/21/23-12/06/23,8,,2023,Fall
ME 295A (Section 06),42081,In Person,Mechanical Engineering Project I,,3.0,SUP,TBA,TBA,Burford Furman,,08/21/23-12/06/23,10,,2023,Fall
ME 295A (Section 07),42082,In Person,Mechanical Engineering Project I,,3.0,SUP,TBA,TBA,Amir Armani,,08/21/23-12/06/23,3,,2023,Fall
ME 295A (Section 08),42083,In Person,Mechanical Engineering Project I,,3.0,SUP,TBA,TBA,Crystal Han,,08/21/23-12/06/23,8,,2023,Fall
ME 295A (Section 09),42084,In Person,Mechanical Engineering Project I,,3.0,SUP,TBA,TBA,Lin Jiang,,08/21/23-12/06/23,4,,2023,Fall
ME 295A (Section 10),42520,In Person,Mechanical Engineering Project I,,3.0,SUP,TBA,TBA,Farzan Kazemifar,,08/21/23-12/06/23,9,,2023,Fall
ME 295A (Section 11),42687,In Person,Mechanical Engineering Project I,,3.0,SUP,TBA,TBA,John Lee,,08/21/23-12/06/23,10,,2023,Fall
ME 295A (Section 12),43075,In Person,Mechanical Engineering Project I,,3.0,SUP,TBA,TBA,Mojtaba Sharifi,,08/21/23-12/06/23,2,,2023,Fall
ME 295A (Section 13),44282,In Person,Mechanical Engineering Project I,,3.0,SUP,TBA,TBA,Ali Tohidi,,08/21/23-12/06/23,9,,2023,Fall
ME 295A (Section 14),48130,In Person,Mechanical Engineering Project I,,3.0,SUP,TBA,TBA,Vimal Viswanathan,,08/21/23-12/06/23,7,,2023,Fall
ME 295A (Section 15),48131,In Person,Mechanical Engineering Project I,,3.0,SUP,TBA,TBA,Raymond Yee,,08/21/23-12/06/23,9,,2023,Fall
ME 295B (Section 01),40663,In Person,Mechanical Engineering Project II,,3.0,SUP,TBA,TBA,Raghu Agarwal,,08/21/23-12/06/23,10,,2023,Fall
ME 295B (Section 02),42085,In Person,Mechanical Engineering Project II,,3.0,SUP,TBA,TBA,Feruza Amirkulova,,08/21/23-12/06/23,10,,2023,Fall
ME 295B (Section 03),42086,In Person,Mechanical Engineering Project II,,3.0,SUP,TBA,TBA,Freidoon Barez,,08/21/23-12/06/23,10,,2023,Fall
ME 295B (Section 04),42087,In Person,Mechanical Engineering Project II,,3.0,SUP,TBA,TBA,Saeid Bashash,,08/21/23-12/06/23,7,,2023,Fall
ME 295B (Section 05),42088,In Person,Mechanical Engineering Project II,,3.0,SUP,TBA,TBA,Winncy Du,,08/21/23-12/06/23,9,,2023,Fall
ME 295B (Section 06),42089,In Person,Mechanical Engineering Project II,,3.0,SUP,TBA,TBA,Burford Furman,,08/21/23-12/06/23,10,,2023,Fall
ME 295B (Section 07),42090,In Person,Mechanical Engineering Project II,,3.0,SUP,TBA,TBA,Amir Armani,,08/21/23-12/06/23,7,,2023,Fall
ME 295B (Section 08),42091,In Person,Mechanical Engineering Project II,,3.0,SUP,TBA,TBA,Crystal Han,,08/21/23-12/06/23,10,,2023,Fall
ME 295B (Section 09),44283,In Person,Mechanical Engineering Project II,,3.0,SUP,TBA,TBA,Lin Jiang,,08/21/23-12/06/23,10,,2023,Fall
ME 295B (Section 10),44858,In Person,Mechanical Engineering Project II,,3.0,SUP,TBA,TBA,Farzan Kazemifar,,08/21/23-12/06/23,9,,2023,Fall
ME 295B (Section 11),44859,In Person,Mechanical Engineering Project II,,3.0,SUP,TBA,TBA,John Lee,,08/21/23-12/06/23,10,,2023,Fall
ME 295B (Section 12),44860,In Person,Mechanical Engineering Project II,,3.0,SUP,TBA,TBA,Mojtaba Sharifi,,08/21/23-12/06/23,7,,2023,Fall
ME 295B (Section 13),44861,In Person,Mechanical Engineering Project II,,3.0,SUP,TBA,TBA,Ali Tohidi,,08/21/23-12/06/23,6,,2023,Fall
ME 295B (Section 14),48140,In Person,Mechanical Engineering Project II,,3.0,SUP,TBA,TBA,Vimal Viswanathan,,08/21/23-12/06/23,9,,2023,Fall
ME 295B (Section 15),48141,In Person,Mechanical Engineering Project II,,3.0,SUP,TBA,TBA,Raymond Yee,,08/21/23-12/06/23,10,,2023,Fall
ME 298 (Section 85),49251,Fully Online,Special Project in Mechanical Engineering,,1.0,SUP,TBA,TBA,Vimal Viswanathan,ONLINE,08/21/23-12/06/23,5,,2023,Fall
ME 298 (Section 86),49252,Fully Online,Special Project in Mechanical Engineering,,3.0,SUP,TBA,TBA,Vimal Viswanathan,ONLINE,08/21/23-12/06/23,10,,2023,Fall
ME 299 (Section 01),40173,In Person,Master's Thesis,,3.0,SUP,TBA,TBA,Feruza Amirkulova,,08/21/23-12/06/23,8,,2023,Fall
ME 299 (Section 02),44969,In Person,Master's Thesis,,3.0,SUP,TBA,TBA,John Lee,,08/21/23-12/06/23,8,,2023,Fall
ME 299 (Section 03),46780,In Person,Master's Thesis,,3.0,SUP,TBA,TBA,Farzan Kazemifar,,08/21/23-12/06/23,10,,2023,Fall
ME 299 (Section 04),46906,In Person,Master's Thesis,,3.0,SUP,TBA,TBA,Ali Tohidi,,08/21/23-12/06/23,10,,2023,Fall
ME 299 (Section 05),48167,In Person,Master's Thesis,,3.0,SUP,TBA,TBA,Lin Jiang,,08/21/23-12/06/23,9,,2023,Fall
ME 30 (Section 02),44700,In Person,Computer Applications,,0,LAB,M,10:30AM-01:15PM,Phani Sai Ram Munipalli,ENG213,08/21/23-12/06/23,0,,2023,Fall
ME 30 (Section 03),44701,In Person,Computer Applications,,0,LAB,W,09:00AM-11:45AM,Geethika Vadlamudi,ENG213,08/21/23-12/06/23,8,,2023,Fall
ME 30 (Section 04),44704,In Person,Computer Applications,,0,LAB,T,01:30PM-04:15PM,Phani Sai Ram Munipalli,ENG213,08/21/23-12/06/23,0,,2023,Fall
ME 30 (Section 05),44706,In Person,Computer Applications,,0,LAB,W,09:00AM-11:45AM,Sujan Rao Chikkela,ENG407,08/21/23-12/06/23,2,,2023,Fall
ME 30 (Section 06),44708,In Person,Computer Applications,,0,LAB,W,04:30PM-07:15PM,Sujan Rao Chikkela,ENG407,08/21/23-12/06/23,0,,2023,Fall
ME 30 (Section 80),44698,Fully Online,Computer Applications,,3.0,LEC,MW,08:00AM-08:50AM,Charan Bhaskar,ONLINE,08/21/23-12/06/23,10,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
ME 41 (Section 11),49680,In Person,Machine Shop Operations and Safety,,1.0,LAB,T,08:00AM-10:45AM,Douglas Muntz,IS119,08/21/23-12/06/23,5,,2023,Fall
ME 41 (Section 12),49681,In Person,Machine Shop Operations and Safety,,1.0,LAB,R,08:00AM-10:45AM,Anthony Rossetti,IS119,08/21/23-12/06/23,1,,2023,Fall
ME 41 (Section 13),49682,In Person,Machine Shop Operations and Safety,,1.0,LAB,T,01:30PM-04:15PM,Douglas Muntz,IS119,08/21/23-12/06/23,0,,2023,Fall
ME 41 (Section 14),49683,In Person,Machine Shop Operations and Safety,,1.0,LAB,W,02:30PM-05:15PM,Anthony Rossetti,IS119,08/21/23-12/06/23,3,,2023,Fall
ME 41 (Section 15),49684,In Person,Machine Shop Operations and Safety,,1.0,LAB,R,01:30PM-04:15PM,Anthony Rossetti,IS119,08/21/23-12/06/23,1,,2023,Fall
ME 41 (Section 16),49685,In Person,Machine Shop Operations and Safety,,1.0,LAB,R,05:30PM-08:15PM,Anthony Rossetti,IS119,08/21/23-12/06/23,3,,2023,Fall
ME 41 (Section 17),49686,In Person,Machine Shop Operations and Safety,,1.0,LAB,W,09:00AM-11:45AM,Anthony Rossetti,IS119,08/21/23-12/06/23,3,,2023,Fall
ME 41 (Section 18),49687,In Person,Machine Shop Operations and Safety,,1.0,LAB,M,06:00PM-08:45PM,Douglas Muntz,IS119,08/21/23-12/06/23,0,,2023,Fall
ME 41 (Section 19),49688,In Person,Machine Shop Operations and Safety,,1.0,LAB,W,06:00PM-08:45PM,Douglas Muntz,IS119,08/21/23-12/06/23,5,,2023,Fall
METR 10 (Section 01),40120,In Person,Weather and Climate,GE: B1,3.0,LEC,MW,03:00PM-04:15PM,Neel Desai,DH515,08/21/23-12/06/23,0,,2023,Fall
METR 10 (Section 02),49014,In Person,Weather and Climate,GE: B1,3.0,LEC,TR,09:00AM-10:15AM,Neel Desai,DH515,08/21/23-12/06/23,0,,2023,Fall
METR 10 (Section 03),49015,In Person,Weather and Climate,GE: B1,3.0,LEC,TR,10:30AM-11:45AM,Neel Desai,DH515,08/21/23-12/06/23,0,,2023,Fall
METR 10 (Section 80),44591,Fully Online,Weather and Climate,GE: B1,3.0,LEC,TBA,TBA,Rob Mayeda,ONLINE,08/21/23-12/06/23,0,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
METR 10 (Section 81),41335,Fully Online,Weather and Climate,GE: B1,3.0,LEC,TBA,TBA,Rob Mayeda,ONLINE,08/21/23-12/06/23,0,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
METR 10 (Section 82),46028,Fully Online,Weather and Climate,GE: B1,3.0,LEC,TBA,TBA,Amy Ip,ONLINE,08/21/23-12/06/23,0,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
METR 112 (Section 02),40856,In Person,Global Climate Changes,GE: R,3.0,LEC,MW,01:30PM-02:45PM,Henry Bartholomew,DH515,08/21/23-12/06/23,1,,2023,Fall
METR 112 (Section 03),40857,In Person,Global Climate Changes,GE: R,3.0,LEC,TR,12:00PM-01:15PM,Diana Centeno,DH515,08/21/23-12/06/23,0,,2023,Fall
METR 112 (Section 04),41520,In Person,Global Climate Changes,GE: R,3.0,LEC,TR,01:30PM-02:45PM,Diana Centeno,DH515,08/21/23-12/06/23,9,,2023,Fall
METR 112 (Section 80),43694,Fully Online,Global Climate Changes,GE: R,3.0,LEC,TBA,TBA,Henry Bartholomew,ONLINE,08/21/23-12/06/23,0,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
METR 112 (Section 81),41341,Fully Online,Global Climate Changes,GE: R,3.0,LEC,TBA,TBA,Henry Bartholomew,ONLINE,08/21/23-12/06/23,0,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
METR 112 (Section 83),46054,Fully Online,Global Climate Changes,GE: R,3.0,LEC,TBA,TBA,Tasha Reddy,ONLINE,08/21/23-12/06/23,0,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
