Section,Class Number,Mode of Instruction,Course Title,Satisfies,Units,Type,Days,Times,Instructor,Location,Dates,Open Seats,Notes,Year,Semester
CCS 1 (Section 02),45625,In Person,Introduction to Chicana and Chicano Studies,GE: F,3.0,LEC,TR,12:00PM-01:15PM,Maria Luisa Alaniz,HGH118,08/21/23-12/06/23,0,,2023,Fall
CCS 1 (Section 03),45626,In Person,Introduction to Chicana and Chicano Studies,GE: F,3.0,LEC,TR,01:30PM-02:45PM,Maria Luisa Alaniz,CL202,08/21/23-12/06/23,0,,2023,Fall
CCS 1 (Section 05),50846,In Person,Introduction to Chicana and Chicano Studies,GE: F,3.0,LEC,TR,10:30AM-11:45AM,Angelina Loyola,CL226,08/21/23-12/06/23,0,,2023,Fall
CCS 1 (Section 06),50847,In Person,Introduction to Chicana and Chicano Studies,GE: F,3.0,LEC,TR,10:30AM-11:45AM,Angelina Loyola,CL226,08/21/23-12/06/23,0,,2023,Fall
CCS 1 (Section 81),50848,Fully Online,Introduction to Chicana and Chicano Studies,GE: F,3.0,LEC,TBA,TBA,Rosanna Alvarez,ONLINE,08/21/23-12/06/23,0,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
CCS 1 (Section 82),50849,Fully Online,Introduction to Chicana and Chicano Studies,GE: F,3.0,LEC,TBA,TBA,Rosanna Alvarez,ONLINE,08/21/23-12/06/23,0,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
CCS 1 (Section 83),51001,Fully Online,Introduction to Chicana and Chicano Studies,GE: F,3.0,LEC,TBA,TBA,Diana Zamudio-Garcia,ONLINE,08/21/23-12/06/23,0,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
CCS 10A (Section 01),42906,In Person,Mexican Americans and the Development of U.S. History and Government,GE: D,3.0,LEC,MW,07:30AM-08:45AM,Juan Gamboa,CL226,08/21/23-12/06/23,2,IN - Multiple GE areas are met by completion of this course; See General Education section in SJSU Catalog and Class Schedule Policies.,2023,Fall
CCS 10A (Section 02),42907,In Person,Mexican Americans and the Development of U.S. History and Government,GE: D,3.0,LEC,MW,09:00AM-10:15AM,Juan Gamboa / Jesus Covarrubias,CL226,08/21/23-12/06/23,1,IN - Multiple GE areas are met by completion of this course; See General Education section in SJSU Catalog and Class Schedule Policies.,2023,Fall
CCS 10A (Section 03),42908,In Person,Mexican Americans and the Development of U.S. History and Government,GE: D,3.0,LEC,MW,09:00AM-10:15AM,Jesus Covarrubias / Juan Gamboa,CL226,08/21/23-12/06/23,1,IN - Multiple GE areas are met by completion of this course; See General Education section in SJSU Catalog and Class Schedule Policies.,2023,Fall
CCS 10A (Section 04),42909,In Person,Mexican Americans and the Development of U.S. History and Government,GE: D,3.0,LEC,MW,10:30AM-11:45AM,Juan Gamboa / Jesus Covarrubias,CL226,08/21/23-12/06/23,1,IN - Multiple GE areas are met by completion of this course; See General Education section in SJSU Catalog and Class Schedule Policies.,2023,Fall
CCS 10A (Section 05),42910,In Person,Mexican Americans and the Development of U.S. History and Government,GE: D,3.0,LEC,MW,10:30AM-11:45AM,Jesus Covarrubias / Juan Gamboa,CL226,08/21/23-12/06/23,0,IN - Multiple GE areas are met by completion of this course; See General Education section in SJSU Catalog and Class Schedule Policies.,2023,Fall
CCS 10A (Section 06),42911,In Person,Mexican Americans and the Development of U.S. History and Government,GE: D,3.0,LEC,MW,12:00PM-01:15PM,Diana Zamudio-Garcia,DMH163,08/21/23-12/06/23,0,IN - Multiple GE areas are met by completion of this course; See General Education section in SJSU Catalog and Class Schedule Policies.,2023,Fall
CCS 10A (Section 07),49240,In Person,Mexican Americans and the Development of U.S. History and Government,GE: D,3.0,LEC,MW,01:30PM-02:45PM,Diana Zamudio-Garcia,HGH124,08/21/23-12/06/23,0,,2023,Fall
CCS 10A (Section 08),49241,In Person,Mexican Americans and the Development of U.S. History and Government,GE: D,3.0,LEC,TR,12:00PM-01:15PM,Felipe Ponce,BBC205,08/21/23-12/06/23,1,,2023,Fall
CCS 10A (Section 11),50850,Hybrid,Mexican Americans and the Development of U.S. History and Government,GE: D,3.0,LEC,T,01:30PM-02:45PM,Felipe Ponce / Felipe Ponce,DH135,08/21/23-12/06/23,0,HYBRID - 2 Meeting Patterns: (1) designated In Person with day/time meetings; and (2) NO designated online day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus.,2023,Fall
CCS 10A (Section 12),50851,Hybrid,Mexican Americans and the Development of U.S. History and Government,GE: D,3.0,LEC,T,01:30PM-02:45PM,Felipe Ponce / Felipe Ponce,DH135,08/21/23-12/06/23,0,HYBRID - 2 Meeting Patterns: (1) designated In Person with day/time meetings; and (2) NO designated online day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus.,2023,Fall
CCS 10A (Section 80),48693,Fully Online,Mexican Americans and the Development of U.S. History and Government,GE: D,3.0,LEC,TBA,TBA,Jesus Covarrubias,ONLINE,08/21/23-12/06/23,0,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
CCS 115 (Section 01),43558,In Person,Chicana/o Families,,3.0,LEC,TR,10:30AM-11:45AM,Maria Cruz,CL216,08/21/23-12/06/23,0,,2023,Fall
CCS 130 (Section 01),42897,Fully Online,Chicanas and Chicanos in American Society,GE: S,3.0,LEC,TR,09:00AM-10:15AM,Elias Serna,ONLINE,08/21/23-12/06/23,2,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
CCS 130 (Section 80),49255,Fully Online,Chicanas and Chicanos in American Society,GE: S,3.0,LEC,MW,10:30AM-11:45AM,Kim Miranda,ONLINE,08/21/23-12/06/23,1,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
CCS 135 (Section 01),44373,In Person,Contemporary Chicana/o Issues,,3.0,LEC,T,03:00PM-05:45PM,Christine Vega / Marcos Pizarro,DMH226B,08/21/23-12/06/23,1,,2023,Fall
CCS 145 (Section 01),48672,In Person,Chicana/o Folklife and Popular Culture,,3.0,LEC,TR,09:00AM-10:15AM,Juan Pablo Mercado,CL238,08/21/23-12/06/23,12,,2023,Fall
CCS 151 (Section 80),43559,Fully Online,Theory in Chicana/o Studies,,3.0,LEC,TR,12:00PM-01:15PM,Daniel Valencia Jr,ONLINE,08/21/23-12/06/23,2,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
CCS 160 (Section 01),43047,In Person,Gender and Sexuality in the Chicana/o Community,GE: S,3.0,LEC,R,03:00PM-05:45PM,Christine Vega,HGH122,08/21/23-12/06/23,20,,2023,Fall
