Section,Class Number,Mode of Instruction,Course Title,Satisfies,Units,Type,Days,Times,Instructor,Location,Dates,Open Seats,Notes,Year,Semester
SCED 174 (Section 12),47661,Hybrid,Science Pedagogy for Learning Assistants,,0,CLN,TBA,TBA,Annie Chase,,08/21/23-12/06/23,29,,2023,Fall
SCED 174 (Section 13),50930,In Person,Science Pedagogy for Learning Assistants,,0,CLN,TBA,TBA,Annie Chase,,08/21/23-12/06/23,23,,2023,Fall
SCED 184Y (Section 01),40174,Hybrid,Student Teaching II - Classroom Teaching,,4.0,SUP,TBA,TBA,Resa Kelly,,08/21/23-12/06/23,24,,2023,Fall
SCED 184Z (Section 01),40175,Hybrid,Student Teaching III - Classroom Teaching,,4.0,SUP,TBA,TBA,Resa Kelly,,08/21/23-12/06/23,24,,2023,Fall
SCED 220 (Section 01),42391,In Person,Theories and Practices in Science Education,GWAR,3.0,SEM,M,04:00PM-07:00PM,Elly Walsh,DH246,08/21/23-12/06/23,26,RC - Requires department release of permission number.,2023,Fall
SCED 230 (Section 01),47667,In Person,Science Education Data Analysis,,3.0,LEC,R,04:00PM-06:30PM,Cassandra Paul,DH246,08/21/23-12/06/23,33,RC - Requires department release of permission number.,2023,Fall
SCED 273 (Section 01),42392,In Person,Secondary School Science,,3.0,ACT,T,04:00PM-10:00PM,Tammie Visintainer,DH246,08/21/23-12/06/23,21,RC - Requires department release of permission number.,2023,Fall
SCED 297 (Section 01),42419,Hybrid,Science Education Research,,1.0,SUP,TBA,TBA,Resa Kelly,,08/21/23-12/06/23,9,,2023,Fall
SCED 297 (Section 02),42420,Hybrid,Science Education Research,,1.0,SUP,TBA,TBA,Elly Walsh,,08/21/23-12/06/23,7,,2023,Fall
SCED 297 (Section 03),42421,Hybrid,Science Education Research,,1.0,SUP,TBA,TBA,Cassandra Paul,,08/21/23-12/06/23,7,,2023,Fall
SCED 297 (Section 04),42422,Hybrid,Science Education Research,,1.0,SUP,TBA,TBA,Ellen Metzger,,08/21/23-12/06/23,9,,2023,Fall
SCED 297 (Section 06),47008,Hybrid,Science Education Research,,1.0,SUP,TBA,TBA,Tammie Visintainer,,08/21/23-12/06/23,8,,2023,Fall
SCED 298 (Section 01),43122,Hybrid,Research,,3.0,SUP,TBA,TBA,Resa Kelly,,08/21/23-12/06/23,7,,2023,Fall
SCED 298 (Section 02),42052,Hybrid,Research,,3.0,SUP,TBA,TBA,Elly Walsh,,08/21/23-12/06/23,7,,2023,Fall
SCED 298 (Section 03),43036,Hybrid,Research,,3.0,SUP,TBA,TBA,Cassandra Paul,,08/21/23-12/06/23,6,,2023,Fall
SCED 298 (Section 04),42053,Hybrid,Research,,3.0,SUP,TBA,TBA,Ellen Metzger,,08/21/23-12/06/23,6,,2023,Fall
SCED 298 (Section 06),47009,Hybrid,Research,,3.0,SUP,TBA,TBA,Tammie Visintainer,,08/21/23-12/06/23,7,,2023,Fall
SCED 375 (Section 01),46951,Hybrid,Colloquium in Science Education,,2.0,LEC,W,,,,,,,2023,Fall
SCED 5 (Section 01),49462,In Person,"Sustainability, Human Development, and the Earth",GE: E,3.0,LEC,MW,09:00AM-10:15AM,Ellen Metzger,DH306,08/21/23-12/06/23,28,,2023,Fall
SCED 5 (Section 02),49463,In Person,"Sustainability, Human Development, and the Earth",GE: E,3.0,LEC,MW,10:30AM-11:45AM,Nathaniel Bogie,DH306,08/21/23-12/06/23,30,,2023,Fall
SCI 101 (Section 02),47465,Fully Online,Leadership and Career Accelerator,,0,LAB,R,02:00PM-04:30PM,Denise Huang / Diana Phuong,ONLINE,08/21/23-12/06/23,75,,2023,Fall
SCI 101 (Section 03),47466,In Person,Leadership and Career Accelerator,,0,LAB,W,06:00PM-08:30PM,Skyler Trezona / Diana Phuong,WSQ001,08/21/23-12/06/23,75,,2023,Fall
SCI 101 (Section 81),47463,Hybrid,Leadership and Career Accelerator,,3.0,LEC,TBA,TBA,Elaine Collins / Diana Phuong,,08/21/23-12/06/23,150,,2023,Fall
SCI 157SL (Section 01),49719,In Person,Community Action/Community Service,GE: S,3.0,LEC,W,03:00PM-05:45PM,Lucas Hatton,WSQ207,08/21/23-12/06/23,25,,2023,Fall
SCI 157SL (Section 02),49720,In Person,Community Action/Community Service,GE: S,3.0,LEC,W,03:00PM-05:45PM,Lucas Hatton,WSQ207,08/21/23-12/06/23,25,,2023,Fall
SCI 157SL (Section 03),49721,In Person,Community Action/Community Service,GE: S,3.0,LEC,M,03:00PM-05:45PM,Kristen Cole,HGH223,08/21/23-12/06/23,25,,2023,Fall
SCI 180 (Section 01),42055,In Person,Individual Studies,,2.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,6,,2023,Fall
SCI 184 (Section 01),40163,In Person,Directed Reading,,1.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,15,RO - Not available to Open University students.,2023,Fall
SCI 184 (Section 02),40410,In Person,Directed Reading,,2.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,15,RO - Not available to Open University students.,2023,Fall
SCI 184 (Section 03),40411,In Person,Directed Reading,,3.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,15,RO - Not available to Open University students.,2023,Fall
SCI 299 (Section 01),41250,In Person,Master's Thesis,,3.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,1,RO - Not available to Open University students.,2023,Fall
SCWK 107 (Section 80),49468,Fully Online,Aging and Society,GE: S,3.0,LEC,M,06:00PM-08:45PM,Vivian Silva,ONLINE,08/21/23-12/06/23,26,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
SCWK 110 (Section 02),45383,In Person,Foundations of Social Work Practice,,3.0,SEM,T,09:00AM-11:45AM,Dia Mundle,SH312,08/21/23-12/06/23,0,,2023,Fall
SCWK 110 (Section 03),47438,In Person,Foundations of Social Work Practice,,3.0,SEM,F,09:00AM-11:45AM,Yvonne Maxwell,DH243,08/21/23-12/06/23,0,,2023,Fall
SCWK 111 (Section 01),44202,In Person,Generalist Social Work Practice I,,3.0,SEM,W,09:00AM-11:45AM,Sonja House,DH243,08/21/23-12/06/23,0,,2023,Fall
SCWK 111 (Section 02),42327,In Person,Generalist Social Work Practice I,,3.0,SEM,W,03:00PM-05:45PM,Sonja House,DMH161,08/21/23-12/06/23,0,,2023,Fall
SCWK 120 (Section 01),45386,In Person,Social Welfare Institutions and Policies I,,3.0,LEC,M,12:00PM-02:45PM,Emily Bruce,SH312,08/21/23-12/06/23,0,,2023,Fall
SCWK 120 (Section 02),46805,In Person,Social Welfare Institutions and Policies I,,3.0,LEC,T,12:00PM-02:45PM,Emily Bruce,DH243,08/21/23-12/06/23,0,,2023,Fall
SCWK 130 (Section 01),45387,In Person,Human Behavior in the Social Environment I,,3.0,LEC,T,03:00PM-05:45PM,Yoli Anyon,SH312,08/21/23-12/06/23,0,,2023,Fall
SCWK 130 (Section 03),47577,In Person,Human Behavior in the Social Environment I,,3.0,LEC,F,12:00PM-02:45PM,Yoli Anyon,DH243,08/21/23-12/06/23,0,,2023,Fall
SCWK 140 (Section 01),45389,In Person,Introduction to Field Practicum,,3.0,SUP,M,09:00AM-11:45AM,Yvonne Maxwell,CL303A,08/21/23-12/06/23,0,,2023,Fall
SCWK 140 (Section 03),47578,In Person,Introduction to Field Practicum,,3.0,SUP,F,12:00PM-02:45PM,Sang E Lee,CL303A,08/21/23-12/06/23,0,,2023,Fall
SCWK 141 (Section 01),42328,In Person,Field Practicum I,,4.0,SUP,TBA,TBA,Laura Chin,,08/21/23-12/06/23,7,RO - Not available to Open University students.,2023,Fall
SCWK 141 (Section 02),42329,In Person,Field Practicum I,,4.0,SUP,TBA,TBA,Renae Bhader,,08/21/23-12/06/23,7,RO - Not available to Open University students.,2023,Fall
SCWK 141 (Section 03),42330,In Person,Field Practicum I,,4.0,SUP,TBA,TBA,Renae Bhader,,08/21/23-12/06/23,7,RO - Not available to Open University students.,2023,Fall
SCWK 141 (Section 04),42331,In Person,Field Practicum I,,4.0,SUP,TBA,TBA,Vanessa Gregory,,08/21/23-12/06/23,9,RO - Not available to Open University students.,2023,Fall
SCWK 141 (Section 05),42332,In Person,Field Practicum I,,4.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,20,RO - Not available to Open University students.,2023,Fall
SCWK 141 (Section 06),42562,In Person,Field Practicum I,,4.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,20,RO - Not available to Open University students.,2023,Fall
SCWK 180 (Section 01),43846,In Person,Individual Studies,,1.0,SUP,TBA,TBA,Peter Lee,,08/21/23-12/06/23,15,RO - Not available to Open University students.,2023,Fall
SCWK 200W (Section 01),43276,In Person,Social Work Graduate Writing Course,GWAR,3.0,SEM,F,09:00AM-11:45AM,Jennifer Hubbs,SH312,08/21/23-12/06/23,3,,2023,Fall
SCWK 200W (Section 02),43277,In Person,Social Work Graduate Writing Course,GWAR,3.0,SEM,F,09:00AM-11:45AM,Derek Wang,SH345,08/21/23-12/06/23,5,,2023,Fall
SCWK 200W (Section 03),43278,In Person,Social Work Graduate Writing Course,GWAR,3.0,SEM,F,12:00PM-02:45PM,Derek Wang,SH345,08/21/23-12/06/23,5,,2023,Fall
SCWK 200W (Section 04),43279,In Person,Social Work Graduate Writing Course,GWAR,3.0,SEM,W,06:00PM-08:45PM,Misty Mcnay,SH345,08/21/23-12/06/23,5,,2023,Fall
SCWK 202 (Section 01),40164,In Person,Social Policy and Services: History and Values,,3.0,SEM,F,12:00PM-02:45PM,Nayoun Lee,MH322,08/21/23-12/06/23,3,,2023,Fall
SCWK 202 (Section 02),41867,In Person,Social Policy and Services: History and Values,,3.0,SEM,F,12:00PM-02:45PM,Jihyun Shin,SH312,08/21/23-12/06/23,5,,2023,Fall
SCWK 202 (Section 03),41868,In Person,Social Policy and Services: History and Values,,3.0,SEM,F,09:00AM-11:45AM,Nayoun Lee,MH322,08/21/23-12/06/23,5,,2023,Fall
SCWK 202 (Section 04),43889,In Person,Social Policy and Services: History and Values,,3.0,SEM,M,06:00PM-08:45PM,Jihyun Shin,DH243,08/21/23-12/06/23,5,,2023,Fall
SCWK 212 (Section 01),43843,In Person,Human Behavior in Social Environment I,,3.0,SEM,M,09:00AM-11:45AM,Jennifer Hubbs,SH312,08/21/23-12/06/23,3,,2023,Fall
SCWK 212 (Section 02),43844,In Person,Human Behavior in Social Environment I,,3.0,SEM,W,09:00AM-11:45AM,Alexandra Ludovina,SH345,08/21/23-12/06/23,5,,2023,Fall
SCWK 212 (Section 03),43845,In Person,Human Behavior in Social Environment I,,3.0,SEM,W,12:00PM-02:45PM,Alexandra Ludovina,SH345,08/21/23-12/06/23,5,,2023,Fall
SCWK 214 (Section 04),43895,In Person,Human Behavior in Social Environment II,,3.0,SEM,W,06:00PM-08:45PM,Darcy Cabral,SH312,08/21/23-12/06/23,6,,2023,Fall
SCWK 220 (Section 01),41898,In Person,Transcultural Generalist Practice I,,3.0,SEM,M,12:00PM-02:45PM,Moctezuma Garcia,SH345,08/21/23-12/06/23,3,,2023,Fall
SCWK 220 (Section 02),41206,In Person,Transcultural Generalist Practice I,,3.0,SEM,W,12:00PM-02:45PM,Fred Prochaska,DH243,08/21/23-12/06/23,5,,2023,Fall
SCWK 220 (Section 03),43034,In Person,Transcultural Generalist Practice I,,3.0,SEM,W,09:00AM-11:45AM,Fred Prochaska,SH312,08/21/23-12/06/23,5,,2023,Fall
SCWK 220 (Section 04),41697,In Person,Transcultural Generalist Practice I,,3.0,SEM,M,06:00PM-08:45PM,Moctezuma Garcia,SH312,08/21/23-12/06/23,6,,2023,Fall
SCWK 222 (Section 01),44120,In Person,Transcultural Advanced Generalist Practice I: Family Systems Focus,,3.0,SEM,T,12:00PM-02:45PM,Carey Gil,SH345,08/21/23-12/06/23,0,,2023,Fall
SCWK 224 (Section 01),42789,In Person,Advanced Generalist Practice With Spanish Speaking Populations,,3.0,SEM,T,06:00PM-08:45PM,Lissette Moore-Guerra,DH243,08/21/23-12/06/23,14,,2023,Fall
SCWK 230 (Section 01),43868,In Person,Social Work Practicum I,,4.0,SUP,TBA,TBA,Blanca Tavera,,08/21/23-12/06/23,6,RO - Not available to Open University students.,2023,Fall
SCWK 230 (Section 02),43923,In Person,Social Work Practicum I,,4.0,SUP,TBA,TBA,Blanca Tavera,,08/21/23-12/06/23,6,RO - Not available to Open University students.,2023,Fall
SCWK 230 (Section 03),43924,In Person,Social Work Practicum I,,4.0,SUP,TBA,TBA,Erin Osanna-Barba,,08/21/23-12/06/23,6,RO - Not available to Open University students.,2023,Fall
SCWK 230 (Section 04),43925,In Person,Social Work Practicum I,,4.0,SUP,TBA,TBA,Jennifer Jackson,,08/21/23-12/06/23,9,RO - Not available to Open University students.,2023,Fall
SCWK 230 (Section 05),43926,In Person,Social Work Practicum I,,4.0,SUP,TBA,TBA,Jenny Hundemer,,08/21/23-12/06/23,7,RO - Not available to Open University students.,2023,Fall
SCWK 230 (Section 06),43927,In Person,Social Work Practicum I,,4.0,SUP,TBA,TBA,Jessica Rose,,08/21/23-12/06/23,6,RO - Not available to Open University students.,2023,Fall
SCWK 230 (Section 07),43928,In Person,Social Work Practicum I,,4.0,SUP,TBA,TBA,Johanna Blandino,,08/21/23-12/06/23,6,RO - Not available to Open University students.,2023,Fall
SCWK 230 (Section 08),43929,In Person,Social Work Practicum I,,4.0,SUP,TBA,TBA,Laura Chin,,08/21/23-12/06/23,5,RO - Not available to Open University students.,2023,Fall
SCWK 230 (Section 09),43930,In Person,Social Work Practicum I,,4.0,SUP,TBA,TBA,Valerie Smith,,08/21/23-12/06/23,8,RO - Not available to Open University students.,2023,Fall
SCWK 230 (Section 10),45507,In Person,Social Work Practicum I,,4.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,20,RO - Not available to Open University students.,2023,Fall
SCWK 232 (Section 01),43869,In Person,Social Work Practicum III,,5.0,SUP,M,03:00PM-05:45PM,Blanca Tavera,SH242,08/21/23-12/06/23,7,RO - Not available to Open University students.,2023,Fall
SCWK 232 (Section 02),43931,In Person,Social Work Practicum III,,5.0,SUP,M,03:00PM-05:45PM,Blanca Tavera,,08/21/23-12/06/23,6,RO - Not available to Open University students.,2023,Fall
SCWK 232 (Section 03),43932,In Person,Social Work Practicum III,,5.0,SUP,M,03:00PM-05:45PM,Erin Osanna-Barba,,08/21/23-12/06/23,6,RO - Not available to Open University students.,2023,Fall
SCWK 232 (Section 04),43933,In Person,Social Work Practicum III,,5.0,SUP,M,03:00PM-05:45PM,Jennifer Jackson,,08/21/23-12/06/23,7,RO - Not available to Open University students.,2023,Fall
SCWK 232 (Section 12),50859,In Person,Social Work Practicum III,,5.0,SUP,M,03:00PM-05:45PM,Jessica Rose,SH411,08/21/23-12/06/23,7,RO - Not available to Open University students.,2023,Fall
