Section,Class Number,Mode of Instruction,Course Title,Satisfies,Units,Type,Days,Times,Instructor,Location,Dates,Open Seats,Notes,Year,Semester
FS 11 (Section 80),45268,Fully Online,Survey of Forensic Science,,3.0,LEC,TBA,TBA,Shawna Bolton,ONLINE,08/21/23-12/06/23,0,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
FS 11 (Section 81),47437,Fully Online,Survey of Forensic Science,,3.0,LEC,TBA,TBA,Mary Juno,ONLINE,08/21/23-12/06/23,1,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
FS 12 (Section 02),49269,In Person,Introduction to Digital Evidence Investigations,,3.0,LEC,MW,04:30PM-05:45PM,Ryan Kim,CL202,08/21/23-12/06/23,0,,2023,Fall
FS 130 (Section 02),49266,In Person,Digital Forensic Analysis,,3.0,LEC,F,10:00AM-11:45AM,Ryan Kim,WSQ113,08/21/23-12/06/23,17,,2023,Fall
FS 130 (Section 12),49267,In Person,Digital Forensic Analysis,,3.0,ACT,F,12:00PM-01:45PM,Ryan Kim,WSQ113,08/21/23-12/06/23,17,,2023,Fall
FS 161 (Section 01),46832,Fully Online,Crime Scene Investigation,,3.0,LEC,T,09:00AM-11:00AM,Mary Juno,ONLINE,08/21/23-12/06/23,0,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
FS 161 (Section 02),47486,In Person,Crime Scene Investigation,,3.0,LEC,M,06:00PM-08:00PM,Shawna Bolton,HB207,08/21/23-12/06/23,0,,2023,Fall
FS 161 (Section 03),47494,In Person,Crime Scene Investigation,,3.0,LEC,R,12:00PM-02:00PM,Mary Juno,HGH122,08/21/23-12/06/23,0,,2023,Fall
FS 161 (Section 11),46833,In Person,Crime Scene Investigation,,3.0,ACT,R,09:00AM-11:00AM,Mary Juno,HB207,08/21/23-12/06/23,0,,2023,Fall
FS 161 (Section 12),47487,In Person,Crime Scene Investigation,,3.0,ACT,W,06:00PM-08:00PM,Shawna Bolton,HB207,08/21/23-12/06/23,0,,2023,Fall
FS 161 (Section 13),47495,In Person,Crime Scene Investigation,,3.0,ACT,F,09:00AM-11:00AM,Mary Juno,HB207,08/21/23-12/06/23,0,,2023,Fall
FS 162 (Section 01),46192,In Person,Forensic Science Applications,,3.0,LEC,T,12:00PM-02:00PM,Eric Kwong,CL243,08/21/23-12/06/23,0,,2023,Fall
FS 162 (Section 02),47500,In Person,Forensic Science Applications,,3.0,LEC,T,03:00PM-05:00PM,Eric Kwong,BBC223,08/21/23-12/06/23,0,,2023,Fall
FS 162 (Section 11),47496,In Person,Forensic Science Applications,,3.0,ACT,R,12:00PM-02:00PM,Eric Kwong,HB207,08/21/23-12/06/23,0,,2023,Fall
FS 162 (Section 12),47501,In Person,Forensic Science Applications,,3.0,ACT,R,03:00PM-05:00PM,Eric Kwong,HB207,08/21/23-12/06/23,0,,2023,Fall
FS 163 (Section 01),46835,In Person,Fingerprint Science,,3.0,LEC,F,11:30AM-01:30PM,Mary Juno,HB207,08/21/23-12/06/23,5,,2023,Fall
FS 163 (Section 11),46836,In Person,Fingerprint Science,,3.0,ACT,F,02:30PM-04:30PM,Mary Juno,HB207,08/21/23-12/06/23,5,,2023,Fall
FS 166 (Section 01),47503,In Person,Forensic Chemistry,,3.0,LEC,T,06:00PM-08:00PM,Samantha Peek,HB207,08/21/23-12/06/23,11,,2023,Fall
FS 166 (Section 11),47504,In Person,Forensic Chemistry,,3.0,ACT,R,06:00PM-08:00PM,Samantha Peek,HB207,08/21/23-12/06/23,11,,2023,Fall
FS 173 (Section 80),47509,Fully Online,Death Scene Investigation,,3.0,LEC,R,06:00PM-08:45PM,Rosa Vega,ONLINE,08/21/23-12/06/23,17,,2023,Fall
PB - Prereq - Upper division standing.,,,,,,,,,,,,,,2023,Fall
RD - Requires department approval.,,,,,,,,,,,,,,2023,Fall
FS 57 (Section 01),47507,In Person,Biological Criminalistics,,3.0,LEC,W,09:00AM-11:00AM,Mark Barash,HB207,08/21/23-12/06/23,0,,2023,Fall
FS 57 (Section 11),47508,In Person,Biological Criminalistics,,3.0,ACT,W,02:30PM-04:30PM,Mark Barash,HB207,08/21/23-12/06/23,0,,2023,Fall
GEOG 1 (Section 01),42693,In Person,Physical Geography,GE: B1,3.0,LEC,TR,10:30AM-11:45AM,Joseph Hasty,CL224,08/21/23-12/06/23,1,IC - See course description for requirements.,2023,Fall
GEOG 1 (Section 02),41899,In Person,Physical Geography,GE: B1,3.0,LEC,TR,12:00PM-01:15PM,Joseph Hasty,CL224,08/21/23-12/06/23,0,IC - See course description for requirements.,2023,Fall
GEOG 1 (Section 80),43947,Fully Online,Physical Geography,GE: B1,3.0,LEC,TBA,TBA,Gary Pereira,ONLINE,08/21/23-12/06/23,1,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
GEOG 10 (Section 80),43345,Fully Online,Cultural Geography,GE: D,3.0,LEC,TBA,TBA,Gary Pereira,ONLINE,08/21/23-12/06/23,1,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
GEOG 100W (Section 01),47847,In Person,Writing Workshop,WID,3.0,SEM,MW,03:00PM-04:15PM,Pietro Calogero,CL224,08/21/23-12/06/23,23,,2023,Fall
GEOG 107 (Section 80),50496,Fully Online,Mapping the World,GE: R,3.0,LEC,TBA,TBA,Bo Yang,ONLINE,08/21/23-12/06/23,1,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
GEOG 112 (Section 01),41783,In Person,"Nations, Cultures a Globalization",GE: V,3.0,LEC,MW,10:30AM-11:45AM,Maureen Kelley,CL224,08/21/23-12/06/23,8,IC - See course description for requirements.,2023,Fall
GEOG 112 (Section 02),41784,In Person,"Nations, Cultures a Globalization",GE: V,3.0,LEC,MW,12:00PM-01:15PM,Maureen Kelley,CL224,08/21/23-12/06/23,7,IC - See course description for requirements.,2023,Fall
GEOG 112 (Section 03),46135,Fully Online,"Nations, Cultures a Globalization",GE: V,3.0,LEC,TBA,TBA,Maureen Kelley,ONLINE,08/21/23-12/06/23,0,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
GEOG 12 (Section 01),43349,Fully Online,World Regional Geography,GE: D,3.0,LEC,TBA,TBA,Daisy Gutierrez,ONLINE,08/21/23-12/06/23,1,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
GEOG 12 (Section 80),43372,Fully Online,World Regional Geography,GE: D,3.0,LEC,TBA,TBA,Gary Pereira,ONLINE,08/21/23-12/06/23,1,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
GEOG 121 (Section 80),47840,Fully Online,Population and Global Change,,3.0,LEC,TBA,TBA,Gary Pereira,ONLINE,08/21/23-12/06/23,17,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
GEOG 135 (Section 01),47844,In Person,Research Methods in Geography,,3.0,LEC,M,04:30PM-07:15PM,Pietro Calogero,DMH226B,08/21/23-12/06/23,23,,2023,Fall
GEOG 180 (Section 01),47283,Fully Online,Individual Studies,,3.0,SUP,TBA,TBA,Ahoura Zandiatashbar,ONLINE,08/21/23-12/06/23,5,,2023,Fall
GEOG 180 (Section 02),47284,Fully Online,Individual Studies,,4.0,SUP,TBA,TBA,Ahoura Zandiatashbar,ONLINE,08/21/23-12/06/23,5,,2023,Fall
GEOG 197 (Section 01),47279,Fully Online,Internship,,1.0,SUP,TBA,TBA,Ahoura Zandiatashbar,ONLINE,08/21/23-12/06/23,2,,2023,Fall
GEOG 197 (Section 02),47280,Fully Online,Internship,,2.0,SUP,TBA,TBA,Ahoura Zandiatashbar,ONLINE,08/21/23-12/06/23,5,,2023,Fall
GEOG 197 (Section 03),47281,Fully Online,Internship,,3.0,SUP,TBA,TBA,Ahoura Zandiatashbar,ONLINE,08/21/23-12/06/23,5,,2023,Fall
GEOG 197 (Section 04),47282,Fully Online,Internship,,4.0,SUP,TBA,TBA,Ahoura Zandiatashbar,ONLINE,08/21/23-12/06/23,5,,2023,Fall
GEOG 199 (Section 01),47848,In Person,Senior Seminar,,3.0,SEM,TR,01:30PM-02:45PM,Daisy Gutierrez,CL224,08/21/23-12/06/23,8,,2023,Fall
GEOG 239 (Section 02),50116,In Person,Geographic Information Technology,,3.0,SEM,T,03:00PM-05:45PM,Bo Yang,WSQ113,08/21/23-12/06/23,3,,2023,Fall
GEOG 290 (Section 01),47846,In Person,Seminar in Research Design for Geographic Information Science,GWAR,3.0,SEM,M,04:30PM-07:15PM,Pietro Calogero,OFFCAMPUS,08/21/23-12/06/23,6,,2023,Fall
