Section,Class Number,Mode of Instruction,Course Title,Satisfies,Units,Type,Days,Times,Instructor,Location,Dates,Open Seats,Notes,Year,Semester
ART 298B (Section 03),44582,Hybrid,MFA Project,,3.0,SUP,TBA,TBA,Shaun O'Dell,,08/21/23-12/06/23,2,,2023,Fall
ART 298B (Section 04),44615,Hybrid,MFA Project,,3.0,SUP,TBA,TBA,Adam Shiverdecker,,08/21/23-12/06/23,4,,2023,Fall
ART 3 (Section 80),40901,Fully Online,Medium and Message,,3.0,SEM,MW,09:00AM-10:15AM,Prajakti Jayavant,ONLINE,08/21/23-12/06/23,3,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
ART 3 (Section 81),40902,Fully Online,Medium and Message,,3.0,SEM,TR,09:00AM-10:15AM,Irene Carvajal,ONLINE,08/21/23-12/06/23,0,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
ART 3 (Section 82),43085,Fully Online,Medium and Message,,3.0,SEM,MW,10:30AM-11:45AM,Prajakti Jayavant,ONLINE,08/21/23-12/06/23,1,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
ART 3 (Section 83),46922,Fully Online,Medium and Message,,3.0,SEM,MW,05:00PM-06:15PM,Lance Fung,ONLINE,08/21/23-12/06/23,0,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
ART 39 (Section 80),40636,Fully Online,Multicultural Arts for Children,,3.0,LAB,TR,12:00PM-02:50PM,Susan Trimingham,ONLINE,08/21/23-12/06/23,0,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
ART 46 (Section 01),42271,In Person,Introduction to Ceramics,,3.0,ACT,MW,12:00PM-02:50PM,Monica Van Den Dool,IS165,08/21/23-12/06/23,0,,2023,Fall
ART 46 (Section 02),44130,In Person,Introduction to Ceramics,,3.0,ACT,MW,03:00PM-05:50PM,Timna Naim,IS124,08/21/23-12/06/23,0,,2023,Fall
ART 46 (Section 03),45915,In Person,Introduction to Ceramics,,3.0,ACT,MW,06:00PM-08:50PM,Monica Van Den Dool,IS165,08/21/23-12/06/23,0,,2023,Fall
ART 46 (Section 04),44131,In Person,Introduction to Ceramics,,3.0,ACT,TR,09:00AM-11:50AM,Michael Favagrossa,IS165,08/21/23-12/06/23,1,,2023,Fall
ART 46 (Section 05),44132,In Person,Introduction to Ceramics,,3.0,ACT,TR,12:00PM-02:50PM,Cynthia Gonzalez,IS165,08/21/23-12/06/23,0,,2023,Fall
ART 46 (Section 06),44466,In Person,Introduction to Ceramics,,3.0,ACT,F,09:30AM-03:30PM,Monica Van Den Dool,IS124,08/21/23-12/06/23,3,,2023,Fall
ART 47 (Section 01),44133,Hybrid,Introduction to Metalsmithing,,3.0,ACT,TR,09:00AM-11:50AM,Yvonne Escalante,,08/21/23-12/06/23,2,"HYBRID - Designated day/time online meetings, with occasional In Person meetings. May utilize Canvas. More info at sjsu.edu/ecampus.",2023,Fall
ART 61 (Section 01),40005,In Person,Beginning Painting,,3.0,ACT,MW,12:00PM-02:50PM,Danielle Torvik-Staffen,ART306,08/21/23-12/06/23,3,PV - Prerequisite courses required. See course description.,2023,Fall
ART 68 (Section 01),42272,In Person,Beginning Sculpture: Object a Concept,,3.0,ACT,MW,09:00AM-11:50AM,Lynn Dau,AF001,08/21/23-12/06/23,0,Course Topic: Beginning Sculpture (IX) PV - Prerequisite courses required. See course description.,2023,Fall
ART 68 (Section 02),42273,In Person,Beginning Sculpture: Object a Concept,,3.0,ACT,TR,09:00AM-11:50AM,Lynn Dau,AF001,08/21/23-12/06/23,0,Course Topic: Beginning Sculpture (IX) PV - Prerequisite courses required. See course description.,2023,Fall
ART 68 (Section 03),45917,In Person,Beginning Sculpture: Object a Concept,,3.0,ACT,F,09:30AM-03:30PM,Steve Davis,AF001,08/21/23-12/06/23,3,Course Topic: Sculpture (IX) PV - Prerequisite courses required. See course description.,2023,Fall
ART 74 (Section 03),46226,In Person,Introduction to Digital Media,,3.0,ACT,TR,12:00PM-02:50PM,Richard Haley,ART110,08/21/23-12/06/23,1,,2023,Fall
ART 74 (Section 04),50500,Hybrid,Introduction to Digital Media,,3.0,ACT,MW,09:00AM-11:50AM,Floor Van De Velde,,08/21/23-12/06/23,0,"HYBRID - Designated day/time online meetings, with occasional In Person meetings. May utilize Canvas. More info at sjsu.edu/ecampus.",2023,Fall
ART 74 (Section 05),50501,Hybrid,Introduction to Digital Media,,3.0,ACT,MW,12:00PM-02:50PM,Floor Van De Velde,,08/21/23-12/06/23,0,"HYBRID - Designated day/time online meetings, with occasional In Person meetings. May utilize Canvas. More info at sjsu.edu/ecampus.",2023,Fall
ART 74 (Section 06),50911,Hybrid,Introduction to Digital Media,,3.0,ACT,TR,03:00PM-06:00PM,James Morgan,,08/21/23-12/06/23,9,"HYBRID - Designated day/time online meetings, with occasional In Person meetings. May utilize Canvas. More info at sjsu.edu/ecampus.",2023,Fall
ART 74 (Section 80),46831,Fully Online,Introduction to Digital Media,,3.0,ACT,MW,03:00PM-05:50PM,Rajorshi Ghosh,ONLINE,08/21/23-12/06/23,0,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
ART 75 (Section 80),42258,Fully Online,Introduction to Digital Video Art,,3.0,ACT,MW,06:00PM-08:50PM,Lexygius Calip,ONLINE,08/21/23-12/06/23,0,,2023,Fall
ART 75 (Section 81),43582,Fully Online,Introduction to Digital Video Art,,3.0,ACT,TR,09:00AM-11:50AM,Yolande Harris,ONLINE,08/21/23-12/06/23,0,,2023,Fall
ART 75 (Section 82),47790,Fully Online,Introduction to Digital Video Art,,3.0,ACT,MW,09:00AM-11:50AM,Yolande Harris,ONLINE,08/21/23-12/06/23,0,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
ART 75 (Section 83),47865,Fully Online,Introduction to Digital Video Art,,3.0,ACT,TR,06:00PM-08:50PM,Lexygius Calip,ONLINE,08/21/23-12/06/23,0,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
ARTH 110 (Section 02),47919,In Person,History and Theory of New Media,,3.0,LEC,MW,01:30PM-02:45PM,Molly Hankwitz,ART135,08/21/23-12/06/23,25,,2023,Fall
ARTH 126 (Section 80),47923,Fully Online,History of Photography,,3.0,LEC,MW,03:00PM-04:15PM,Liz Linden,ONLINE,08/21/23-12/06/23,20,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
ARTH 15 (Section 01),41364,In Person,Intro to Visual Culture,GE: C1,3.0,LEC,TR,09:00AM-10:15AM,Isabelle Pafford,ART133,08/21/23-12/06/23,0,,2023,Fall
ARTH 15 (Section 02),41755,In Person,Intro to Visual Culture,GE: C1,3.0,LEC,TR,10:30AM-11:45AM,Gretchen Simms,ART133,08/21/23-12/06/23,0,,2023,Fall
ARTH 160 (Section 80),41597,Fully Online,Modern Architecture,,3.0,LEC,MW,12:00PM-01:15PM,Anthony Raynsford,ONLINE,08/21/23-12/06/23,0,,2023,Fall
ARTH 162 (Section 80),47926,Fully Online,California Architecture,,3.0,LEC,MW,03:00PM-04:15PM,Anthony Raynsford,ONLINE,08/21/23-12/06/23,22,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
ARTH 174A (Section 02),49386,In Person,Museum and Gallery Operations,,3.0,SEM,T,03:15PM-06:00PM,Alena Sauzade,ART105,08/21/23-12/06/23,11,,2023,Fall
ARTH 175 (Section 80),47944,Fully Online,Theories of Art History and Art Criticism,,3.0,LEC,TR,03:00PM-04:15PM,Isabelle Pafford,ONLINE,08/21/23-12/06/23,5,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
ARTH 176A (Section 01),47936,In Person,Graphic Design History and Theory,,3.0,LEC,MW,01:30PM-02:45PM,Sarah Mills,ART133,08/21/23-12/06/23,45,,2023,Fall
ARTH 176A (Section 02),47937,In Person,Graphic Design History and Theory,,3.0,LEC,MW,04:30PM-05:45PM,Sarah Mills,ART133,08/21/23-12/06/23,60,,2023,Fall
ARTH 178 (Section 01),43583,Hybrid,Art History Field Work,,3.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,5,,2023,Fall
ARTH 180 (Section 01),41365,Hybrid,Individual Studies in Art History,,1.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,5,,2023,Fall
ARTH 180 (Section 02),42534,Hybrid,Individual Studies in Art History,,3.0,SUP,TBA,TBA,Sarah Mills,,08/21/23-12/06/23,3,,2023,Fall
ARTH 185 (Section 80),43538,Fully Online,Art of the Classical World,,3.0,LEC,MW,01:30PM-02:45PM,Isabelle Pafford,ONLINE,08/21/23-12/06/23,10,,2023,Fall
ARTH 187A (Section 80),44138,Fully Online,"Art of the Italian Renaissance, Fifteenth Century",,3.0,LEC,TR,01:30PM-02:45PM,Elizabeth Carroll,ONLINE,08/21/23-12/06/23,10,,2023,Fall
ARTH 190A (Section 80),46971,Fully Online,Art of the Nineteenth Century,,3.0,LEC,TR,10:30AM-11:45AM,Josine Smits,ONLINE,08/21/23-12/06/23,23,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
ARTH 190C (Section 01),44328,In Person,20th Century Art: from Dada to Pop,,3.0,LEC,MW,10:30AM-11:45AM,Molly Hankwitz,ART133,08/21/23-12/06/23,51,PV - Prerequisite courses required. See course description.,2023,Fall
ARTH 193A (Section 01),40009,In Person,Worlds of Art and Culture,GE: V,3.0,LEC,MW,09:00AM-10:15AM,Josine Smits,ART135,08/21/23-12/06/23,2,PV - Prerequisite courses required. See course description.,2023,Fall
ARTH 193A (Section 02),42251,In Person,Worlds of Art and Culture,GE: V,3.0,LEC,MW,03:00PM-04:15PM,Josine Smits,ART135,08/21/23-12/06/23,0,PV - Prerequisite courses required. See course description.,2023,Fall
ARTH 193A (Section 03),47998,In Person,Worlds of Art and Culture,GE: V,3.0,LEC,MW,04:30PM-05:45PM,Josine Smits,ART135,08/21/23-12/06/23,26,,2023,Fall
ARTH 272 (Section 80),47932,Fully Online,Seminar in Renaissance Art,GWAR,3.0,SEM,W,03:00PM-05:45PM,Elizabeth Carroll,ONLINE,08/21/23-12/06/23,8,Course Topic: Gender and Society FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
ARTH 291 (Section 01),43121,Hybrid,Graduate Problems in Art History,,3.0,SEM,TBA,TBA,Anthony Raynsford,,08/21/23-12/06/23,4,,2023,Fall
ARTH 291 (Section 02),44616,Hybrid,Graduate Problems in Art History,,3.0,SEM,TBA,TBA,Staff,,08/21/23-12/06/23,5,,2023,Fall
ARTH 70A (Section 80),42022,Fully Online,"Art History, Prehistoric to Medieval",GE: C1,3.0,LEC,MW,04:30PM-05:45PM,Isabelle Pafford,ONLINE,08/21/23-12/06/23,0,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
ARTH 70B (Section 80),42941,Fully Online,"Art History, Renaissance to Modern",GE: C1,3.0,LEC,TR,10:30AM-11:45AM,Mary Salzman,ONLINE,08/21/23-12/06/23,2,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
ARTH 70B (Section 81),46962,Fully Online,"Art History, Renaissance to Modern",GE: C1,3.0,LEC,MW,12:00PM-01:15PM,Gretchen Simms,ONLINE,08/21/23-12/06/23,6,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
ARTH 70B (Section 83),49901,Fully Online,"Art History, Renaissance to Modern",GE: C1,3.0,LEC,TR,07:00PM-08:15PM,Molly Hankwitz,ONLINE,08/21/23-12/06/23,0,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
ARTH 70C (Section 80),48025,Fully Online,Arts of Asia,GE: C1,3.0,LEC,MW,10:30AM-11:45AM,Seojeong Shin,ONLINE,08/21/23-12/06/23,13,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
ARTH 72 (Section 03),41674,In Person,Design in Society,GE: C1,3.0,LEC,TR,12:00PM-01:15PM,Elizabeth Carroll,ART135,08/21/23-12/06/23,1,,2023,Fall
ARTH 72 (Section 80),40260,Fully Online,Design in Society,GE: C1,3.0,LEC,MW,12:00PM-01:15PM,Elizabeth Carroll,ONLINE,08/21/23-12/06/23,1,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
ARTH 72 (Section 82),50364,Fully Online,Design in Society,GE: C1,3.0,LEC,MW,10:30AM-11:45AM,Gretchen Simms,ONLINE,08/21/23-12/06/23,1,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
AS 131A (Section 01),41336,In Person,Leading People and Effective Communication,,3.0,SUP,F,01:00PM-04:00PM,Victor Salum,IS118,08/21/23-12/06/23,10,RO - Not available to Open University students.,2023,Fall
AS 131A (Section 02),41337,In Person,Leading People and Effective Communication,,0,LAB,F,08:00AM-10:00AM,Benjamin Goirigolzarri,YUH124,08/21/23-12/06/23,10,,2023,Fall
AS 141A (Section 01),41791,In Person,"National Security, Leadership a Commissioning Prep",,3.0,SUP,F,01:00PM-04:00PM,Benjamin Goirigolzarri,IS215,08/21/23-12/06/23,10,RO - Not available to Open University students.,2023,Fall
AS 141A (Section 02),41793,In Person,"National Security, Leadership a Commissioning Prep",,0,LAB,F,08:00AM-10:00AM,Benjamin Goirigolzarri,YUH124,08/21/23-12/06/23,10,,2023,Fall
AS 1A (Section 01),41330,In Person,Heritage and Values,,1.0,SUP,F,10:45AM-12:00PM,Benjamin Goirigolzarri,CL222,08/21/23-12/06/23,12,RO - Not available to Open University students.,2023,Fall
AS 1A (Section 02),41334,In Person,Heritage and Values,,0,LAB,F,08:00AM-10:00AM,Benjamin Goirigolzarri,YUH124,08/21/23-12/06/23,32,,2023,Fall
AS 2A (Section 01),41786,In Person,Team Leadership Fundamentals,,1.0,SUP,F,10:45AM-12:00PM,Joshua Sullivan,IS215,08/21/23-12/06/23,13,RO - Not available to Open University students.,2023,Fall
AS 2A (Section 02),41792,In Person,Team Leadership Fundamentals,,1.0,LAB,F,08:00AM-10:00AM,Benjamin Goirigolzarri,YUH124,08/21/23-12/06/23,13,,2023,Fall
ASIA 104 (Section 01),49563,In Person,Asian Philosophy,GE: V,3.0,LEC,MW,10:30AM-11:45AM,Karin Brown,DMH149B,08/21/23-12/06/23,12,,2023,Fall
ASIA 104 (Section 02),49564,In Person,Asian Philosophy,GE: V,3.0,LEC,MW,01:30PM-02:45PM,Karin Brown,DMH149B,08/21/23-12/06/23,8,,2023,Fall
ASIA 104 (Section 80),49565,Fully Online,Asian Philosophy,GE: V,3.0,LEC,TBA,TBA,Janet Giddings,ONLINE,08/21/23-12/06/23,11,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
ASIA 104 (Section 81),49566,Fully Online,Asian Philosophy,GE: V,3.0,LEC,TBA,TBA,Janet Giddings,ONLINE,08/21/23-12/06/23,12,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
ASIA 109A (Section 01),49475,In Person,History of China,,4.0,LEC,TR,10:30AM-11:45AM,Xiaojia Hou,DMH163,08/21/23-12/06/23,26,,2023,Fall
ASIA 114 (Section 80),49499,Fully Online,Legacy of Asia,GE: V,3.0,LEC,R,01:30PM-02:45PM,Mihwa Choi / Mihwa Choi,ONLINE,,,,2023,Fall
ASIA 115 (Section 01),49370,In Person,The Emerging Global Culture,GE: V,3.0,LEC,MW,09:00AM-10:15AM,Bobby Seals,CL202,08/21/23-12/06/23,38,,2023,Fall
ASIA 115 (Section 80),49374,Fully Online,The Emerging Global Culture,GE: V,3.0,LEC,TBA,TBA,Quincy Mccrary,ONLINE,08/21/23-12/06/23,37,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
ASIA 115 (Section 81),49923,Fully Online,The Emerging Global Culture,GE: V,3.0,LEC,TBA,TBA,Gisele Bousquet,ONLINE,08/21/23-12/06/23,36,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
ASIA 122 (Section 01),49516,In Person,English as a World Language,GE: V,3.0,SEM,MW,01:30PM-02:45PM,Scott Phillabaum,CL216,08/21/23-12/06/23,16,,2023,Fall
ASIA 140 (Section 80),49409,Fully Online,Chinese Culture and Politics Through Literature,GE: V,3.0,SEM,TR,01:30PM-02:45PM,Chunhui Peng,ONLINE,08/21/23-12/06/23,17,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
ASIA 19 (Section 60),49542,In Person,Music in World Cultures,GE: C1,3.0,LEC,M,06:00PM-08:45PM,Robin Sacolick,MUS161,08/21/23-12/06/23,20,,2023,Fall
ASIA 19 (Section 61),49543,In Person,Music in World Cultures,GE: C1,3.0,LEC,W,06:00PM-08:45PM,Robin Sacolick,MUS161,08/21/23-12/06/23,21,,2023,Fall
ASIA 19 (Section 62),49544,Fully Online,Music in World Cultures,GE: C1,3.0,LEC,TBA,TBA,Timothy Harris,ONLINE,08/21/23-12/06/23,41,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
ASIA 70C (Section 80),49387,Fully Online,Arts of Asia,GE: C1,3.0,LEC,MW,10:30AM-11:45AM,Seojeong Shin,ONLINE,08/21/23-12/06/23,37,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
ASTR 10 (Section 01),40010,In Person,Descriptive Astronomy,GE: B1,3.0,LEC,MW,12:00PM-01:15PM,Olenka Hubickyj,SCI258,08/21/23-12/06/23,0,,2023,Fall
ASTR 10 (Section 02),40215,In Person,Descriptive Astronomy,GE: B1,3.0,LEC,TR,10:30AM-11:45AM,Olenka Hubickyj,SCI258,08/21/23-12/06/23,0,,2023,Fall
ASTR 101 (Section 01),40011,In Person,Modern Astronomy,GE: R,3.0,LEC,MW,09:00AM-10:15AM,Ignacio Mosqueira,SCI258,08/21/23-12/06/23,0,,2023,Fall
ASTR 101 (Section 02),40719,In Person,Modern Astronomy,GE: R,3.0,LEC,MW,10:30AM-11:45AM,Ignacio Mosqueira,SCI258,08/21/23-12/06/23,1,,2023,Fall
ASTR 101 (Section 03),40681,In Person,Modern Astronomy,GE: R,3.0,LEC,TR,12:00PM-01:15PM,Victoria Hartwick,SCI258,08/21/23-12/06/23,2,,2023,Fall
ASTR 101 (Section 04),42284,In Person,Modern Astronomy,GE: R,3.0,LEC,TR,01:30PM-02:45PM,Danny Barringer,SCI258,08/21/23-12/06/23,3,,2023,Fall
