Section,Class Number,Mode of Instruction,Course Title,Satisfies,Units,Type,Days,Times,Instructor,Location,Dates,Open Seats,Notes,Year,Semester
MATH 15 (Section 11),49702,Fully Online,Statway: Statistics-Concepts a Methods,GE: B4,3.0,DIS,W,02:00PM-02:50PM,Fatemeh Yarahmadi,ONLINE,08/21/23-12/06/23,24,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
MATH 15 (Section 12),49703,Fully Online,Statway: Statistics-Concepts a Methods,GE: B4,3.0,ACT,MW,03:00PM-04:45PM,Fatemeh Yarahmadi,ONLINE,08/21/23-12/06/23,24,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
MATH 15 (Section 13),49704,In Person,Statway: Statistics-Concepts a Methods,GE: B4,3.0,DIS,F,10:00AM-10:50AM,Fatemeh Yarahmadi,ENG232,08/21/23-12/06/23,28,,2023,Fall
MATH 15 (Section 14),49705,Fully Online,Statway: Statistics-Concepts a Methods,GE: B4,3.0,ACT,MW,10:00AM-11:45AM,Fatemeh Yarahmadi,ONLINE,08/21/23-12/06/23,28,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
MATH 15 (Section 15),49706,In Person,Statway: Statistics-Concepts a Methods,GE: B4,3.0,DIS,F,09:00AM-09:50AM,Fatemeh Yarahmadi,ENG232,08/21/23-12/06/23,28,,2023,Fall
MATH 15 (Section 16),49707,Fully Online,Statway: Statistics-Concepts a Methods,GE: B4,3.0,ACT,TR,09:00AM-10:45AM,Fatemeh Yarahmadi,ONLINE,08/21/23-12/06/23,28,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
MATH 15 (Section 17),49708,In Person,Statway: Statistics-Concepts a Methods,GE: B4,3.0,DIS,M,12:00PM-12:50PM,Lucinda Robledo,ENG232,08/21/23-12/06/23,27,,2023,Fall
MATH 15 (Section 18),49709,Fully Online,Statway: Statistics-Concepts a Methods,GE: B4,3.0,ACT,TR,12:00PM-01:45PM,Lucinda Robledo,ONLINE,08/21/23-12/06/23,27,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
MATH 15 (Section 19),50925,In Person,Statway: Statistics-Concepts a Methods,GE: B4,3.0,DIS,M,01:00PM-01:50PM,Lucinda Robledo,IS215,08/21/23-12/06/23,24,,2023,Fall
MATH 15 (Section 20),50926,Hybrid,Statway: Statistics-Concepts a Methods,GE: B4,3.0,ACT,M,,,,,,,2023,Fall
MATH 161A (Section 01),44312,In Person,Applied Probability and Statistics I,,3.0,SEM,TR,03:00PM-04:15PM,Bee Leng Lee,MH320,08/21/23-12/06/23,0,,2023,Fall
MATH 161A (Section 02),44313,In Person,Applied Probability and Statistics I,,3.0,SEM,MW,01:30PM-02:45PM,Andrea Gottlieb,MH320,08/21/23-12/06/23,0,,2023,Fall
MATH 161A (Section 03),44314,In Person,Applied Probability and Statistics I,,3.0,SEM,MW,06:00PM-07:15PM,Andrea Gottlieb,MH320,08/21/23-12/06/23,0,,2023,Fall
MATH 161A (Section 04),44315,In Person,Applied Probability and Statistics I,,3.0,SEM,TR,01:30PM-02:45PM,Cristina Tortora,MH320,08/21/23-12/06/23,0,,2023,Fall
MATH 161A (Section 05),50540,In Person,Applied Probability and Statistics I,,3.0,SEM,MW,12:00PM-01:15PM,Andrea Gottlieb,SH434,08/21/23-12/06/23,0,,2023,Fall
MATH 161A (Section 06),50708,In Person,Applied Probability and Statistics I,,3.0,SEM,MW,10:30AM-11:45AM,Andrea Gottlieb,MH523,08/21/23-12/06/23,0,,2023,Fall
MATH 162 (Section 01),41432,In Person,Statistics for Bioinformatics,,3.0,SEM,TR,01:30PM-02:45PM,Martina Bremer,MH323,08/21/23-12/06/23,10,,2023,Fall
MATH 163 (Section 01),44426,In Person,Probability Theory,,3.0,LEC,MW,12:00PM-01:15PM,Tahir Bachar Issa,MH323,08/21/23-12/06/23,3,,2023,Fall
MATH 167R (Section 01),46156,In Person,Statistical Programming with R,,3.0,LEC,MW,10:30AM-11:45AM,Peter Gao,MH234,08/21/23-12/06/23,7,,2023,Fall
MATH 177 (Section 01),44319,In Person,Linear and Non-Linear Optimization,,3.0,DIS,MW,10:30AM-11:45AM,Mohammed Yahdi,DH351,08/21/23-12/06/23,1,,2023,Fall
MATH 177 (Section 02),44321,In Person,Linear and Non-Linear Optimization,,3.0,DIS,MW,01:30PM-02:45PM,Mohammed Yahdi,CL224,08/21/23-12/06/23,0,,2023,Fall
MATH 179 (Section 01),44479,In Person,Introduction to Graph Theory,,3.0,SEM,TR,10:30AM-11:45AM,Wasin So,MH323,08/21/23-12/06/23,0,,2023,Fall
MATH 180 (Section 01),51065,In Person,Individual Studies,,1.0,SUP,TBA,TBA,Edgar Bering,,08/21/23-12/06/23,1,RO - Not available to Open University students.,2023,Fall
MATH 180H (Section 01),51127,In Person,Individual Studies for Honors,,3.0,SEM,TBA,TBA,Kyle Hambrook,,08/21/23-12/06/23,2,,2023,Fall
MATH 180R (Section 01),44684,In Person,Undergraduate Research in Mathematics,,3.0,SUP,TBA,TBA,Edgar Bering,,08/21/23-12/06/23,3,RO - Not available to Open University students.,2023,Fall
MATH 180R (Section 02),44685,In Person,Undergraduate Research in Mathematics,,3.0,SUP,TBA,TBA,Jordan Schettler,,08/21/23-12/06/23,4,RO - Not available to Open University students.,2023,Fall
MATH 18A (Section 01),43457,In Person,College Algebra,GE: B4,3.0,SEM,MW,09:00AM-10:15AM,Maggie Selzer,DH303,08/21/23-12/06/23,0,,2023,Fall
MATH 18A (Section 02),43458,In Person,College Algebra,GE: B4,3.0,SEM,MW,12:00PM-01:15PM,Rajiv Iyengar,DH351,08/21/23-12/06/23,1,,2023,Fall
MATH 18A (Section 03),43459,In Person,College Algebra,GE: B4,3.0,SEM,MW,12:00PM-01:15PM,Brenda Lopez Rodas,DH303,08/21/23-12/06/23,0,,2023,Fall
MATH 18A (Section 04),43460,In Person,College Algebra,GE: B4,3.0,SEM,MW,01:30PM-02:45PM,Brenda Lopez Rodas,DH303,08/21/23-12/06/23,0,,2023,Fall
MATH 18A (Section 05),43461,In Person,College Algebra,GE: B4,3.0,SEM,MW,03:00PM-04:15PM,Komal Sanjaykumar Joshi,DH303,08/21/23-12/06/23,9,,2023,Fall
MATH 18A (Section 06),43462,In Person,College Algebra,GE: B4,3.0,SEM,MW,04:30PM-05:45PM,Komal Sanjaykumar Joshi,DH303,08/21/23-12/06/23,3,,2023,Fall
MATH 18A (Section 07),43463,In Person,College Algebra,GE: B4,3.0,SEM,MW,06:00PM-07:15PM,Edric Dabu,DH303,08/21/23-12/06/23,8,,2023,Fall
MATH 18A (Section 08),43465,In Person,College Algebra,GE: B4,3.0,SEM,TR,09:00AM-10:15AM,Megha Sharma,DH303,08/21/23-12/06/23,1,,2023,Fall
MATH 18A (Section 09),43466,In Person,College Algebra,GE: B4,3.0,SEM,TR,10:30AM-11:45AM,Megha Sharma,DH303,08/21/23-12/06/23,0,,2023,Fall
MATH 18A (Section 10),43467,In Person,College Algebra,GE: B4,3.0,SEM,TR,12:00PM-01:15PM,Amanda Frank,DH303,08/21/23-12/06/23,0,,2023,Fall
MATH 18A (Section 11),43468,In Person,College Algebra,GE: B4,3.0,SEM,TR,01:30PM-02:45PM,Rajiv Iyengar,DH303,08/21/23-12/06/23,1,,2023,Fall
MATH 18A (Section 12),44633,In Person,College Algebra,GE: B4,3.0,SEM,TR,03:00PM-04:15PM,Kevin Nguyen,DH303,08/21/23-12/06/23,2,,2023,Fall
MATH 18A (Section 13),44664,In Person,College Algebra,GE: B4,3.0,SEM,TR,04:30PM-05:45PM,Kevin Nguyen,DH303,08/21/23-12/06/23,3,,2023,Fall
MATH 18A (Section 14),46290,In Person,College Algebra,GE: B4,3.0,SEM,TR,06:00PM-07:15PM,Amanda Frank,DH303,08/21/23-12/06/23,1,,2023,Fall
MATH 18A (Section 15),50871,In Person,College Algebra,GE: B4,3.0,SEM,TR,07:30AM-08:45AM,Phuong Phan,MH222,08/21/23-12/06/23,3,,2023,Fall
MATH 18A (Section 16),50976,In Person,College Algebra,GE: B4,3.0,SEM,TR,09:00AM-10:15AM,Amanda Frank,MH322,08/21/23-12/06/23,0,,2023,Fall
MATH 18A (Section 17),51020,In Person,College Algebra,GE: B4,3.0,SEM,TR,10:30AM-11:45AM,Amanda Frank,CL234,08/21/23-12/06/23,1,,2023,Fall
MATH 18A (Section 60),48966,In Person,College Algebra,GE: B4,3.0,SEM,MW,10:30AM-11:45AM,Maggie Selzer,DH303,08/21/23-12/06/23,0,,2023,Fall
MATH 18A (Section 61),47221,In Person,College Algebra,GE: B4,3.0,SEM,MW,01:30PM-02:45PM,Matt Villamarin,SH347,08/21/23-12/06/23,0,,2023,Fall
MATH 18A (Section 71),47249,In Person,College Algebra,GE: B4,3.0,SEM,MW,03:00PM-04:15PM,Matt Villamarin,MH323,08/21/23-12/06/23,4,,2023,Fall
MATH 18A (Section 72),50426,In Person,College Algebra,GE: B4,3.0,SEM,MW,09:00AM-10:15AM,Bala Meghana Shivani Sripathi Panditharadhyula,SH240,08/21/23-12/06/23,3,,2023,Fall
MATH 18AW (Section 04),47215,In Person,College Algebra Workshop,,1.0,LAB,TR,12:00PM-01:15PM,Timothy Hsu,WSQ001D,08/21/23-12/06/23,11,,2023,Fall
