Section,Class Number,Mode of Instruction,Course Title,Satisfies,Units,Type,Days,Times,Instructor,Location,Dates,Open Seats,Notes,Year,Semester
STAT 115 (Section 01),40183,In Person,Intermediate Statistics,,3.0,LEC,MW,12:00PM-01:15PM,Megumi Hosoda,DMH355,08/21/23-12/06/23,1,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
STAT 115 (Section 80),43841,Fully Online,Intermediate Statistics,,3.0,LEC,TR,09:00AM-10:15AM,Gregory Savage,ONLINE,08/21/23-12/06/23,0,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
STAT 245 (Section 01),43777,In Person,Advanced Statistics,,3.0,SEM,TR,10:30AM-11:45AM,Gregory Feist,DMH359,08/21/23-12/06/23,0,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
STAT 95 (Section 02),49201,In Person,Elementary Statistics,GE: B4,3.0,LEC,TR,10:30AM-11:45AM,Steven Macramalla,ENG303,08/21/23-12/06/23,0,,2023,Fall
STAT 95 (Section 03),44290,In Person,Elementary Statistics,GE: B4,3.0,LEC,F,09:30AM-12:15PM,Laree Huntsman,CL117,08/21/23-12/06/23,0,IC - See course description for requirements.,2023,Fall
STAT 95 (Section 04),44291,In Person,Elementary Statistics,GE: B4,3.0,LEC,MW,,,,,,,2023,Fall
TBA,MW,,,,,,,,,,,,,2023,Fall
TBA,Howard Tokunaga,YUH124,,,,,,,,,,,,2023,Fall
STAT 95 (Section 05),41093,In Person,Elementary Statistics,GE: B4,3.0,LEC,MW,,,,,,,2023,Fall
TBA,MW,,,,,,,,,,,,,2023,Fall
TBA,Ginevra Scherini,DMH355,,,,,,,,,,,,2023,Fall
STAT 95 (Section 06),49202,In Person,Elementary Statistics,GE: B4,3.0,LEC,MW,09:00AM-10:15AM,Trevor Basil,ENG403,08/21/23-12/06/23,0,,2023,Fall
STAT 95 (Section 80),43840,Fully Online,Elementary Statistics,GE: B4,3.0,LEC,T,,,,,,,2023,Fall
TBA,T,,,,,,,,,,,,,2023,Fall
TBA,Ravneet Tiwana,ONLINE,,,,,,,,,,,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
STAT 95 (Section 81),47632,Fully Online,Elementary Statistics,GE: B4,3.0,LEC,T,,,,,,,2023,Fall
TBA,T,,,,,,,,,,,,,2023,Fall
TBA,Ravneet Tiwana,ONLINE,,,,,,,,,,,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
STAT 95 (Section 82),47635,Fully Online,Elementary Statistics,GE: B4,3.0,LEC,TBA,TBA,Nick Bathurst,ONLINE,08/21/23-12/06/23,0,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
TA 10 (Section 03),48171,In Person,Theatre Appreciation,GE: C1,3.0,LEC,TR,09:00AM-10:15AM,Scott Cummins,HGH103,08/21/23-12/06/23,0,RL - Open to non majors.,2023,Fall
TA 10 (Section 04),48176,In Person,Theatre Appreciation,GE: C1,3.0,LEC,TR,10:30AM-11:45AM,Scott Cummins,HGH103,08/21/23-12/06/23,0,RL - Open to non majors.,2023,Fall
TA 10 (Section 80),48177,Fully Online,Theatre Appreciation,GE: C1,3.0,LEC,TBA,TBA,Sarah Kate Anderson,ONLINE,08/21/23-12/06/23,0,,2023,Fall
TA 10 (Section 81),48178,Fully Online,Theatre Appreciation,GE: C1,3.0,LEC,TBA,TBA,Kathleen Normington,ONLINE,08/21/23-12/06/23,0,,2023,Fall
TA 10 (Section 82),51073,Fully Online,Theatre Appreciation,GE: C1,3.0,LEC,TBA,TBA,Philippa Kelly,ONLINE,08/21/23-12/06/23,1,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
TA 10 (Section 99),48179,Fully Online,Theatre Appreciation,GE: C1,3.0,LEC,TBA,TBA,Kathie Kratochvil,ONLINE,08/21/23-12/06/23,0,,2023,Fall
TA 100W (Section 02),48318,In Person,Writing Workshop: Theatre Arts,WID,3.0,LEC,MW,04:30PM-05:45PM,Teresa Veramendi,HGH120,08/21/23-12/06/23,8,,2023,Fall
TA 100W (Section 80),48319,Fully Online,Writing Workshop: Theatre Arts,WID,3.0,LEC,TBA,TBA,Kathie Kratochvil,ONLINE,08/21/23-12/06/23,0,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
TA 100W (Section 81),48320,Fully Online,Writing Workshop: Theatre Arts,WID,3.0,LEC,TBA,TBA,Kathie Kratochvil,ONLINE,08/21/23-12/06/23,0,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
TA 11 (Section 01),43490,In Person,Script Analysis,,3.0,LEC,MW,10:30AM-11:45AM,Kathleen Normington,HGH120,08/21/23-12/06/23,17,RL - Open to non majors.,2023,Fall
TA 112 (Section 01),42363,In Person,Rehearsal and Performance,,3.0,ACT,TR,04:00PM-06:00PM,Scott Cummins,HGH103,08/21/23-12/06/23,11,RL - Open to non majors.,2023,Fall
TA 116 (Section 01),40904,Hybrid,Directing,,3.0,LEC,W,,,,,,,2023,Fall
TA 116 (Section 02),40905,Hybrid,Directing,,3.0,ACT,W,,,,,,,2023,Fall
TA 117 (Section 01),44329,In Person,Practice in Acting or Directing,,3.0,ACT,TBA,TBA,Janie Scott,,08/21/23-12/06/23,9,RC - Requires department release of permission number.,2023,Fall
TA 117 (Section 02),44330,In Person,Practice in Acting or Directing,,3.0,ACT,TBA,TBA,Johnny Moreno,,08/21/23-12/06/23,14,RC - Requires department release of permission number.,2023,Fall
TA 120 (Section 01),48321,In Person,Theatre History,,3.0,LEC,TR,09:00AM-10:15AM,Sukanya Chakrabarti,HGH120,08/21/23-12/06/23,15,,2023,Fall
TA 127 (Section 01),48322,In Person,Contemporary Theatre,GE: V,3.0,LEC,TR,12:00PM-01:15PM,Sukanya Chakrabarti,HGH120,08/21/23-12/06/23,13,RL - Open to non majors.,2023,Fall
TA 128 (Section 01),48323,In Person,Introduction to Playwriting,,3.0,LEC,MW,09:00AM-10:15AM,Jeffrey Lo,HGH124,08/21/23-12/06/23,8,RL - Open to non majors.,2023,Fall
TA 13 (Section 01),48281,Hybrid,Great Comedies for Theatre,GE: C2,3.0,LEC,T,,,,,,,2023,Fall
TBA,T,,,,,,,,,,,,,2023,Fall
TBA,Kathie Kratochvil / Kathie Kratochvil,,,,,,,,,,,,,2023,Fall
TA 13 (Section 81),48283,Fully Online,Great Comedies for Theatre,GE: C2,3.0,LEC,TR,01:30PM-02:45PM,Philippa Kelly,ONLINE,08/21/23-12/06/23,1,,2023,Fall
TA 145 (Section 80),49446,Fully Online,Shakespeare and Performance,,4.0,LEC,MW,,,,,,,2023,Fall
TBA,MW,,,,,,,,,,,,,2023,Fall
TBA,Adrienne Eastwood / Adrienne Eastwood,ONLINE,,,,,,,,,,,,2023,Fall
TA 153 (Section 01),50070,In Person,Costume Design for Performing Arts,,3.0,LEC,T,10:30AM-12:15PM,Courtney Flores,HGH136C,08/21/23-12/06/23,9,,2023,Fall
TA 153 (Section 02),50071,In Person,Costume Design for Performing Arts,,3.0,ACT,R,10:30AM-12:15PM,Courtney Flores,HGH136C,08/21/23-12/06/23,9,,2023,Fall
TA 168 (Section 01),48328,In Person,Stage Management,,3.0,LEC,M,10:30AM-12:15PM,Steve Mannshardt,HGH114,08/21/23-12/06/23,6,,2023,Fall
TA 168 (Section 02),48329,In Person,Stage Management,,3.0,ACT,W,10:30AM-12:15PM,Steve Mannshardt,HGH114,08/21/23-12/06/23,6,RL - Open to non majors.,2023,Fall
TA 170A (Section 01),43494,Hybrid,Introduction to Acting and Directing for the Camera,,3.0,LEC,M,12:30PM-02:15PM,Amy Glazer,,08/21/23-12/06/23,7,,2023,Fall
TA 170A (Section 02),43495,Hybrid,Introduction to Acting and Directing for the Camera,,3.0,ACT,M,02:30PM-04:15PM,Amy Glazer,,08/21/23-12/06/23,7,"HYBRID - Designated day/time online meetings, with occasional In Person meetings. May utilize Canvas. More info at sjsu.edu/ecampus.",2023,Fall
TA 172 (Section 01),49399,Hybrid,The Arts in U.S. Society,GE: S,3.0,LEC,M,,,,,,,2023,Fall
TBA,M,,,,,,,,,,,,,2023,Fall
TBA,Liz Linden / Liz Linden,DMH226B,,,,,,,,,,,,2023,Fall
TA 172 (Section 81),49400,Fully Online,The Arts in U.S. Society,GE: S,3.0,LEC,W,,,,,,,2023,Fall
TBA,W,,,,,,,,,,,,,2023,Fall
TBA,Liz Linden / Liz Linden,ONLINE,,,,,,,,,,,,2023,Fall
TA 173 (Section 80),49406,Fully Online,Thinking About Contemporary World Arts,GE: V,3.0,LEC,M,,,,,,,2023,Fall
TBA,M,,,,,,,,,,,,,2023,Fall
TBA,Liz Linden / Liz Linden,ONLINE,,,,,,,,,,,,2023,Fall
TA 191 (Section 01),40666,In Person,Activity Projects in Theatre Production,,3.0,ACT,TBA,TBA,Courtney Flores,,08/21/23-12/06/23,8,RL - Open to non majors.,2023,Fall
TA 191 (Section 02),42925,In Person,Activity Projects in Theatre Production,,3.0,ACT,TBA,TBA,Steve Mannshardt,,08/21/23-12/06/23,4,RL - Open to non majors.,2023,Fall
TA 191 (Section 03),42926,In Person,Activity Projects in Theatre Production,,3.0,ACT,TBA,TBA,Steve Mannshardt,,08/21/23-12/06/23,11,RL - Open to non majors.,2023,Fall
TA 198 (Section 01),45798,In Person,Internship,,3.0,ACT,TBA,TBA,Amy Glazer,,08/21/23-12/06/23,4,CA - Students must register for one section of each activity listed.,2023,Fall
TA 198 (Section 02),45799,In Person,Internship,,3.0,LEC,TBA,TBA,Amy Glazer,,08/21/23-12/06/23,4,,2023,Fall
TA 48 (Section 01),40798,In Person,Voice a Movement for the Actor,GE: E,3.0,LEC,M,03:00PM-05:45PM,Nancy Carlin,HGH124,08/21/23-12/06/23,1,RL - Open to non majors.,2023,Fall
SJSU on Facebook,,,,,,,,,,,,,,2023,Fall
SJSU on Twitter/X,,,,,,,,,,,,,,2023,Fall
SJSU on LinkedIn,,,,,,,,,,,,,,2023,Fall
SJSU on Instagram,,,,,,,,,,,,,,2023,Fall
SJSU on YouTube,,,,,,,,,,,,,,2023,Fall
SJSU Online,,,,,,,,,,,,,,2023,Fall
