Section,Number,Mode,Title,Satifies,Unit,Type,Days,Times,Instructor,Location,Dates,Seats,Year,Semester
CHEM 1A (Section 09),40081,In Person,General Chemistry,,0,SEM,F,12:30PM-01:20PM,Kala Padmanabhan,SCI142,08/21/24-12/09/24,6,2024,Fall
CHEM 1A (Section 10),40082,In Person,General Chemistry,,0,LAB,T,07:30AM-10:20AM,Laura Mugica Sanchez,DH412,08/21/24-12/09/24,0,2024,Fall
CHEM 1A (Section 11),40083,In Person,General Chemistry,,0,LAB,T,07:30AM-10:20AM,Minh Hoang Huynh,DH506,08/21/24-12/09/24,0,2024,Fall
CHEM 1A (Section 12),40084,In Person,General Chemistry,,0,LAB,T,10:30AM-01:20PM,Xiao Wang,DH412,08/21/24-12/09/24,0,2024,Fall
CHEM 1A (Section 13),40085,In Person,General Chemistry,,0,LAB,T,10:30AM-01:20PM,Elizabeth Migicovsky,DH506,08/21/24-12/09/24,0,2024,Fall
CHEM 1A (Section 14),40086,In Person,General Chemistry,,0,LAB,T,02:30PM-05:20PM,Xiao Wang,DH412,08/21/24-12/09/24,0,2024,Fall
CHEM 1A (Section 15),40087,In Person,General Chemistry,,0,LAB,T,02:30PM-05:20PM,John Diniz,DH506,08/21/24-12/09/24,0,2024,Fall
CHEM 1A (Section 16),40088,In Person,General Chemistry,,0,LAB,W,07:30AM-10:20AM,Irina Slobodov,DH412,08/21/24-12/09/24,0,2024,Fall
CHEM 1A (Section 17),40089,In Person,General Chemistry,,0,LAB,W,07:30AM-10:20AM,Karen Singmaster,DH506,08/21/24-12/09/24,0,2024,Fall
CHEM 1A (Section 18),40090,In Person,General Chemistry,,0,LAB,W,11:30AM-02:20PM,Minh Hoang Huynh,DH412,08/21/24-12/09/24,0,2024,Fall
CHEM 1A (Section 19),40575,In Person,General Chemistry,,0,LAB,W,11:30AM-02:20PM,Jose Ramirez,DH506,08/21/24-12/09/24,0,2024,Fall
CHEM 1A (Section 20),40091,In Person,General Chemistry,,0,LAB,W,02:30PM-05:20PM,John Diniz,DH412,08/21/24-12/09/24,0,2024,Fall
CHEM 1A (Section 21),40092,In Person,General Chemistry,,0,LAB,W,02:30PM-05:15PM,Minh Hoang Huynh,DH506,08/21/24-12/09/24,0,2024,Fall
CHEM 1A (Section 22),40180,In Person,General Chemistry,,0,LAB,R,07:30AM-10:20AM,Jose Ramirez,DH412,08/21/24-12/09/24,0,2024,Fall
CHEM 1A (Section 23),40181,In Person,General Chemistry,,0,LAB,R,07:30AM-10:20AM,Gilles Muller,DH506,08/21/24-12/09/24,0,2024,Fall
CHEM 1A (Section 24),40821,In Person,General Chemistry,,0,LAB,R,10:30AM-01:20PM,Shreeyukta Singh,DH412,08/21/24-12/09/24,0,2024,Fall
CHEM 1A (Section 25),44095,In Person,General Chemistry,,0,LAB,R,10:30AM-01:20PM,Elizabeth Migicovsky,DH506,08/21/24-12/09/24,0,2024,Fall
CHEM 1A (Section 26),40822,In Person,General Chemistry,,0,LAB,R,02:30PM-05:20PM,Jose Ramirez,DH412,08/21/24-12/09/24,0,2024,Fall
CHEM 1A (Section 27),40823,In Person,General Chemistry,,0,LAB,R,02:30PM-05:20PM,Brandon Barrios,DH506,08/21/24-12/09/24,0,2024,Fall
CHEM 1A (Section 28),40824,In Person,General Chemistry,,0,LAB,M,11:30AM-02:20PM,Niloofar Salehi,DH412,08/21/24-12/09/24,0,2024,Fall
CHEM 1A (Section 29),40825,In Person,General Chemistry,,0,LAB,M,11:30AM-02:20PM,Minh Hoang Huynh,DH506,08/21/24-12/09/24,0,2024,Fall
CHEM 1A (Section 30),43686,In Person,General Chemistry,,0,LAB,M,02:30PM-05:20PM,Niloofar Salehi,DH412,08/21/24-12/09/24,0,2024,Fall
CHEM 1A (Section 31),43696,In Person,General Chemistry,,0,LAB,M,02:30PM-05:15PM,Laura Mugica Sanchez,DH506,08/21/24-12/09/24,0,2024,Fall
CHEM 1A (Section 32),50600,In Person,General Chemistry,,0,LAB,T,10:30AM-01:20PM,Kala Padmanabhan,DH507,08/21/24-12/09/24,0,2024,Fall
CHEM 1A (Section 33),50601,In Person,General Chemistry,,0,LAB,W,11:30AM-02:20PM,Brooke Bellinghausen,DH507,08/21/24-12/09/24,0,2024,Fall
CHEM 1A (Section 34),50602,In Person,General Chemistry,,0,LAB,R,10:30AM-01:20PM,Victor Maraschin,DH507,08/21/24-12/09/24,0,2024,Fall
CHEM 1A (Section 35),50603,In Person,General Chemistry,,0,LAB,R,02:30PM-05:20PM,Victor Maraschin,DH507,08/21/24-12/09/24,0,2024,Fall
CHEM 1A (Section 36),50626,In Person,General Chemistry,,0,LAB,M,02:30PM-05:20PM,John Diniz,DH507,08/21/24-12/09/24,0,2024,Fall
CHEM 1A (Section 37),50627,In Person,General Chemistry,,0,LAB,T,02:30PM-05:20PM,Brooke Bellinghausen,DH507,08/21/24-12/09/24,0,2024,Fall
CHEM 1A (Section 38),50628,In Person,General Chemistry,,0,LAB,W,02:30PM-05:20PM,Brandon Barrios,DH507,08/21/24-12/09/24,0,2024,Fall
CHEM 1A (Section 39),50689,In Person,General Chemistry,,0,LAB,W,07:30AM-10:20AM,Karen Singmaster,DH507,08/21/24-12/09/24,0,2024,Fall
CHEM 1A (Section 40),50690,In Person,General Chemistry,,0,LAB,T,07:30AM-10:20AM,Laura Kapitzky,DH507,08/21/24-12/09/24,0,2024,Fall
CHEM 1A (Section 41),50731,In Person,General Chemistry,,0,LAB,M,11:30AM-02:20PM,Jose Ramirez,DH507,08/21/24-12/09/24,0,2024,Fall
CMPE 102 (Section 01),42293,In Person,Assembly Language Programming,,3.0,SEM,MW,09:00AM-10:15AM,Faramarz Mortezaie,ENG325,08/21/24-12/09/24,0,2024,Fall
CMPE 102 (Section 02),42635,In Person,Assembly Language Programming,,3.0,SEM,W,06:00PM-08:45PM,Michael Lam,ENG325,08/21/24-12/09/24,0,2024,Fall
CMPE 102 (Section 03),45407,In Person,Assembly Language Programming,,3.0,SEM,TR,10:30AM-11:45AM,Loc Lam,DBH133,08/21/24-12/09/24,1,2024,Fall
CMPE 102 (Section 04),46664,In Person,Assembly Language Programming,,3.0,SEM,TR,01:30PM-02:45PM,Bhawandeep Singh Harsh,ENG337,08/21/24-12/09/24,2,2024,Fall
CMPE 110 (Section 01),41828,In Person,Electronics for Computing Systems,,3.0,LEC,MW,12:00PM-12:50PM,Jahan Ghofraniha,ENG337,08/21/24-12/09/24,2,2024,Fall
CMPE 110 (Section 02),41829,In Person,Electronics for Computing Systems,,3.0,LAB,T,01:30PM-04:20PM,Jahan Ghofraniha,ENG286,08/21/24-12/09/24,1,2024,Fall
CMPE 110 (Section 03),43655,In Person,Electronics for Computing Systems,,3.0,LAB,T,04:30PM-07:15PM,Jahan Ghofraniha,ENG286,08/21/24-12/09/24,0,2024,Fall
CMPE 110 (Section 07),50831,In Person,Electronics for Computing Systems,,3.0,LAB,M,09:00AM-11:50AM,Joshita Atmakuri,ENG286,08/21/24-12/09/24,2,2024,Fall
CMPE 120 (Section 01),42294,In Person,Computer Organization and Architecture,,3.0,SEM,MW,01:30PM-02:45PM,Bhawandeep Singh Harsh,CCB102,08/21/24-12/09/24,0,2024,Fall
CMPE 120 (Section 02),47003,In Person,Computer Organization and Architecture,,3.0,SEM,TR,04:30PM-05:45PM,Bhawandeep Singh Harsh,ENG340,08/21/24-12/09/24,5,2024,Fall
CMPE 124 (Section 01),41832,In Person,Digital Design I,,3.0,SEM,MW,01:30PM-02:20PM,Rafael Kaliski,ENG337,08/21/24-12/09/24,0,2024,Fall
CMPE 124 (Section 02),41833,In Person,Digital Design I,,3.0,LAB,M,02:30PM-05:20PM,Rafael Kaliski,ENG278,08/21/24-12/09/24,0,2024,Fall
CMPE 124 (Section 07),50259,In Person,Digital Design I,,3.0,LAB,W,02:30PM-05:20PM,Rafael Kaliski,ENG278,08/21/24-12/09/24,0,2024,Fall
CMPE 124 (Section 08),50832,In Person,Digital Design I,,3.0,LAB,W,09:00AM-11:50AM,Shireen Faraha Shaik,ENG278,08/21/24-12/09/24,6,2024,Fall
CMPE 125 (Section 01),40198,In Person,Digital Design II,,3.0,SEM,MW,03:00PM-03:50PM,Jahan Ghofraniha,ENG337,08/21/24-12/09/24,0,2024,Fall
CMPE 125 (Section 02),45411,In Person,Digital Design II,,3.0,LAB,W,04:30PM-07:20PM,Jahan Ghofraniha,ENG288,08/21/24-12/09/24,0,2024,Fall
CMPE 125 (Section 03),46939,In Person,Digital Design II,,3.0,LAB,M,04:30PM-07:20PM,Jahan Ghofraniha,ENG288,08/21/24-12/09/24,0,2024,Fall
CMPE 125 (Section 07),50351,In Person,Digital Design II,,3.0,LAB,T,09:00AM-11:50AM,Jahan Ghofraniha,ENG288,08/21/24-12/09/24,0,2024,Fall
CMPE 126 (Section 01),43017,In Person,Algorithms and Data Structure Design,,3.0,LEC,TR,09:00AM-09:50AM,Faramarz Mortezaie,ENG337,08/21/24-12/09/24,6,2024,Fall
CMPE 126 (Section 02),41840,In Person,Algorithms and Data Structure Design,,3.0,LAB,T,01:30PM-04:15PM,Aditya Nagaraj Shanbhog,ENG206,08/21/24-12/09/24,0,2024,Fall
CMPE 126 (Section 03),41841,In Person,Algorithms and Data Structure Design,,3.0,LAB,R,04:30PM-07:15PM,Pratik Korat,ENG206,08/21/24-12/09/24,0,2024,Fall
CMPE 126 (Section 07),50833,In Person,Algorithms and Data Structure Design,,3.0,LAB,R,01:30PM-04:20PM,Aditya Nagaraj Shanbhog,ENG206,08/21/24-12/09/24,7,2024,Fall
CMPE 127 (Section 01),42316,In Person,Microprocessor Design I,,3.0,SEM,MW,09:00AM-09:50AM,Charan Bhaskar,CL222,08/21/24-12/09/24,3,2024,Fall
CMPE 127 (Section 02),46665,In Person,Microprocessor Design I,,3.0,LAB,W,12:00PM-02:45PM,Harika Kolipaka,ENG268,08/21/24-12/09/24,3,2024,Fall
CMPE 127 (Section 03),46940,In Person,Microprocessor Design I,,3.0,LAB,M,12:00PM-02:45PM,Harika Kolipaka,ENG268,08/21/24-12/09/24,0,2024,Fall
CMPE 127 (Section 04),47762,In Person,Microprocessor Design I,,3.0,SEM,MW,12:00PM-12:50PM,Hossein Omidian,ENG325,08/21/24-12/09/24,11,2024,Fall
CMPE 127 (Section 07),50748,In Person,Microprocessor Design I,,3.0,LAB,M,09:00AM-11:45AM,Harika Kolipaka,ENG268,08/21/24-12/09/24,0,2024,Fall
CMPE 130 (Section 01),42317,In Person,Advanced Algorithm Design,,3.0,LEC,T,06:00PM-08:45PM,Pouya Ostovari,ENG329,08/21/24-12/09/24,0,2024,Fall
CMPE 130 (Section 02),50478,In Person,Advanced Algorithm Design,,3.0,LEC,TR,03:00PM-04:15PM,Frank Lin,SH240,08/21/24-12/09/24,8,2024,Fall
CMPE 131 (Section 01),49380,In Person,Software Engineering I,,3.0,SEM,TR,10:30AM-11:45AM,Daphne Chen,DH318,08/21/24-12/09/24,0,2024,Fall
CMPE 131 (Section 02),42320,In Person,Software Engineering I,,3.0,SEM,R,06:00PM-08:45PM,Frank Butt,ENG340,08/21/24-12/09/24,1,2024,Fall
CMPE 131 (Section 04),50210,In Person,Software Engineering I,,3.0,SEM,T,06:00PM-08:45PM,Andrew Bond,ENG303,08/21/24-12/09/24,1,2024,Fall
CMPE 131 (Section 05),50656,In Person,Software Engineering I,,3.0,SEM,W,07:30PM-10:15PM,Frank Butt,ENG301,08/21/24-12/09/24,14,2024,Fall
CMPE 133 (Section 01),42533,In Person,Software Engineering II,,3.0,LEC,W,06:00PM-08:45PM,Ishie Eswar,CL117,08/21/24-12/09/24,0,2024,Fall
CMPE 133 (Section 02),42834,In Person,Software Engineering II,,3.0,LEC,T,06:00PM-08:45PM,Ishie Eswar,ENG339,08/21/24-12/09/24,0,2024,Fall
CMPE 140 (Section 01),40527,In Person,Computer Architecture and Design,,3.0,SEM,MW,03:00PM-03:50PM,Bhawandeep Singh Harsh,ENG343,08/21/24-12/09/24,10,2024,Fall
CMPE 140 (Section 02),40573,In Person,Computer Architecture and Design,,3.0,LAB,M,08:30AM-11:15AM,Bhawandeep Singh Harsh / Sanjayvarma Pandeti,ENG288,08/21/24-12/09/24,0,2024,Fall
CMPE 140 (Section 03),41114,In Person,Computer Architecture and Design,,3.0,LAB,M,11:30AM-02:20PM,Bhawandeep Singh Harsh / Sanjayvarma Pandeti,ENG288,08/21/24-12/09/24,2,2024,Fall
CMPE 140 (Section 04),50857,In Person,Computer Architecture and Design,,3.0,LAB,W,08:30AM-11:20AM,Bhawandeep Singh Harsh / Shireen Faraha Shaik,ENG288,08/21/24-12/09/24,8,2024,Fall
CMPE 142 (Section 01),49382,In Person,Operating Systems Design,,3.0,SEM,MW,01:30PM-02:45PM,Daphne Chen,ENG232,08/21/24-12/09/24,12,2024,Fall
CMPE 146 (Section 01),43018,In Person,Real-Time Embedded System Co-Design,,3.0,SEM,MW,10:30AM-11:20AM,Wo-Tak Wu,ENG337,08/21/24-12/09/24,3,2024,Fall
CMPE 146 (Section 02),43590,In Person,Real-Time Embedded System Co-Design,,3.0,LAB,M,11:30AM-02:15PM,Wo-Tak Wu,ENG405,08/21/24-12/09/24,4,2024,Fall
CMPE 146 (Section 03),43591,In Person,Real-Time Embedded System Co-Design,,3.0,LAB,W,11:30AM-02:15PM,Wo-Tak Wu,ENG405,08/21/24-12/09/24,4,2024,Fall
CMPE 148 (Section 01),42322,In Person,Computer Networks I,,3.0,SEM,T,06:00PM-08:45PM,Eric Vanuska,CL310,08/21/24-12/09/24,1,2024,Fall
CMPE 148 (Section 02),43260,In Person,Computer Networks I,,3.0,SEM,W,06:00PM-08:45PM,Mark Ammar Rayes,CL224,08/21/24-12/09/24,0,2024,Fall
CMPE 148 (Section 03),48947,In Person,Computer Networks I,,3.0,SEM,MW,07:30AM-08:45AM,Balaji Venkatraman,ENG329,08/21/24-12/09/24,4,2024,Fall
CMPE 152 (Section 01),46185,In Person,Compiler Design,,3.0,LEC,MW,01:30PM-02:45PM,Charan Bhaskar,ENG343,08/21/24-12/09/24,0,2024,Fall
CMPE 165 (Section 01),42534,In Person,Software Engineering Process Management,,3.0,SEM,M,06:00PM-08:45PM,Ishie Eswar,CL224,08/21/24-12/09/24,0,2024,Fall
CMPE 165 (Section 02),44473,In Person,Software Engineering Process Management,,3.0,SEM,MW,10:30AM-11:45AM,Hsin-Yi Meng,ENG303,08/21/24-12/09/24,9,2024,Fall
CMPE 172 (Section 01),46186,In Person,Enterprise Software Platforms,,3.0,LEC,MW,03:00PM-04:15PM,Charan Bhaskar,ENG325,08/21/24-12/09/24,2,2024,Fall
CMPE 172 (Section 02),46753,In Person,Enterprise Software Platforms,,3.0,LEC,MW,10:30AM-11:45AM,Charan Bhaskar,ENG325,08/21/24-12/09/24,3,2024,Fall
CMPE 187 (Section 01),44474,In Person,Software Quality Engineering,,3.0,SEM,TR,03:00PM-04:15PM,Zeyu Gao,ENG337,08/21/24-12/09/24,0,2024,Fall
CMPE 187 (Section 02),46599,In Person,Software Quality Engineering,,3.0,SEM,R,06:00PM-08:45PM,Zeyu Gao,ENG337,08/21/24-12/09/24,9,2024,Fall
CMPE 195A (Section 01),42324,In Person,Senior Design Project I,GE: S,2.0,LAB,F,03:00PM-05:45PM,Wencen Wu,ENG189,08/21/24-12/09/24,0,2024,Fall
CMPE 195A (Section 02),50353,In Person,Senior Design Project I,GE: S,2.0,LAB,F,03:00PM-05:45PM,Wencen Wu,ENG189,08/21/24-12/09/24,5,2024,Fall
CMPE 195B (Section 01),42325,In Person,Senior Design Project II,GE: V,3.0,LAB,F,03:00PM-05:45PM,Wencen Wu,ENG189,08/21/24-12/09/24,0,2024,Fall
CMPE 195B (Section 02),50262,In Person,Senior Design Project II,GE: V,3.0,LAB,F,03:00PM-05:45PM,Wencen Wu,ENG189,08/21/24-12/09/24,0,2024,Fall
CMPE 30 (Section 01),43729,In Person,Programming Concepts and Methodology,,3.0,LEC,MW,08:00AM-08:50AM,Faramarz Mortezaie,CL222,08/21/24-12/09/24,1,2024,Fall
CMPE 30 (Section 02),43888,In Person,Programming Concepts and Methodology,,3.0,LAB,M,03:00PM-05:45PM,Aditya Nagaraj Shanbhog,ENG405,08/21/24-12/09/24,0,2024,Fall
CMPE 30 (Section 03),45404,In Person,Programming Concepts and Methodology,,3.0,LAB,W,03:00PM-05:45PM,Pratik Korat,ENG405,08/21/24-12/09/24,1,2024,Fall
CMPE 50 (Section 01),46165,In Person,Object-Oriented Concepts and Methodology,,3.0,LEC,TR,01:30PM-02:20PM,Chao-Li Tarng,BBC220,08/21/24-12/09/24,1,2024,Fall
CMPE 50 (Section 02),46166,In Person,Object-Oriented Concepts and Methodology,,3.0,LAB,T,04:30PM-07:20PM,David Archer,ENG489,08/21/24-12/09/24,1,2024,Fall
CMPE 50 (Section 03),46167,In Person,Object-Oriented Concepts and Methodology,,3.0,LAB,R,04:30PM-07:20PM,David Archer,ENG489,08/21/24-12/09/24,0,2024,Fall
CS 100W (Section 01),43155,In Person,Technical Writing Workshop,WID,3.0,SEM,TR,04:30PM-05:45PM,Craig Jones,MH422,08/21/24-12/09/24,0,2024,Fall
CS 100W (Section 02),47137,In Person,Technical Writing Workshop,WID,3.0,SEM,TR,03:00PM-04:15PM,Alesya Petty,MH233,08/21/24-12/09/24,0,2024,Fall
CS 100W (Section 03),40693,In Person,Technical Writing Workshop,WID,3.0,SEM,TR,01:30PM-02:45PM,Gregory Tomlinson,SCI311,08/21/24-12/09/24,0,2024,Fall
CS 100W (Section 04),50467,In Person,Technical Writing Workshop,WID,3.0,SEM,TR,01:30PM-02:45PM,Craig Jones,MH233,08/21/24-12/09/24,0,2024,Fall
CS 100W (Section 05),50473,In Person,Technical Writing Workshop,WID,3.0,SEM,TR,04:30PM-05:45PM,Nathapong Shugan,MH233,08/21/24-12/09/24,0,2024,Fall
CS 100W (Section 06),50486,In Person,Technical Writing Workshop,WID,3.0,SEM,MW,12:00PM-01:15PM,Anne Cheilek,MH422,08/21/24-12/09/24,0,2024,Fall
CS 100W (Section 07),50487,In Person,Technical Writing Workshop,WID,3.0,SEM,MW,01:30PM-02:45PM,Anne Cheilek,MH422,08/21/24-12/09/24,0,2024,Fall
CS 146 (Section 01),45273,In Person,Data Structures and Algorithms,,3.0,LEC,MW,10:30AM-11:45AM,David Taylor,WSQ109,08/21/24-12/09/24,55,2024,Fall
CS 146 (Section 04),42291,In Person,Data Structures and Algorithms,,3.0,LEC,MW,06:00PM-07:15PM,Doug Case,DH450,08/21/24-12/09/24,0,2024,Fall
CS 146 (Section 05),50424,In Person,Data Structures and Algorithms,,3.0,LEC,TR,09:00AM-10:15AM,Ricky Koonming Chan,MH233,08/21/24-12/09/24,0,2024,Fall
CS 146 (Section 06),46764,In Person,Data Structures and Algorithms,,3.0,LEC,TR,06:00PM-07:15PM,Vidya Rangasayee,CL111,08/21/24-12/09/24,0,2024,Fall
CS 146 (Section 07),50425,In Person,Data Structures and Algorithms,,3.0,LEC,TR,10:30AM-11:45AM,Maryam Khazaei Pool,MH233,08/21/24-12/09/24,1,2024,Fall
CS 147 (Section 02),49951,Hybrid,Computer Architecture,,3.0,SEM,TR,07:30PM-08:45PM,Kaushik Patra,SCI164,08/21/24-12/09/24,36,2024,Fall
CS 149 (Section 01),42242,In Person,Operating Systems,,3.0,SEM,TR,07:30AM-08:45AM,Faramarz Mortezaie,SCI164,08/21/24-12/09/24,34,2024,Fall
CS 149 (Section 02),42243,In Person,Operating Systems,,3.0,SEM,MW,12:00PM-01:15PM,William Andreopoulos,MH223,08/21/24-12/09/24,0,2024,Fall
CS 149 (Section 03),50198,In Person,Operating Systems,,3.0,SEM,TR,10:30AM-11:45AM,Sriram Rao,MH225,08/21/24-12/09/24,4,2024,Fall
CS 149 (Section 04),50431,In Person,Operating Systems,,3.0,SEM,MW,10:30AM-11:45AM,Kai Mast,DH416,08/21/24-12/09/24,4,2024,Fall
CS 151 (Section 01),49362,In Person,Object-Oriented Design,,3.0,SEM,MW,03:00PM-04:15PM,Ahmad Yazdankhah,SCI311,08/21/24-12/09/24,0,2024,Fall
CS 151 (Section 02),49091,In Person,Object-Oriented Design,,3.0,SEM,MW,10:30AM-11:45AM,Chung-Wen Tsao,IS113,08/21/24-12/09/24,13,2024,Fall
CS 151 (Section 03),49092,In Person,Object-Oriented Design,,3.0,SEM,TR,06:00PM-07:15PM,Dominic Abucejo,MH222,08/21/24-12/09/24,0,2024,Fall
CS 151 (Section 04),50423,In Person,Object-Oriented Design,,3.0,SEM,TR,07:30PM-08:45PM,Dominic Abucejo,MH222,08/21/24-12/09/24,16,2024,Fall
CS 151 (Section 07),50587,In Person,Object-Oriented Design,,3.0,SEM,TR,06:00PM-07:15PM,Telvin Zhong,DH416,08/21/24-12/09/24,10,2024,Fall
CS 151 (Section 80),43344,Fully Online,Object-Oriented Design,,3.0,SEM,TR,09:00AM-10:15AM,Suneuy Kim,ONLINE,08/21/24-12/09/24,1,2024,Fall
CS 151 (Section 81),49093,Fully Online,Object-Oriented Design,,3.0,SEM,TR,04:30PM-05:45PM,Ahmad Yazdankhah,ONLINE,08/21/24-12/09/24,0,2024,Fall
CS 151 (Section 82),49094,Fully Online,Object-Oriented Design,,3.0,SEM,TR,06:00PM-07:15PM,Ahmad Yazdankhah,ONLINE,08/21/24-12/09/24,0,2024,Fall
CS 152 (Section 01),48790,In Person,Programming Paradigms,,3.0,LEC,MW,10:30AM-11:45AM,Thomas Austin,MH222,08/21/24-12/09/24,2,2024,Fall
CS 152 (Section 02),48791,In Person,Programming Paradigms,,3.0,LEC,MW,06:00PM-07:15PM,Saptarshi Sengupta,SCI311,08/21/24-12/09/24,0,2024,Fall
CS 152 (Section 03),49089,In Person,Programming Paradigms,,3.0,LEC,TR,03:00PM-04:15PM,Rula Khayrallah,DH450,08/21/24-12/09/24,0,2024,Fall
CS 152 (Section 05),50200,In Person,Programming Paradigms,,3.0,LEC,TR,10:30AM-11:45AM,Rula Khayrallah,DH450,08/21/24-12/09/24,0,2024,Fall
CS 154 (Section 01),48796,In Person,Formal Languages and Computability,,3.0,SEM,MW,04:30PM-05:45PM,Ahmad Yazdankhah,WSQ207,08/21/24-12/09/24,2,2024,Fall
CS 157A (Section 01),42280,In Person,Introduction to Database Management Systems,,3.0,SEM,TR,04:30PM-05:45PM,Ramin Moazeni,SCI164,08/21/24-12/09/24,1,2024,Fall
CS 157A (Section 02),42281,In Person,Introduction to Database Management Systems,,3.0,SEM,TR,04:30PM-05:45PM,Ching-Seh Wu,SH435,08/21/24-12/09/24,2,2024,Fall
CS 157A (Section 04),49364,In Person,Introduction to Database Management Systems,,3.0,SEM,MW,04:30PM-05:45PM,Tahereh Arabghalizi,MH222,08/21/24-12/09/24,0,2024,Fall
CS 157A (Section 05),50197,In Person,Introduction to Database Management Systems,,3.0,SEM,TR,03:00PM-04:15PM,Tahereh Arabghalizi,MH422,08/21/24-12/09/24,1,2024,Fall
CS 157A (Section 06),50572,In Person,Introduction to Database Management Systems,,3.0,SEM,MW,03:00PM-04:15PM,Narayan Balasubramanian,MH222,08/21/24-12/09/24,3,2024,Fall
CS 160 (Section 01),43727,In Person,Software Engineering,,3.0,SEM,MW,06:00PM-07:15PM,Frank Butt,SH435,08/21/24-12/09/24,10,2024,Fall
CS 160 (Section 04),50203,In Person,Software Engineering,,3.0,SEM,MW,06:00PM-07:15PM,Dominic Abucejo,CL111,08/21/24-12/09/24,6,2024,Fall
CS 160 (Section 05),50204,In Person,Software Engineering,,3.0,SEM,MW,07:30PM-08:45PM,Dominic Abucejo,CL111,08/21/24-12/09/24,10,2024,Fall
CS 166 (Section 01),43381,In Person,Information Security,,3.0,LEC,MW,03:00PM-04:15PM,Chao-Li Tarng,SCI142,08/21/24-12/09/24,1,2024,Fall
CS 166 (Section 02),49390,In Person,Information Security,,3.0,LEC,TR,04:30PM-05:45PM,Yan Chen,MH225,08/21/24-12/09/24,0,2024,Fall
CS 166 (Section 03),43566,In Person,Information Security,,3.0,LEC,TR,09:00AM-10:15AM,Mark Stamp,MH422,08/21/24-12/09/24,0,2024,Fall
CS 42 (Section 01),49598,In Person,Discrete Mathematics,,3.0,SEM,MW,09:00AM-10:15AM,Giang Le,MH323,08/21/24-12/09/24,33,2024,Fall
CS 42 (Section 02),49599,In Person,Discrete Mathematics,,3.0,SEM,MW,12:00PM-01:15PM,Olga Kovaleva,MH323,08/21/24-12/09/24,32,2024,Fall
CS 42 (Section 03),49600,In Person,Discrete Mathematics,,3.0,SEM,MW,03:00PM-04:15PM,Giang Le,MH323,08/21/24-12/09/24,27,2024,Fall
CS 42 (Section 04),49601,In Person,Discrete Mathematics,,3.0,SEM,TR,09:00AM-10:15AM,Wasin So,MH424,08/21/24-12/09/24,33,2024,Fall
CS 42 (Section 05),49602,In Person,Discrete Mathematics,,3.0,SEM,TR,10:30AM-11:45AM,Wasin So,MH424,08/21/24-12/09/24,33,2024,Fall
CS 42 (Section 09),50340,In Person,Discrete Mathematics,,3.0,SEM,MW,01:30PM-02:45PM,Giang Le,MH520,08/21/24-12/09/24,32,2024,Fall
CS 42 (Section 66),49604,In Person,Discrete Mathematics,,3.0,SEM,TR,12:00PM-01:15PM,Sogol Jahanbekam,MH424,08/21/24-12/09/24,32,2024,Fall
