Section,Number,Mode,Title,Satifies,Unit,Type,Days,Times,Instructor,Location,Dates,Seats,Year,Semester
CMPE 127 (Section 02),22389,In Person,Microprocessor Design I,,3,LAB,T,09:00AM-11:45AM,Haluk Ozemek,ENG268,01/25/23-05/15/23,0,2023,Spring
CMPE 127 (Section 03),22390,In Person,Microprocessor Design I,,3,LAB,T,01:30PM-04:20PM,Haluk Ozemek,ENG268,01/25/23-05/15/23,0,2023,Spring
CMPE 127 (Section 05),30848,In Person,Microprocessor Design I,,3,LAB,M,01:30PM-04:20PM,Haluk Ozemek,ENG268,01/25/23-05/15/23,17,2023,Spring
CMPE 130 (Section 80),30131,Fully Online,Advanced Algorithm Design,,3,LEC,R,06:00PM-08:45PM,Pouya Ostovari,ONLINE,01/25/23-05/15/23,6,2023,Spring
CMPE 131 (Section 01),22391,In Person,Software Engineering I,,3,SEM,F,10:30AM-01:20PM,Carlos Rojas,ENG337,01/25/23-05/15/23,0,2023,Spring
CMPE 131 (Section 02),22821,In Person,Software Engineering I,,3,SEM,TR,01:30PM-02:45PM,Andrew Bond,ENG337,01/25/23-05/15/23,0,2023,Spring
CMPE 131 (Section 03),22822,In Person,Software Engineering I,,3,SEM,R,06:00PM-08:45PM,Frank Butt,CL222,01/25/23-05/15/23,15,2023,Spring
CMPE 133 (Section 01),23033,In Person,Software Engineering II,,3,LEC,W,06:00PM-08:45PM,Ishie Eswar,ENG339,01/25/23-05/15/23,0,2023,Spring
CMPE 133 (Section 02),23305,In Person,Software Engineering II,,3,LEC,T,06:00PM-08:45PM,Yalda Edalat,CL222,01/25/23-05/15/23,20,2023,Spring
CMPE 140 (Section 01),21063,In Person,Computer Architecture and Design,,3,SEM,MW,09:00AM-09:50AM,Bhargavibahen Trivedi,ENG337,01/25/23-05/15/23,9,2023,Spring
CMPE 140 (Section 03),23441,In Person,Computer Architecture and Design,,3,LAB,T,08:30AM-11:20AM,Bhargavibahen Trivedi,ENG288,01/25/23-05/15/23,8,2023,Spring
CMPE 140 (Section 04),29871,In Person,Computer Architecture and Design,,3,LAB,T,11:30AM-02:20PM,Bhargavibahen Trivedi,ENG288,01/25/23-05/15/23,1,2023,Spring
CMPE 142 (Section 01),23036,In Person,Operating Systems Design,,3,SEM,MW,12:00PM-01:15PM,Haonan Wang,ENG331,01/25/23-05/15/23,11,2023,Spring
CMPE 146 (Section 03),22396,In Person,Real-Time Embedded System Co-Design,,3,SEM,MW,01:30PM-02:20PM,Wo-Tak Wu,ENG343,01/25/23-05/15/23,0,2023,Spring
CMPE 146 (Section 04),22397,In Person,Real-Time Embedded System Co-Design,,3,LAB,M,03:00PM-05:50PM,Wo-Tak Wu,ENG405,01/25/23-05/15/23,0,2023,Spring
CMPE 146 (Section 05),23498,In Person,Real-Time Embedded System Co-Design,,3,LAB,W,03:00PM-05:50PM,Wo-Tak Wu,ENG405,01/25/23-05/15/23,0,2023,Spring
CMPE 148 (Section 01),22398,In Person,Computer Networks I,,3,SEM,TR,10:30AM-11:45AM,Mahima Agumbe Suresh,ENG337,01/25/23-05/15/23,0,2023,Spring
CMPE 148 (Section 02),24262,In Person,Computer Networks I,,3,SEM,M,06:00PM-08:45PM,Juan Gomez,ENG343,01/25/23-05/15/23,14,2023,Spring
CMPE 148 (Section 03),24773,In Person,Computer Networks I,,3,SEM,R,06:00PM-08:45PM,Shai Silberman,CL310,01/25/23-05/15/23,18,2023,Spring
CMPE 152 (Section 01),23037,In Person,Compiler Design,,3,LEC,TR,03:00PM-04:15PM,Robert Nicholson,ENG329,01/25/23-05/15/23,0,2023,Spring
CMPE 165 (Section 01),23398,In Person,Software Engineering Process Management,,3,SEM,M,06:00PM-08:45PM,Ishie Eswar,ENG339,01/25/23-05/15/23,0,2023,Spring
CMPE 165 (Section 80),23953,Fully Online,Software Engineering Process Management,,3,SEM,T,06:00PM-08:45PM,Hsin-Yi Meng,ONLINE,01/25/23-05/15/23,0,2023,Spring
CMPE 172 (Section 01),23412,In Person,Enterprise Software Platforms,,3,LEC,M,06:00PM-08:45PM,Paul Nguyen,ENG337,01/25/23-05/15/23,5,2023,Spring
CMPE 172 (Section 02),23399,In Person,Enterprise Software Platforms,,3,LEC,R,06:00PM-08:45PM,Paul Nguyen,ENG325,01/25/23-05/15/23,0,2023,Spring
CMPE 187 (Section 01),22422,In Person,Software Quality Engineering,,3,SEM,TR,03:00PM-04:15PM,Zeyu Gao,ENG337,01/25/23-05/15/23,4,2023,Spring
CMPE 187 (Section 02),24368,In Person,Software Quality Engineering,,3,SEM,MW,04:30PM-05:45PM,Ishie Eswar,BBC222,01/25/23-05/15/23,0,2023,Spring
CMPE 195A (Section 01),22424,In Person,Senior Design Project I,GE: S,2,LAB,F,03:00PM-05:45PM,Wencen Wu,ENG189,01/25/23-05/15/23,11,2023,Spring
CMPE 195B (Section 01),22426,In Person,Senior Design Project II,GE: V,3,LAB,F,03:00PM-05:45PM,Wencen Wu,ENG189,01/25/23-05/15/23,0,2023,Spring
CS 100W (Section 81),20215,Fully Online,Technical Writing Workshop,WID,3,SEM,MW,09:00AM-10:15AM,Debra Caires,ONLINE,01/25/23-05/15/23,0,2023,Spring
CS 100W (Section 82),20812,Fully Online,Technical Writing Workshop,WID,3,SEM,MW,10:30AM-11:45AM,Debra Caires,ONLINE,01/25/23-05/15/23,0,2023,Spring
CS 100W (Section 84),27046,Fully Online,Technical Writing Workshop,WID,3,SEM,TR,06:00PM-07:15PM,Debra Caires,ONLINE,01/25/23-05/15/23,0,2023,Spring
CS 146 (Section 07),30672,In Person,Data Structures and Algorithms,,3,LEC,MW,10:30AM-11:45AM,Nada Attar,MH422,01/25/23-05/15/23,1,2023,Spring
CS 146 (Section 08),30808,In Person,Data Structures and Algorithms,,3,LEC,MW,12:00PM-01:15PM,Faramarz Mortezaie,SH435,01/25/23-05/15/23,2,2023,Spring
CS 146 (Section 81),22523,Fully Online,Data Structures and Algorithms,,3,LEC,TR,07:30AM-08:45AM,Alexandra Chakarov,ONLINE,01/25/23-05/15/23,0,2023,Spring
CS 146 (Section 82),22524,Fully Online,Data Structures and Algorithms,,3,LEC,TR,09:00AM-10:15AM,Alexandra Chakarov,ONLINE,01/25/23-05/15/23,0,2023,Spring
CS 147 (Section 81),21580,Fully Online,Computer Architecture,,3,SEM,MW,01:30PM-02:45PM,Chung-Wen Tsao,ONLINE,01/25/23-05/15/23,69,2023,Spring
CS 149 (Section 01),22528,Fully Online,Operating Systems,,3,SEM,TR,07:30AM-08:45AM,Faramarz Mortezaie,ONLINE,01/25/23-05/15/23,11,2023,Spring
CS 149 (Section 03),23765,In Person,Operating Systems,,3,SEM,MW,12:00PM-01:15PM,William Andreopoulos,DH450,01/25/23-05/15/23,0,2023,Spring
CS 149 (Section 06),30166,In Person,Operating Systems,,3,SEM,MW,03:00PM-04:15PM,Kong Li,MH222,01/25/23-05/15/23,5,2023,Spring
CS 151 (Section 01),30021,In Person,Object-Oriented Design,,3,SEM,TR,09:00AM-10:15AM,Suneuy Kim,MH222,01/25/23-05/15/23,1,2023,Spring
CS 151 (Section 02),21942,In Person,Object-Oriented Design,,3,SEM,TR,12:00PM-01:15PM,Jon Pearce,DH450,01/25/23-05/15/23,0,2023,Spring
CS 151 (Section 03),21943,In Person,Object-Oriented Design,,3,SEM,TR,03:00PM-04:15PM,Jon Pearce,DH450,01/25/23-05/15/23,0,2023,Spring
CS 151 (Section 04),22880,In Person,Object-Oriented Design,,3,SEM,MW,03:00PM-04:15PM,Ahmad Yazdankhah,DH450,01/25/23-05/15/23,0,2023,Spring
CS 151 (Section 05),28195,In Person,Object-Oriented Design,,3,SEM,MW,04:30PM-05:45PM,Ahmad Yazdankhah,DH450,01/25/23-05/15/23,0,2023,Spring
CS 151 (Section 06),30585,In Person,Object-Oriented Design,,3,SEM,TR,04:30PM-05:45PM,Abhishek Gaikwad,MH222,01/25/23-05/15/23,0,2023,Spring
CS 152 (Section 01),27957,In Person,Programming Paradigms,,3,LEC,MW,03:00PM-04:15PM,Saptarshi Sengupta,MH225,01/25/23-05/15/23,1,2023,Spring
CS 152 (Section 02),27958,In Person,Programming Paradigms,,3,LEC,MW,04:30PM-05:45PM,Saptarshi Sengupta,MH225,01/25/23-05/15/23,4,2023,Spring
CS 152 (Section 03),27959,In Person,Programming Paradigms,,3,LEC,TR,10:30AM-11:45AM,Jon Pearce,DH450,01/25/23-05/15/23,20,2023,Spring
CS 152 (Section 83),27960,Fully Online,Programming Paradigms,,3,LEC,TR,09:00AM-10:15AM,Tazmina Sharmin,ONLINE,01/25/23-05/15/23,0,2023,Spring
CS 154 (Section 01),27973,In Person,Formal Languages and Computability,,3,SEM,TR,04:30PM-05:45PM,Yan Chen,SH100,01/25/23-05/15/23,59,2023,Spring
CS 157A (Section 01),23020,In Person,Introduction to Database Management Systems,,3,SEM,MW,01:30PM-02:24PM,Jahan Ghofraniha,BBC204,01/25/23-05/15/23,5,2023,Spring
CS 157A (Section 03),30677,In Person,Introduction to Database Management Systems,,3,SEM,MW,10:30AM-11:45AM,Jahan Ghofraniha,SCI311,01/25/23-05/15/23,26,2023,Spring
CS 160 (Section 01),21070,In Person,Software Engineering,,3,SEM,MW,04:30PM-05:45PM,Frank Butt,SH100,01/25/23-05/15/23,67,2023,Spring
CS 160 (Section 82),24161,Fully Online,Software Engineering,,3,SEM,TR,04:30PM-05:45PM,Chris Tseng,ONLINE,01/25/23-05/15/23,0,2023,Spring
CS 166 (Section 01),22570,In Person,Information Security,,3,LEC,TR,12:00PM-01:15PM,Yan Chen,BBC202,01/25/23-05/15/23,29,2023,Spring
CS 166 (Section 03),24329,In Person,Information Security,,3,LEC,MW,03:00PM-04:15PM,Chao-Li Tarng,BBC004,01/25/23-05/15/23,0,2023,Spring
CS 166 (Section 80),30736,Fully Online,Information Security,,3,LEC,TR,04:30PM-05:45PM,Ahmad Yazdankhah,ONLINE,01/25/23-05/15/23,0,2023,Spring
CS 42 (Section 01),29580,In Person,Discrete Mathematics,,3,SEM,MW,09:00AM-10:15AM,Timothy Hsu,MH323,01/25/23-05/15/23,24,2023,Spring
CS 42 (Section 02),29581,In Person,Discrete Mathematics,,3,SEM,MW,10:30AM-11:45AM,Giang Le,MH323,01/25/23-05/15/23,30,2023,Spring
CS 42 (Section 03),29582,Hybrid,Discrete Mathematics,,3,SEM,MW,12:00PM-01:15PM,Misako Van Der Poel,,01/25/23-05/15/23,31,2023,Spring
CS 42 (Section 05),29584,In Person,Discrete Mathematics,,3,SEM,TR,09:00AM-10:15AM,Wasin So,MH424,01/25/23-05/15/23,21,2023,Spring
CS 42 (Section 06),29585,In Person,Discrete Mathematics,,3,SEM,TR,10:30AM-11:45AM,Jordan Schettler,MH424,01/25/23-05/15/23,27,2023,Spring
CS 42 (Section 07),29586,In Person,Discrete Mathematics,,3,SEM,TR,12:00PM-01:15PM,Mohammad Saleem,MH424,01/25/23-05/15/23,31,2023,Spring
CS 42 (Section 08),29587,In Person,Discrete Mathematics,,3,SEM,TR,03:00PM-04:15PM,Richard Low,MH424,01/25/23-05/15/23,30,2023,Spring
CS 42X (Section 01),29792,In Person,Discrete Mathematics,,3,LEC,MW,09:00AM-10:15AM,Timothy Hsu,MH323,01/25/23-05/15/23,13,2023,Spring
CS 42X (Section 02),29793,In Person,Discrete Mathematics,,3,LEC,MW,10:30AM-11:45AM,Giang Le,MH323,01/25/23-05/15/23,8,2023,Spring
CS 42X (Section 03),29794,Hybrid,Discrete Mathematics,,3,LEC,MW,12:00PM-01:15PM,Misako Van Der Poel,,01/25/23-05/15/23,8,2023,Spring
CS 42X (Section 05),29796,In Person,Discrete Mathematics,,3,LEC,TR,09:00AM-10:15AM,Wasin So,MH424,01/25/23-05/15/23,16,2023,Spring
CS 42X (Section 06),29797,In Person,Discrete Mathematics,,3,LEC,TR,10:30AM-11:45AM,Jordan Schettler,MH424,01/25/23-05/15/23,7,2023,Spring
CS 42X (Section 07),29798,In Person,Discrete Mathematics,,3,LEC,TR,12:00PM-01:15PM,Mohammad Saleem,MH424,01/25/23-05/15/23,7,2023,Spring
CS 42X (Section 08),29799,In Person,Discrete Mathematics,,3,LEC,TR,03:00PM-04:15PM,Richard Low,MH424,01/25/23-05/15/23,8,2023,Spring
CS 46A (Section 04),30836,Hybrid,Introduction to Programming,,4,LEC,TR,04:30PM-05:45PM,Mike Wood,SCI142,01/25/23-05/15/23,50,2023,Spring
CS 46A (Section 11),23868,In Person,Introduction to Programming,,4,LAB,F,08:00AM-10:45AM,Mike Wood,MH222,01/25/23-05/15/23,0,2023,Spring
CS 46A (Section 12),23869,In Person,Introduction to Programming,,4,LAB,F,11:00AM-01:45PM,Mike Wood,MH222,01/25/23-05/15/23,1,2023,Spring
CS 46A (Section 13),23870,In Person,Introduction to Programming,,4,LAB,F,02:00PM-04:45PM,Mike Wood,MH222,01/25/23-05/15/23,1,2023,Spring
CS 46A (Section 15),24967,In Person,Introduction to Programming,,4,LAB,F,02:00PM-04:45PM,Mike Wood,MH233,01/25/23-05/15/23,17,2023,Spring
CS 46A (Section 16),26617,In Person,Introduction to Programming,,4,LAB,F,11:00AM-01:45PM,Mike Wood,MH233,01/25/23-05/15/23,1,2023,Spring
CS 46B (Section 01),22618,In Person,Introduction to Data Structures,,4,LEC,TR,12:00PM-01:15PM,Faranak Abri,SCI142,01/25/23-05/15/23,10,2023,Spring
CS 46B (Section 11),23775,In Person,Introduction to Data Structures,,4,LAB,F,08:00AM-10:45AM,Faranak Abri,MH223,01/25/23-05/15/23,0,2023,Spring
CS 46B (Section 12),23776,In Person,Introduction to Data Structures,,4,LAB,F,11:00AM-01:45PM,Faranak Abri,MH223,01/25/23-05/15/23,0,2023,Spring
CS 47 (Section 80),28193,Fully Online, Introduction to Computer Systems,,3,SEM,TR,07:30PM-08:45PM,Kaushik Patra,ONLINE,01/25/23-05/15/23,11,2023,Spring
EE 30 (Section 01),21031,In Person,Introduction to Programming Micro-Controllers for Electrical Engineering,,3,LEC,MW,12:00PM-12:50PM,Chao-Li Tarng,ENG343,01/25/23-05/15/23,0,2023,Spring
EE 30 (Section 03),26835,In Person,Introduction to Programming Micro-Controllers for Electrical Engineering,,0,LAB,W,06:00PM-08:45PM,Bhawandeep Singh Harsh,ENG307,01/25/23-05/15/23,0,2023,Spring
EE 30 (Section 04),30791,In Person,Introduction to Programming Micro-Controllers for Electrical Engineering,,0,LAB,F,06:00PM-08:45PM,Bhawandeep Singh Harsh,ENG307,01/25/23-05/15/23,0,2023,Spring
EE 97 (Section 01),20507,In Person,Introductory Electrical Engineering Laboratory,,1,LAB,T,10:30AM-01:15PM,K Ghadiri,ENG249,01/25/23-05/15/23,0,2023,Spring
EE 97 (Section 02),20508,In Person,Introductory Electrical Engineering Laboratory,,1,LAB,T,03:00PM-05:45PM,K Ghadiri,ENG249,01/25/23-05/15/23,3,2023,Spring
EE 97 (Section 04),21333,In Person,Introductory Electrical Engineering Laboratory,,1,LAB,R,03:00PM-05:45PM,K Ghadiri,ENG249,01/25/23-05/15/23,4,2023,Spring
EE 97 (Section 05),23232,In Person,Introductory Electrical Engineering Laboratory,,1,LAB,F,09:00AM-11:45AM,K Ghadiri,ENG249,01/25/23-05/15/23,0,2023,Spring
EE 97 (Section 06),23502,In Person,Introductory Electrical Engineering Laboratory,,1,LAB,F,01:30PM-04:15PM,K Ghadiri,ENG249,01/25/23-05/15/23,3,2023,Spring
EE 98 (Section 80),20212,Fully Online,Introduction to Circuit Analysis,,3,SEM,MW,09:00AM-10:15AM,Tan Nguyen / Bhaskar Mantha,ONLINE,01/25/23-05/15/23,9,2023,Spring
EE 98 (Section 81),21353,Fully Online,Introduction to Circuit Analysis,,3,SEM,TR,09:00AM-10:15AM,Robert Morelos-Zaragoza,ONLINE,01/25/23-05/15/23,0,2023,Spring
EE 98 (Section 82),22882,Fully Online,Introduction to Circuit Analysis,,3,SEM,TR,10:30AM-11:45AM,Sotoudeh Hamedi-Hagh,ONLINE,01/25/23-05/15/23,2,2023,Spring
EE 98 (Section 83),26847,Fully Online,Introduction to Circuit Analysis,,3,SEM,TR,01:30PM-02:45PM,Nader Mir,ONLINE,01/25/23-05/15/23,1,2023,Spring
EE 102 (Section 01),22417,Hybrid,Probability and Statistics in Electrical,,3,LEC,MW,09:00AM-10:15AM,Nader Mir,,01/25/23-05/15/23,15,2023,Spring
EE 110L (Section 01),21766,In Person,Continuous and Discrete Time Systems Lab,,1,LAB,F,09:00AM-11:45AM,Sai Vikram Adithya Bokka,ENG258,01/25/23-05/15/23,0,2023,Spring
EE 110L (Section 03),21768,In Person,Continuous and Discrete Time Systems Lab,,1,LAB,F,01:30PM-04:15PM,Noel Smith Dasi,ENG258,01/25/23-05/15/23,0,2023,Spring
EE 110L (Section 04),30891,In Person,Continuous and Discrete Time Systems Lab,,1,LAB,F,09:00AM-11:45AM,Noel Smith Dasi,ENG290,01/25/23-05/15/23,13,2023,Spring
EE 112 (Section 80),20131,Fully Online,Introduction to Signal Processing,,3,SEM,MW,04:30PM-05:45PM,Jonathan Ponniah,ONLINE,01/25/23-05/15/23,31,2023,Spring
EE 118 (Section 01),20647,In Person,Digital Logic Circuit Design,,4,SEM,TR,07:30AM-08:45AM,Jeonghee Kim,ENG345,01/25/23-05/15/23,9,2023,Spring
EE 118 (Section 02),20589,In Person,Digital Logic Circuit Design,,0,LAB,M,09:00AM-11:45AM,Shravya Juluru,ENG305,01/25/23-05/15/23,0,2023,Spring
EE 118 (Section 03),20509,In Person,Digital Logic Circuit Design,,0,LAB,W,09:00AM-11:45AM,Chang Choo,ENG305,01/25/23-05/15/23,0,2023,Spring
