Section,Class Number,Mode of Instruction,Course Title,Satisfies,Units,Type,Days,Times,Instructor,Location,Dates,Open Seats,Notes,Year,Semester
DATA 240 (Section 12),50304,In Person,Data Mining and Analytics,,3.0,LEC,R,06:00PM-08:45PM,Shayan Shams,BBC107,08/21/23-12/06/23,0,,2023,Fall
DATA 245 (Section 11),44112,In Person,Machine Learning Technologies,,3.0,LEC,T,06:00PM-08:45PM,Shih Yu Chang,BBC201,08/21/23-12/06/23,8,,2023,Fall
DATA 255 (Section 11),44113,In Person,Deep Learning Technologies,,3.0,LEC,M,06:00PM-08:45PM,Mohammad Masum,BBC320,08/21/23-12/06/23,12,,2023,Fall
DATA 270 (Section 11),44114,In Person,Data Analytics Processes,GWAR,3.0,SEM,F,06:00PM-08:45PM,Eduardo Chan,BBC108,08/21/23-12/06/23,10,,2023,Fall
DATA 297 (Section 81),44115,Fully Online,Data Analytics Internship,,1.0,SUP,TBA,TBA,Lee Chang,ONLINE,08/21/23-12/06/23,35,,2023,Fall
DATA 298A (Section 11),44117,Hybrid,MSDA Project I,,3.0,LAB,TBA,TBA,Ming-Hwa Wang / Lee Chang,,08/21/23-12/06/23,3,HYBRID - NO designated day/time online meetings (TBA) with occasional In Person meetings. May utilize Canvas. More info at sjsu.edu/ecampus.,2023,Fall
DATA 298B (Section 13),50965,Hybrid,MSDA Project II,,3.0,LAB,T,12:00PM-02:45PM,Simon Shim / Lee Chang,HGH124,08/21/23-12/06/23,2,,2023,Fall
DATA 299A (Section 11),46225,Hybrid,MSDA Thesis I,,3.0,SUP,TBA,TBA,Lee Chang,,08/21/23-12/06/23,5,,2023,Fall
DATA 299B (Section 11),49187,Hybrid,MSDA Thesis II,,3.0,SUP,TBA,TBA,Lee Chang,,08/21/23-12/06/23,5,,2023,Fall
DSGD 100 (Section 01),40861,In Person,Visual Communication a Process,,3.0,ACT,MW,08:00AM-10:50AM,Joe Miller,ART201,08/21/23-12/06/23,0,,2023,Fall
DSGD 100 (Section 02),41068,In Person,Visual Communication a Process,,3.0,ACT,MW,12:00PM-02:50PM,Julio Martinez,ART212,08/21/23-12/06/23,0,,2023,Fall
DSGD 100 (Section 03),43270,In Person,Visual Communication a Process,,3.0,ACT,TR,08:00AM-10:50AM,Andrea English,ART212,08/21/23-12/06/23,0,,2023,Fall
DSGD 100 (Section 04),43271,In Person,Visual Communication a Process,,3.0,ACT,TR,03:00PM-05:50PM,Gregory Hom,ART212,08/21/23-12/06/23,0,,2023,Fall
DSGD 100 (Section 05),43589,In Person,Visual Communication a Process,,3.0,ACT,MW,08:00AM-10:50AM,Connie Hwang,ART216,08/21/23-12/06/23,0,,2023,Fall
DSGD 100 (Section 06),47182,Hybrid,Visual Communication a Process,,3.0,ACT,MW,06:00PM-08:50PM,Kristina Le,,08/21/23-12/06/23,0,,2023,Fall
DSGD 102 (Section 01),47183,In Person,Intermediate Typography,,3.0,ACT,MW,12:00PM-02:50PM,Chang Kim,IS226,08/21/23-12/06/23,1,,2023,Fall
DSGD 109 (Section 01),47914,In Person,Digital Apps: Motion a Interaction Design,,3.0,ACT,MW,03:00PM-05:50PM,Julio Martinez,ART212,08/21/23-12/06/23,2,,2023,Fall
DSGD 110 (Section 01),43590,In Person,Visual Literacy: Image Making,,3.0,ACT,MW,08:00AM-10:50AM,Julio Martinez,IS226,08/21/23-12/06/23,1,,2023,Fall
DSGD 111 (Section 01),42142,In Person,Design Values and Professional Practices,,3.0,ACT,MW,12:00PM-02:50PM,Joe Miller,ART201,08/21/23-12/06/23,0,,2023,Fall
DSGD 111 (Section 02),46988,In Person,Design Values and Professional Practices,,3.0,ACT,TR,12:00PM-02:50PM,Marjan Khatibi,ART212,08/21/23-12/06/23,0,,2023,Fall
DSGD 111 (Section 03),47912,In Person,Design Values and Professional Practices,,3.0,ACT,TR,06:00PM-08:50PM,Gregory Hom,ART212,08/21/23-12/06/23,1,,2023,Fall
DSGD 120 (Section 01),47185,In Person,Exhibition Design a Info Graphics,,3.0,ACT,MW,12:00PM-02:50PM,Connie Hwang,ART216,08/21/23-12/06/23,7,,2023,Fall
DSGD 131 (Section 02),50133,Hybrid,Motion Graphics,,3.0,ACT,MW,06:00PM-08:50PM,Chang Kim,,08/21/23-12/06/23,7,"HYBRID - Designated day/time online meetings, with occasional In Person meetings. May utilize Canvas. More info at sjsu.edu/ecampus.",2023,Fall
DSGD 141 (Section 01),47915,In Person,3D Branding a Promotion Design,,3.0,ACT,MW,03:00PM-05:50PM,Joe Miller,IS226,08/21/23-12/06/23,7,,2023,Fall
DSGD 176A (Section 01),49389,In Person,Graphic Design History and Theory,,3.0,LEC,MW,01:30PM-02:45PM,Sarah Mills,ART133,08/21/23-12/06/23,29,,2023,Fall
DSGD 176A (Section 02),49390,In Person,Graphic Design History and Theory,,3.0,LEC,MW,04:30PM-05:45PM,Sarah Mills,ART133,08/21/23-12/06/23,46,,2023,Fall
DSGD 186 (Section 81),51070,Fully Online,Digital Applications: Methodology,,3.0,ACT,MW,06:00PM-08:50PM,Jeong Kim,ONLINE,08/21/23-12/06/23,5,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
DSGD 63 (Section 80),40777,Fully Online,Fundamental Graphic Visualization,,3.0,ACT,TR,12:00PM-02:50PM,Jean-Benoit Levy,ONLINE,08/21/23-12/06/23,9,,2023,Fall
DSGD 63 (Section 81),43588,Fully Online,Fundamental Graphic Visualization,,3.0,ACT,TR,03:00PM-05:50PM,Jean-Benoit Levy,ONLINE,08/21/23-12/06/23,3,,2023,Fall
DSGD 83 (Section 01),47682,In Person,Digital Applications: Basics,,3.0,ACT,MW,06:00PM-08:50PM,Philip Krayna,ART212,08/21/23-12/06/23,1,,2023,Fall
DSGD 83 (Section 02),47683,In Person,Digital Applications: Basics,,3.0,ACT,TR,12:00PM-02:50PM,Dana Ragouzeos,ART216,08/21/23-12/06/23,2,,2023,Fall
DSGD 83 (Section 03),50681,In Person,Digital Applications: Basics,,3.0,ACT,TR,08:00AM-10:50AM,Marjan Khatibi,ART201,08/21/23-12/06/23,0,,2023,Fall
DSGD 83 (Section 80),40677,Fully Online,Digital Applications: Basics,,3.0,ACT,MW,08:00AM-10:50AM,Taehwan Lee,ONLINE,08/21/23-12/06/23,0,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
DSGD 83 (Section 81),43078,Fully Online,Digital Applications: Basics,,3.0,ACT,MW,12:00PM-02:50PM,Taehwan Lee,ONLINE,08/21/23-12/06/23,0,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
DSGD 83 (Section 82),47541,Fully Online,Digital Applications: Basics,,3.0,ACT,MW,03:00PM-05:50PM,Taehwan Lee,ONLINE,08/21/23-12/06/23,0,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
DSGD 83 (Section 83),50667,Fully Online,Digital Applications: Basics,,3.0,ACT,MW,06:00PM-08:50PM,Jocelyn Emus,ONLINE,08/21/23-12/06/23,1,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
DSGD 83 (Section 84),50668,Fully Online,Digital Applications: Basics,,3.0,ACT,TR,06:00PM-08:50PM,Jocelyn Emus,ONLINE,08/21/23-12/06/23,0,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
DSGD 99 (Section 01),47684,In Person,Introduction to Typography,,3.0,ACT,TR,03:00PM-05:50PM,Brian Jeung,ART216,08/21/23-12/06/23,2,,2023,Fall
DSGD 99 (Section 80),42136,Fully Online,Introduction to Typography,,3.0,ACT,TR,12:00PM-02:50PM,Earl Gee,ONLINE,08/21/23-12/06/23,1,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
DSGN 100W (Section 01),41070,In Person,Writing Workshop: Design,WID,3.0,LEC,T,03:00PM-05:45PM,Mara Skov,ART135,08/21/23-12/06/23,2,,2023,Fall
DSGN 100W (Section 02),41186,In Person,Writing Workshop: Design,WID,3.0,LEC,T,06:00PM-08:45PM,Mara Skov,ART135,08/21/23-12/06/23,1,,2023,Fall
DSGN 100W (Section 03),41393,In Person,Writing Workshop: Design,WID,3.0,LEC,MW,09:00AM-10:15AM,Au-Co Tran,ART133,08/21/23-12/06/23,1,,2023,Fall
DSGN 100W (Section 04),49131,In Person,Writing Workshop: Design,WID,3.0,LEC,MW,10:30AM-11:45AM,Au-Co Tran,ART135,08/21/23-12/06/23,0,,2023,Fall
DSGN 100W (Section 80),43710,Fully Online,Writing Workshop: Design,WID,3.0,LEC,TR,05:00PM-06:15PM,Mary Salzman,ONLINE,08/21/23-12/06/23,0,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
DSGN 100W (Section 81),50950,Fully Online,Writing Workshop: Design,WID,3.0,LEC,TR,06:00PM-07:15PM,Janet Silk,ONLINE,08/21/23-12/06/23,1,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
DSGN 127 (Section 80),40724,Fully Online,Internship,,1.0,SUP,TBA,TBA,Connie Hwang,ONLINE,08/21/23-12/06/23,9,,2023,Fall
DSGN 127 (Section 81),41255,In Person,Internship,,2.0,SUP,TBA,TBA,Connie Hwang,,08/21/23-12/06/23,13,,2023,Fall
DSGN 127 (Section 82),41256,Fully Online,Internship,,3.0,SUP,TBA,TBA,Diana Seah,ONLINE,08/21/23-12/06/23,17,,2023,Fall
DSGN 127 (Section 83),41460,Fully Online,Internship,,4.0,SUP,TBA,TBA,Kohar Scott,ONLINE,08/21/23-12/06/23,20,,2023,Fall
DSGN 180 (Section 01),41396,Hybrid,Individual Studies,,3.0,SUP,TBA,TBA,Virginia San Fratello,,08/21/23-12/06/23,40,,2023,Fall
DSGN 180 (Section 02),51066,Fully Online,Individual Studies,,1.0,SUP,TBA,TBA,Virginia San Fratello,ONLINE,08/21/23-12/06/23,18,,2023,Fall
DSGN 197 (Section 02),42134,In Person,BA Senior Project,,3.0,ACT,TR,12:00PM-02:50PM,Andrea English,ART201,08/21/23-12/06/23,6,,2023,Fall
DSGN 197 (Section 03),42135,In Person,BA Senior Project,,3.0,ACT,TR,03:00PM-05:50PM,Andrea English,ART201,08/21/23-12/06/23,0,,2023,Fall
DSID 121 (Section 01),43312,In Person,Industrial Design Process,,3.0,ACT,TR,08:00AM-10:50AM,Dana Ragouzeos,IS118,08/21/23-12/06/23,15,,2023,Fall
DSID 123A (Section 80),47981,Fully Online,ID Portfolio Project 2,,3.0,ACT,TR,08:00AM-10:50AM,Darrick Del Moral,ONLINE,08/21/23-12/06/23,0,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
DSID 125 (Section 01),48082,In Person,Advanced Industrial Design,,3.0,ACT,MW,08:00AM-10:50AM,Manoj Mistry,ART103,08/21/23-12/06/23,0,,2023,Fall
DSID 126 (Section 01),45071,In Person,Ergonomics for Design,,3.0,ACT,MW,03:00PM-05:50PM,Ronald Boeder,ART103,08/21/23-12/06/23,0,,2023,Fall
DSID 126 (Section 02),46942,In Person,Ergonomics for Design,,3.0,ACT,MW,03:00PM-05:50PM,Diane Elabidi,ART205,08/21/23-12/06/23,1,,2023,Fall
DSID 128 (Section 01),42144,In Person,Advanced Projects in Industrial Design,,3.0,ACT,TR,12:00PM-02:50PM,Max Yoshimoto,IS118,08/21/23-12/06/23,14,,2023,Fall
DSID 129 (Section 80),43608,Fully Online,Visualization III,,3.0,ACT,TBA,TBA,Michael Mathe,ONLINE,08/21/23-12/06/23,0,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
DSID 129 (Section 81),47987,Fully Online,Visualization III,,3.0,ACT,TBA,TBA,Michael Mathe,ONLINE,08/21/23-12/06/23,6,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
DSID 131 (Section 02),50134,In Person,Interaction Design,,3.0,ACT,MW,12:00PM-02:50PM,Nate Fortin,IS118,08/21/23-12/06/23,2,,2023,Fall
DSID 137 (Section 02),50504,In Person,Advanced Physical Prototyping,,3.0,ACT,F,08:00AM-01:50PM,Conor Kusich,ART103,08/21/23-12/06/23,0,RC - Requires department release of permission number.,2023,Fall
DSID 137 (Section 03),50505,In Person,Advanced Physical Prototyping,,3.0,ACT,F,08:00AM-01:50PM,Jacob Mcmullen,ART205,08/21/23-12/06/23,1,RC - Requires department release of permission number.,2023,Fall
DSID 144 (Section 01),48077,In Person,Design for Healthcare,,3.0,ACT,MW,03:00PM-05:50PM,Joshua Nelson,IS118,08/21/23-12/06/23,7,,2023,Fall
DSID 21 (Section 01),40793,In Person,Visualization I,,3.0,ACT,TR,08:00AM-10:50AM,John Mcclusky,ART205,08/21/23-12/06/23,0,RC - Requires department release of permission number.,2023,Fall
