Section,Class Number,Mode of Instruction,Course Title,Satisfies,Units,Type,Days,Times,Instructor,Location,Dates,Open Seats,Notes,Year,Semester
MS 298 (Section 41),41135,In Person,Research in the Marine Science,,1.0,SUP,TBA,TBA,Amanda Kahn,OFFCAMPUS,08/21/23-12/06/23,23,,2023,Fall
MS 298 (Section 42),41136,In Person,Research in the Marine Science,,2.0,SUP,TBA,TBA,Staff,OFFCAMPUS,08/21/23-12/06/23,25,,2023,Fall
MS 298 (Section 43),41137,In Person,Research in the Marine Science,,3.0,SUP,TBA,TBA,Staff,OFFCAMPUS,08/21/23-12/06/23,25,,2023,Fall
MS 298 (Section 44),41138,In Person,Research in the Marine Science,,4.0,SUP,TBA,TBA,Staff,OFFCAMPUS,08/21/23-12/06/23,25,,2023,Fall
MS 298 (Section 51),41139,In Person,Research in the Marine Science,,1.0,SUP,TBA,TBA,Birgitte Mcdonald,OFFCAMPUS,08/21/23-12/06/23,22,,2023,Fall
MS 298 (Section 52),41140,In Person,Research in the Marine Science,,2.0,SUP,TBA,TBA,Birgitte Mcdonald,OFFCAMPUS,08/21/23-12/06/23,24,,2023,Fall
MS 298 (Section 53),41141,In Person,Research in the Marine Science,,3.0,SUP,TBA,TBA,Staff,OFFCAMPUS,08/21/23-12/06/23,25,,2023,Fall
MS 298 (Section 54),41142,In Person,Research in the Marine Science,,4.0,SUP,TBA,TBA,Birgitte Mcdonald,OFFCAMPUS,08/21/23-12/06/23,23,,2023,Fall
MS 298 (Section 61),41143,In Person,Research in the Marine Science,,1.0,SUP,TBA,TBA,Staff,OFFCAMPUS,08/21/23-12/06/23,25,,2023,Fall
MS 298 (Section 62),41144,In Person,Research in the Marine Science,,2.0,SUP,TBA,TBA,Sarah Smith,OFFCAMPUS,08/21/23-12/06/23,23,,2023,Fall
MS 298 (Section 63),41145,In Person,Research in the Marine Science,,3.0,SUP,TBA,TBA,Maxime Grand,OFFCAMPUS,08/21/23-12/06/23,24,,2023,Fall
MS 298 (Section 64),41146,In Person,Research in the Marine Science,,4.0,SUP,TBA,TBA,Staff,OFFCAMPUS,08/21/23-12/06/23,25,,2023,Fall
MS 298 (Section 71),41385,In Person,Research in the Marine Science,,1.0,SUP,TBA,TBA,Staff,OFFCAMPUS,08/21/23-12/06/23,25,,2023,Fall
MS 298 (Section 72),41386,In Person,Research in the Marine Science,,2.0,SUP,TBA,TBA,Staff,OFFCAMPUS,08/21/23-12/06/23,25,,2023,Fall
MS 298 (Section 73),41387,In Person,Research in the Marine Science,,3.0,SUP,TBA,TBA,Staff,OFFCAMPUS,08/21/23-12/06/23,25,,2023,Fall
MS 298 (Section 74),41388,In Person,Research in the Marine Science,,4.0,SUP,TBA,TBA,Staff,OFFCAMPUS,08/21/23-12/06/23,25,,2023,Fall
MS 299 (Section 01),40814,In Person,Master's Thesis,,4.0,SUP,TBA,TBA,Staff,OFFCAMPUS,08/21/23-12/06/23,20,,2023,Fall
MS 299 (Section 05),40813,In Person,Master's Thesis,,4.0,SUP,TBA,TBA,Birgitte Mcdonald,OFFCAMPUS,08/21/23-12/06/23,19,,2023,Fall
MS 299 (Section 11),41005,In Person,Master's Thesis,,4.0,SUP,TBA,TBA,Staff,OFFCAMPUS,08/21/23-12/06/23,20,,2023,Fall
MS 299 (Section 21),41006,In Person,Master's Thesis,,4.0,SUP,TBA,TBA,Staff,OFFCAMPUS,08/21/23-12/06/23,20,,2023,Fall
MS 299 (Section 31),41007,In Person,Master's Thesis,,4.0,SUP,TBA,TBA,Staff,OFFCAMPUS,08/21/23-12/06/23,20,,2023,Fall
MS 299 (Section 41),41008,In Person,Master's Thesis,,4.0,SUP,TBA,TBA,Staff,OFFCAMPUS,08/21/23-12/06/23,20,,2023,Fall
MS 299 (Section 51),41009,In Person,Master's Thesis,,4.0,SUP,TBA,TBA,Staff,OFFCAMPUS,08/21/23-12/06/23,20,,2023,Fall
MS 299 (Section 61),40807,In Person,Master's Thesis,,4.0,SUP,TBA,TBA,Amanda Kahn,OFFCAMPUS,08/21/23-12/06/23,18,,2023,Fall
MS 299 (Section 71),41389,In Person,Master's Thesis,,4.0,SUP,TBA,TBA,Staff,OFFCAMPUS,08/21/23-12/06/23,20,,2023,Fall
MTED 184S (Section 01),44302,Hybrid,Math Education Phase II Seminar,,1.0,SEM,R,04:30PM-06:20PM,Cheryl Roddick,,08/21/23-12/06/23,6,"HYBRID - Designated day/time online meetings, with occasional In Person meetings. May utilize Canvas. More info at sjsu.edu/ecampus.",2023,Fall
MTED 184Y (Section 01),40370,Hybrid,Student Teaching II - Classroom Teaching,,4.0,SUP,M,04:30PM-06:20PM,Ferdinand Rivera,,08/21/23-12/06/23,13,,2023,Fall
MTED 184Y (Section 02),47126,In Person,Student Teaching II - Classroom Teaching,,4.0,SUP,TBA,TBA,Cheryl Roddick,,08/21/23-12/06/23,16,RO - Not available to Open University students.,2023,Fall
MTED 184Z (Section 01),48935,Hybrid,Student Teaching III - Classroom Teaching,,4.0,SUP,TBA,TBA,Cheryl Roddick,,08/21/23-12/06/23,13,,2023,Fall
MTED 394 (Section 01),48901,In Person,Secondary Mathematics Methods,,3.0,SEM,T,04:30PM-07:10PM,Cheryl Roddick,MH425,08/21/23-12/06/23,0,,2023,Fall
MUED 140 (Section 01),40735,In Person,Foundations of Music Education,,3.0,LEC,TR,09:00AM-10:15AM,Diana Hollinger,MUS182,08/21/23-12/06/23,13,,2023,Fall
MUED 142 (Section 80),46288,Fully Online,Introduction to Music Education: Early Field Experience,,1.0,ACT,TBA,TBA,Corie Brown,ONLINE,08/21/23-12/06/23,24,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
MUED 170B (Section 01),46871,In Person,Teaching Choral Music,,2.0,SEM,MW,10:30AM-11:20AM,Corie Brown,MUS182,08/21/23-12/06/23,8,,2023,Fall
MUED 184Y (Section 81),51056,Fully Online,Student Teaching II - Classroom Teaching,,4.0,SUP,TBA,TBA,Diana Hollinger,ONLINE,08/21/23-12/06/23,1,,2023,Fall
MUED 232 (Section 01),50944,Hybrid,Directions and Issues in Music Education,,3.0,LAB,W,,,,,,,2023,Fall
TBA,W,,,,,,,,,,,,,2023,Fall
TBA,Diana Hollinger / Diana Hollinger,MUS163,,,,,,,,,,,,2023,Fall
MUED 370A (Section 01),50048,Hybrid,Methodology for Music Educators: Elementary K-8,,2.0,SEM,T,04:45PM-06:35PM,Kara Ireland D'Ambrosio,,08/21/23-12/06/23,3,"HYBRID - Designated day/time online meetings, with occasional In Person meetings. May utilize Canvas. More info at sjsu.edu/ecampus.",2023,Fall
MUSC 100W (Section 01),41709,In Person,Written Communication II,WID,3.0,SEM,TR,10:30AM-11:45AM,Victoria Lington,MUS161,08/21/23-12/06/23,2,,2023,Fall
MUSC 103 (Section 01),40246,In Person,Form and Analysis,,3.0,SEM,TR,,,,,,,2023,Fall
TBA,TR,,,,,,,,,,,,,2023,Fall
TBA,Pablo Furman,MUS211,,,,,,,,,,,,2023,Fall
MUSC 104 (Section 01),42823,In Person,Counterpoint,,3.0,LEC,MW,10:30AM-11:45AM,Christopher Luna-Mega,MUS211,08/21/23-12/06/23,4,,2023,Fall
MUSC 106A (Section 01),41412,In Person,Jazz Arranging I,,2.0,SEM,MW,10:30AM-11:20AM,Aaron Lington,MUS161,08/21/23-12/06/23,12,,2023,Fall
MUSC 10A (Section 01),50047,In Person,Music Appreciation,GE: C1,3.0,LEC,MW,09:00AM-10:15AM,Thomas Hornig,MUS150,08/21/23-12/06/23,2,,2023,Fall
MUSC 10A (Section 80),40129,Fully Online,Music Appreciation,GE: C1,3.0,LEC,TBA,TBA,Kate Metcalf,ONLINE,08/21/23-12/06/23,0,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
MUSC 10A (Section 81),41950,Fully Online,Music Appreciation,GE: C1,3.0,LEC,TBA,TBA,Robin Sacolick,ONLINE,08/21/23-12/06/23,1,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
MUSC 10A (Section 82),40130,Fully Online,Music Appreciation,GE: C1,3.0,LEC,TBA,TBA,Paul Ellison,ONLINE,08/21/23-12/06/23,0,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
MUSC 10A (Section 83),43830,Fully Online,Music Appreciation,GE: C1,3.0,LEC,TBA,TBA,John Russo,ONLINE,08/21/23-12/06/23,0,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
MUSC 10A (Section 84),43831,Fully Online,Music Appreciation,GE: C1,3.0,LEC,TBA,TBA,Steven Lin,ONLINE,08/21/23-12/06/23,0,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
MUSC 10A (Section 85),43832,Fully Online,Music Appreciation,GE: C1,3.0,LEC,TBA,TBA,Gwendolyn Mok,ONLINE,08/21/23-12/06/23,23,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
MUSC 10A (Section 86),43833,Fully Online,Music Appreciation,GE: C1,3.0,LEC,TBA,TBA,Zicong Chen,ONLINE,08/21/23-12/06/23,0,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
MUSC 10A (Section 87),43834,Fully Online,Music Appreciation,GE: C1,3.0,LEC,TBA,TBA,Kara Ireland D'Ambrosio,ONLINE,08/21/23-12/06/23,11,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
MUSC 10A (Section 88),43835,Fully Online,Music Appreciation,GE: C1,3.0,LEC,TBA,TBA,Jennifer Barnett,ONLINE,08/21/23-12/06/23,0,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
MUSC 10A (Section 89),43836,Fully Online,Music Appreciation,GE: C1,3.0,LEC,TBA,TBA,Victoria Lington,ONLINE,08/21/23-12/06/23,6,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
MUSC 10A (Section 90),43837,Fully Online,Music Appreciation,GE: C1,3.0,LEC,TBA,TBA,Isabella Grimes,ONLINE,08/21/23-12/06/23,2,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
MUSC 10A (Section 99),41686,Fully Online,Music Appreciation,GE: C1,3.0,LEC,TBA,TBA,Steven Lin,ONLINE,08/21/23-12/06/23,0,,2023,Fall
MUSC 10B (Section 01),41952,In Person,Introduction to Music,GE: C1,3.0,SEM,MW,10:30AM-11:45AM,Andrew Hathaway,MUS266,08/21/23-12/06/23,1,,2023,Fall
MUSC 10B (Section 02),41953,In Person,Introduction to Music,GE: C1,3.0,SEM,TR,10:30AM-11:45AM,Simona Snitkovskaya,MUS266,08/21/23-12/06/23,0,,2023,Fall
MUSC 10B (Section 03),41951,In Person,Introduction to Music,GE: C1,3.0,SEM,TR,12:00PM-01:15PM,Will Schneider,MUS266,08/21/23-12/06/23,0,,2023,Fall
MUSC 10B (Section 04),41996,In Person,Introduction to Music,GE: C1,3.0,SEM,TR,09:00AM-10:15AM,Carolyn Shannon,MUS266,08/21/23-12/06/23,1,,2023,Fall
MUSC 10B (Section 05),50378,In Person,Introduction to Music,GE: C1,3.0,SEM,MW,12:00PM-01:15PM,Sandy Chen,MUS266,08/21/23-12/06/23,0,,2023,Fall
MUSC 10C (Section 01),46753,In Person,Pop and Rock in the U.S.,GE: C1,3.0,LEC,TR,02:00PM-03:15PM,Thomas Langan,MUS250,08/21/23-12/06/23,0,,2023,Fall
MUSC 10C (Section 80),43838,Fully Online,Pop and Rock in the U.S.,GE: C1,3.0,LEC,MW,10:30AM-11:45AM,Thomas Langan,ONLINE,08/21/23-12/06/23,0,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
MUSC 10D (Section 80),43839,Fully Online,Introduction to Hip Hop,GE: C1,3.0,LEC,TR,12:00PM-01:15PM,Dave Ma,ONLINE,08/21/23-12/06/23,1,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
MUSC 110 (Section 01),41916,In Person,Baroque and Classical Music History,,3.0,LEC,MW,09:00AM-10:15AM,Theodora Serbanescu-Martin,MUS250,08/21/23-12/06/23,10,,2023,Fall
MUSC 117 (Section 01),41955,In Person,Music and Culture in Latin America,GE: V,3.0,LEC,TR,09:00AM-10:15AM,Abi Romero,MUS250,08/21/23-12/06/23,16,,2023,Fall
MUSC 117 (Section 02),42199,In Person,Music and Culture in Latin America,GE: V,3.0,LEC,MW,12:00PM-01:15PM,Abi Romero,MUS250,08/21/23-12/06/23,8,,2023,Fall
MUSC 120 (Section 01),40489,In Person,Worlds of Jazz,GE: S,3.0,LEC,MW,10:30AM-11:45AM,Jeffrey Lewis,MUS250,08/21/23-12/06/23,50,,2023,Fall
MUSC 120 (Section 80),43949,Fully Online,Worlds of Jazz,GE: S,3.0,LEC,TBA,TBA,Jeffrey Lewis,ONLINE,08/21/23-12/06/23,0,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
MUSC 122A (Section 01),40863,In Person,"Fundamental Techniques of Woodwinds: Flute, Clarinet, and Saxophone",,1.0,ACT,TR,08:00AM-08:50AM,Channing Shows,MUS182,08/21/23-12/06/23,0,,2023,Fall
MUSC 123A (Section 02),43763,In Person,Brass Fundamentals: Upper Brass,,1.0,ACT,MW,08:00AM-08:50AM,Phil Orselli,MUS150,08/21/23-12/06/23,7,,2023,Fall
MUSC 123B (Section 01),50119,In Person,Bass Fundamentals: Low Brass,,1.0,ACT,MW,08:00AM-08:50AM,Marianna Pallas,MUS160,08/21/23-12/06/23,9,,2023,Fall
MUSC 125D (Section 01),41897,In Person,Percussion Techniques,,1.0,ACT,T,04:00PM-05:50PM,Divesh Karamchandani,MUS182,08/21/23-12/06/23,2,,2023,Fall
MUSC 127A (Section 01),40866,In Person,Fundamental Techniques and Literature: Instrumental Upper Strings - Violin and Viola,,1.0,ACT,MW,02:00PM-03:00PM,Catalina Barraza,MUS160,08/21/23-12/06/23,0,,2023,Fall
MUSC 13 (Section 02),46754,Hybrid,Music Technology,,1.0,ACT,MW,12:30PM-01:20PM,Thomas Langan,,08/21/23-12/06/23,3,"HYBRID - Designated day/time online meetings, with occasional In Person meetings. May utilize Canvas. More info at sjsu.edu/ecampus.",2023,Fall
