Section,Class Number,Mode of Instruction,Course Title,Satisfies,Units,Type,Days,Times,Instructor,Location,Dates,Open Seats,Notes,Year,Semester
ECON 102 (Section 01),48301,In Person,Macroeconomic Analysis,,4.0,SEM,TR,03:00PM-04:15PM,Justin Rietz,DMH161,08/21/23-12/06/23,4,IC - See course description for requirements.,2023,Fall
ECON 102 (Section 02),48303,In Person,Macroeconomic Analysis,,4.0,SEM,MW,12:00PM-01:15PM,Mark Brady,DMH348,08/21/23-12/06/23,19,IC - See course description for requirements.,2023,Fall
ECON 103A (Section 01),48569,In Person,Introduction to Econometrics and Research Methods,,4.0,LEC,MW,09:00AM-10:15AM,Sanchita Mukherjee,DMH165,08/21/23-12/06/23,1,IC - See course description for requirements.,2023,Fall
ECON 103A (Section 02),48570,In Person,Introduction to Econometrics and Research Methods,,4.0,LEC,MW,12:00PM-01:15PM,Sanchita Mukherjee,DMH166,08/21/23-12/06/23,0,IC - See course description for requirements.,2023,Fall
ECON 103B (Section 01),48575,In Person,Econometric Methods,,4.0,LEC,MW,,,,,,,2023,Fall
TBA,MW,,,,,,,,,,,,,2023,Fall
TBA,Sanchita Mukherjee,DMH165,,,,,,,,,,,,2023,Fall
ECON 104 (Section 01),48578,In Person,Mathematical Methods for Economics,,4.0,SEM,TR,,,,,,,2023,Fall
TBA,TR,,,,,,,,,,,,,2023,Fall
TBA,Aidin Hajikhameneh,DMH166,,,,,,,,,,,,2023,Fall
ECON 107 (Section 02),50256,In Person,Introduction to Environmental Economics and Policy,,4.0,LEC,MW,03:00PM-04:15PM,Chiao Su,CL303B,08/21/23-12/06/23,16,,2023,Fall
ECON 107 (Section 12),50258,In Person,Introduction to Environmental Economics and Policy,,4.0,ACT,MW,04:30PM-05:30PM,Chiao Su,CL303B,08/21/23-12/06/23,16,,2023,Fall
ECON 132 (Section 01),48580,In Person,Public Finance,,4.0,SEM,TR,03:00PM-04:15PM,Patralekha Ukil,DMH166,08/21/23-12/06/23,0,IC - See course description for requirements.,2023,Fall
ECON 135 (Section 01),48581,In Person,Money and Banking,,4.0,SEM,MW,03:00PM-04:15PM,J. Pogodzinski,DMH165,08/21/23-12/06/23,0,IC - See course description for requirements.,2023,Fall
ECON 136 (Section 01),48582,In Person,International Economics,,4.0,SEM,MW,12:00PM-01:15PMJ. Pogodzinski,DMH165,08/21/23-12/06/23,0,IC - See course description for requirements.,,2023,Fall
ECON 137A (Section 01),48584,In Person,Fundamentals of Corporate Finance,,4.0,SEM,TR,09:00AM-10:15AM,Ninh Nguyen,DMH161,08/21/23-12/06/23,4,IC - See course description for requirements.,2023,Fall
ECON 138 (Section 01),48587,In Person,Business and Economic Forecasting,,4.0,SEM,M,06:00PM-08:45PM,Rui Liu,DMH165,08/21/23-12/06/23,23,IC - See course description for requirements.,2023,Fall
ECON 139 (Section 01),48594,In Person,Principles of Investments,,4.0,SEM,TR,07:30AM-08:45AM,Ninh Nguyen,DMH161,08/21/23-12/06/23,11,IC - See course description for requirements.,2023,Fall
ECON 166 (Section 01),48597,In Person,Urban Economics,,4.0,SEM,MW,01:30PM-02:45PM,J. Pogodzinski,DMH165,08/21/23-12/06/23,3,IC - See course description for requirements.,2023,Fall
ECON 180 (Section 01),48601,In Person,Individual Studies,,1.0,SUP,TBA,TBA,Matthew Holian,,08/21/23-12/06/23,34,RO - Not available to Open University students.,2023,Fall
ECON 180 (Section 02),48602,In Person,Individual Studies,,2.0,SUP,TBA,TBA,Matthew Holian,,08/21/23-12/06/23,36,RO - Not available to Open University students.,2023,Fall
ECON 180 (Section 03),48603,In Person,Individual Studies,,3.0,SUP,TBA,TBA,Matthew Holian,,08/21/23-12/06/23,36,RO - Not available to Open University students.,2023,Fall
ECON 180 (Section 04),48604,In Person,Individual Studies,,4.0,SUP,TBA,TBA,Matthew Holian,,08/21/23-12/06/23,36,RO - Not available to Open University students.,2023,Fall
ECON 185 (Section 01),48610,In Person,Applied Economics Internship,,1.0,SUP,TBA,TBA,Matthew Holian,,08/21/23-12/06/23,36,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
ECON 185 (Section 02),48611,In Person,Applied Economics Internship,,2.0,SUP,TBA,TBA,Matthew Holian,,08/21/23-12/06/23,36,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
ECON 185 (Section 03),48612,In Person,Applied Economics Internship,,3.0,SUP,TBA,TBA,Matthew Holian,,08/21/23-12/06/23,36,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
ECON 185 (Section 04),48614,In Person,Applied Economics Internship,,4.0,SUP,TBA,TBA,Matthew Holian,,08/21/23-12/06/23,35,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
ECON 190 (Section 01),48617,In Person,History of Economic Thought,,4.0,SEM,TR,09:00AM-10:15AM,Mark Brady,DMH166,08/21/23-12/06/23,0,IC - See course description for requirements.,2023,Fall
ECON 1A (Section 01),48199,In Person,Principles of Economics: Macroeconomics,,3.0,LEC,TR,12:00PM-01:15PM,Mark Brady,DMH166,08/21/23-12/06/23,0,IC - See course description for requirements.,2023,Fall
ECON 1A (Section 02),48205,In Person,Principles of Economics: Macroeconomics,,3.0,LEC,TR,10:30AM-11:45AM,Don Crooks,DMH165,08/21/23-12/06/23,0,IC - See course description for requirements.,2023,Fall
ECON 1A (Section 03),48210,In Person,Principles of Economics: Macroeconomics,,3.0,LEC,TR,01:30PM-02:45PM,Don Crooks,CL234,08/21/23-12/06/23,1,IC - See course description for requirements.,2023,Fall
ECON 1A (Section 04),48213,In Person,Principles of Economics: Macroeconomics,,3.0,LEC,MW,01:30PM-02:45PM,Maria Aziz,DMH348,08/21/23-12/06/23,0,IC - See course description for requirements.,2023,Fall
ECON 1A (Section 05),48220,In Person,Principles of Economics: Macroeconomics,,3.0,LEC,MW,03:00PM-04:15PM,Maria Aziz,DMH348,08/21/23-12/06/23,0,IC - See course description for requirements.,2023,Fall
ECON 1A (Section 06),48221,In Person,Principles of Economics: Macroeconomics,,3.0,LEC,MW,04:30PM-05:45PM,Maria Aziz,DMH348,08/21/23-12/06/23,0,IC - See course description for requirements.,2023,Fall
ECON 1A (Section 07),48222,In Person,Principles of Economics: Macroeconomics,,3.0,LEC,MW,09:00AM-10:15AM,Ghislaine Lang,DMH161,08/21/23-12/06/23,0,IC - See course description for requirements.,2023,Fall
ECON 1A (Section 08),48223,In Person,Principles of Economics: Macroeconomics,,3.0,LEC,MW,10:30AM-11:45AM,Ghislaine Lang,DMH161,08/21/23-12/06/23,0,IC - See course description for requirements.,2023,Fall
ECON 1A (Section 09),48254,In Person,Principles of Economics: Macroeconomics,,3.0,LEC,MW,01:30PM-02:45PM,Ghislaine Lang,DMH161,08/21/23-12/06/23,0,IC - See course description for requirements.,2023,Fall
ECON 1A (Section 10),48255,In Person,Principles of Economics: Macroeconomics,,3.0,LEC,MW,03:00PM-04:15PM,Ghislaine Lang,DMH358,08/21/23-12/06/23,0,IC - See course description for requirements.,2023,Fall
ECON 1A (Section 12),48256,In Person,Principles of Economics: Macroeconomics,,3.0,LEC,F,10:30AM-01:15PM,Ninos Malek,WSQ207,08/21/23-12/06/23,3,IC - See course description for requirements.,2023,Fall
ECON 1A (Section 13),50933,In Person,Principles of Economics: Macroeconomics,,3.0,LEC,TR,10:30AM-11:45AM,Ninh Nguyen,DMH161,08/21/23-12/06/23,1,,2023,Fall
ECON 1B (Section 01),48261,In Person,Principles of Economics: Microeconomics,GE: D,3.0,LEC,MW,09:00AM-10:15AM,James O'Brien,DMH348,08/21/23-12/06/23,0,IC - See course description for requirements.,2023,Fall
ECON 1B (Section 02),48263,In Person,Principles of Economics: Microeconomics,GE: D,3.0,LEC,MW,10:30AM-11:45AM,James O'Brien,DMH348,08/21/23-12/06/23,0,IC - See course description for requirements.,2023,Fall
ECON 1B (Section 03),48266,In Person,Principles of Economics: Microeconomics,GE: D,3.0,LEC,MW,12:00PM-01:15PM,James O'Brien,SH100,08/21/23-12/06/23,0,IC - See course description for requirements.,2023,Fall
ECON 1B (Section 04),48267,In Person,Principles of Economics: Microeconomics,GE: D,3.0,LEC,TR,10:30AM-11:45AM,Fahmida Fakhruddin,BBC004,08/21/23-12/06/23,3,IC - See course description for requirements.,2023,Fall
ECON 1B (Section 05),48268,In Person,Principles of Economics: Microeconomics,GE: D,3.0,LEC,TR,12:00PM-01:15PM,Fahmida Fakhruddin,DH135,08/21/23-12/06/23,1,IC - See course description for requirements.,2023,Fall
ECON 1B (Section 07),48270,In Person,Principles of Economics: Microeconomics,GE: D,3.0,LEC,MW,09:00AM-10:15AM,Ninos Malek,DMH166,08/21/23-12/06/23,0,IC - See course description for requirements.,2023,Fall
ECON 1B (Section 09),48271,In Person,Principles of Economics: Microeconomics,GE: D,3.0,LEC,TR,01:30PM-02:45PM,Gregory Hanle,DMH234,08/21/23-12/06/23,0,IC - See course description for requirements.,2023,Fall
ECON 1B (Section 10),48272,In Person,Principles of Economics: Microeconomics,GE: D,3.0,LEC,TR,03:00PM-04:15PM,Gregory Hanle,DMH234,08/21/23-12/06/23,0,IC - See course description for requirements.,2023,Fall
ECON 1B (Section 11),48273,In Person,Principles of Economics: Microeconomics,GE: D,3.0,LEC,MW,12:00PM-01:15PM,Deborah Clarke,DMH161,08/21/23-12/06/23,0,IC - See course description for requirements.,2023,Fall
ECON 1B (Section 12),48274,In Person,Principles of Economics: Microeconomics,GE: D,3.0,LEC,MW,01:30PM-02:45PM,Deborah Clarke,DMH166,08/21/23-12/06/23,0,IC - See course description for requirements.,2023,Fall
ECON 1B (Section 13),49189,In Person,Principles of Economics: Microeconomics,GE: D,3.0,LEC,MW,09:00AM-10:15AM,Deborah Clarke,HGH116,08/21/23-12/06/23,0,,2023,Fall
ECON 1B (Section 14),50774,In Person,Principles of Economics: Microeconomics,GE: D,3.0,LEC,MW,03:00PM-04:15PM,Mark Brady,DMH166,08/21/23-12/06/23,0,,2023,Fall
ECON 1B (Section 15),50931,In Person,Principles of Economics: Microeconomics,GE: D,3.0,LEC,R,04:30PM-07:15PM,Ninos Malek,DMH358,08/21/23-12/06/23,3,,2023,Fall
ECON 201 (Section 01),48622,In Person,Seminar in Microeconomic Analysis,,3.0,SEM,R,06:00PM-08:45PM,Aidin Hajikhameneh,DMH166,08/21/23-12/06/23,11,IC - See course description for requirements.,2023,Fall
ECON 202 (Section 01),48625,In Person,Seminar in Macroeconomic Analysis,,3.0,SEM,T,06:00PM-08:45PM,Justin Rietz,DMH166,08/21/23-12/06/23,17,IC - See course description for requirements.,2023,Fall
ECON 203A (Section 01),48629,In Person,Economic Research Methods,GWAR,3.0,SEM,W,06:00PM-08:45PM,Ruxandra Boul,DMH166,08/21/23-12/06/23,16,IC - See course description for requirements.,2023,Fall
ECON 232 (Section 01),48630,In Person,Seminar in Public Finance,,3.0,SEM,TR,04:30PM-05:45PM,Patralekha Ukil,DMH166,08/21/23-12/06/23,21,IC - See course description for requirements.,2023,Fall
ECON 298 (Section 01),47386,In Person,Special Study,,3.0,SUP,TBA,TBA,Matthew Holian,,08/21/23-12/06/23,4,RO - Not available to Open University students.,2023,Fall
ECON 298E (Section 01),48638,In Person,Special Study Comprehensive Exam,,1.0,SUP,TBA,TBA,Matthew Holian,,08/21/23-12/06/23,15,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
EDCO 180 (Section 81),43680,Fully Online,Individual Studies,,2.0,SUP,M,04:00PM-05:50PM,Valerie Chapman,ONLINE,08/21/23-12/06/23,0,,2023,Fall
EDCO 180 (Section 84),43752,Fully Online,Individual Studies,,2.0,SUP,M,11:00AM-12:50PM,Michael Randle,ONLINE,08/21/23-12/06/23,5,,2023,Fall
EDCO 215 (Section 01),41577,In Person,Introduction to Counseling and Guidance,GWAR,3.0,LEC,M,04:00PM-06:45PM,Marion Beach,SH434,08/21/23-12/06/23,0,RO - Not available to Open University students.,2023,Fall
EDCO 215 (Section 02),41578,In Person,Introduction to Counseling and Guidance,GWAR,3.0,LEC,T,07:00PM-09:45PM,Marion Beach,SH434,08/21/23-12/06/23,5,RO - Not available to Open University students.,2023,Fall
EDCO 218 (Section 01),41698,In Person,Counseling Process a Techniques,,3.0,LEC,M,07:00PM-09:45PM,Lorri Capizzi,SH431,08/21/23-12/06/23,5,,2023,Fall
EDCO 218 (Section 02),41997,In Person,Counseling Process a Techniques,,3.0,LEC,T,04:00PM-06:45PM,Lorri Capizzi,SH431,08/21/23-12/06/23,0,,2023,Fall
EDCO 221 (Section 01),41579,Hybrid,Research in Counselor Education,,3.0,LEC,M,07:00PM-09:45PM,Marion Beach / Marion Beach,SH434,08/21/23-12/06/23,5,,2023,Fall
EDCO 227 (Section 01),42619,Hybrid,School-Family-Community Collaboration,,3.0,LEC,W,04:00PM-06:45PM,Aubrey Uresti,,08/21/23-12/06/23,2,"HYBRID - Designated day/time online meetings, with occasional In Person meetings. May utilize Canvas. More info at sjsu.edu/ecampus.",2023,Fall
EDCO 232 (Section 01),41676,In Person,Laws a Ethics in Counseling,,3.0,LEC,W,04:00PM-06:45PM,Latisha Roberts,SH431,08/21/23-12/06/23,0,RO - Not available to Open University students.,2023,Fall
EDCO 232 (Section 02),44455,In Person,Laws a Ethics in Counseling,,3.0,LEC,R,04:00PM-06:45PM,Latisha Roberts,SH431,08/21/23-12/06/23,5,,2023,Fall
EDCO 244 (Section 01),46241,In Person,Cultural Perspectives in Counseling,,3.0,LEC,M,07:00PM-09:45PM,Imee Almazan,SH346,08/21/23-12/06/23,7,,2023,Fall
EDCO 244 (Section 02),47052,In Person,Cultural Perspectives in Counseling,,3.0,LEC,W,07:00PM-09:45PM,Imee Almazan,SH434,08/21/23-12/06/23,1,,2023,Fall
EDCO 266 (Section 01),40110,Hybrid,Education and Career Planning,,3.0,SEM,M,04:00PM-06:45PM,Xiaolu Hu,,08/21/23-12/06/23,1,,2023,Fall
EDCO 267 (Section 81),40189,Fully Online,Practicum in Lifespan and Career Development,,3.0,SEM,M,04:00PM-06:45PM,Lorri Capizzi,ONLINE,08/21/23-12/06/23,8,,2023,Fall
EDCO 268 (Section 01),48553,In Person,Lifespan Development,,3.0,LEC,T,04:00PM-06:45PM,Marion Beach,SH434,08/21/23-12/06/23,0,,2023,Fall
EDCO 279 (Section 01),41004,In Person,Advanced Group Process Theory and Practice,,3.0,SEM,T,04:00PM-06:45PM,Zachary Mcniece,SH435,08/21/23-12/06/23,11,RO - Not available to Open University students.,2023,Fall
EDCO 279 (Section 02),45319,Hybrid,Advanced Group Process Theory and Practice,,3.0,SEM,W,04:00PM-06:45PM,Kyoung Mi Choi,,08/21/23-12/06/23,6,,2023,Fall
EDCO 282 (Section 81),47065,Fully Online,Assessment for Counselors,,3.0,LEC,M,07:00PM-09:45PM,Michael Mann Stock,ONLINE,08/21/23-12/06/23,0,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
EDCO 283 (Section 81),43759,Fully Online,Advanced Educational Assessment,,3.0,SEM,R,07:00PM-09:45PM,Erika Zepeda,ONLINE,08/21/23-12/06/23,1,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
EDCO 283 (Section 82),50368,Fully Online,Advanced Educational Assessment,,3.0,SEM,M,04:00PM-06:45PM,Erika Zepeda,ONLINE,08/21/23-12/06/23,8,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
