Section,Class Number,Mode of Instruction,Course Title,Satisfies,Units,Type,Days,Times,Instructor,Location,Dates,Open Seats,Notes,Year,Semester
POLS 4 (Section 01),46227,In Person,Introduction to International Relations,GE: D,3.0,LEC,MW,09:00AM-10:15AM,Sabrina Pinnell,DMH149A,08/21/23-12/06/23,2,,2023,Fall
PORT 180 (Section 80),50342,Fully Online,Individual Studies in Portuguese,,3.0,SUP,TBA,TBA,Duarte Manuel Carvalho Pinheiro,ONLINE,08/21/23-12/06/23,1,,2023,Fall
PORT 180 (Section 81),50343,Fully Online,Individual Studies in Portuguese,,3.0,SUP,TBA,TBA,Duarte Manuel Carvalho Pinheiro,ONLINE,08/21/23-12/06/23,1,,2023,Fall
PORT 1A (Section 80),42217,Fully Online,Elementary Portuguese I,GE: C2,4.0,SEM,MW,04:00PM-05:40PM,Duarte Manuel Carvalho Pinheiro,ONLINE,08/21/23-12/06/23,6,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
PORT 1A (Section 81),50392,Fully Online,Elementary Portuguese I,GE: C2,4.0,SEM,TR,04:30PM-06:10PM,Duarte Manuel Carvalho Pinheiro,ONLINE,08/21/23-12/06/23,19,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
PR 190 (Section 80),44753,Fully Online,Media and Influencer Relations,,3.0,LEC,TBA,TBA,Matt Cabot,ONLINE,08/21/23-12/06/23,0,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
PR 190 (Section 81),44754,Fully Online,Media and Influencer Relations,,3.0,LEC,TBA,TBA,Matt Cabot,ONLINE,08/21/23-12/06/23,3,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
PR 191 (Section 80),42555,Fully Online,Strategic Content Creation,,3.0,LEC,TBA,TBA,Matt Cabot,ONLINE,08/21/23-12/06/23,5,,2023,Fall
PR 192 (Section 80),41496,Fully Online,Case Studies in Strategic Communication,,3.0,SEM,MW,10:30AM-11:45AM,Shaun Fletcher,ONLINE,08/21/23-12/06/23,2,,2023,Fall
PR 195 (Section 81),50524,Fully Online,Strategic Sport Communication and Media,,3.0,LEC,TR,10:30AM-11:45AM,Shaun Fletcher,ONLINE,08/21/23-12/06/23,10,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
PR 199 (Section 01),40162,In Person,Campaign Planning and Management,,3.0,SEM,MW,01:30PM-02:45PM,Rodney Knox,DBH221,08/21/23-12/06/23,21,PV - Prerequisite courses required. See course description.,2023,Fall
PR 99 (Section 80),42554,Fully Online,Introduction to Public Relations,,3.0,LEC,TBA,TBA,Matt Cabot,ONLINE,08/21/23-12/06/23,0,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
PR 99 (Section 81),43758,Fully Online,Introduction to Public Relations,,3.0,LEC,TBA,TBA,Shaun Fletcher,ONLINE,08/21/23-12/06/23,0,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
PSYC 1 (Section 01),44103,In Person,Introduction to Psychology,GE: D,3.0,LEC,MW,09:00AM-10:15AM,Robin Schulte,DMH355,08/21/23-12/06/23,0,IC - See course description for requirements.,2023,Fall
PSYC 1 (Section 02),46138,In Person,Introduction to Psychology,GE: D,3.0,LEC,TR,01:30PM-02:45PM,Gregory Feist,MD101,08/21/23-12/06/23,3,IC - See course description for requirements.,2023,Fall
PSYC 1 (Section 03),47308,In Person,Introduction to Psychology,GE: D,3.0,LEC,TR,04:30PM-05:45PM,Steven Macramalla,WSQ207,08/21/23-12/06/23,1,IC - See course description for requirements.,2023,Fall
PSYC 1 (Section 70),46139,Fully Online,Introduction to Psychology,GE: D,3.0,LEC,MW,09:00AM-10:15AM,Neelam Rattan,ONLINE,08/21/23-12/06/23,0,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
PSYC 1 (Section 71),44104,Fully Online,Introduction to Psychology,GE: D,3.0,LEC,MW,12:00PM-01:15PM,Neelam Rattan,ONLINE,08/21/23-12/06/23,0,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
PSYC 1 (Section 72),47570,Fully Online,Introduction to Psychology,GE: D,3.0,LEC,MW,03:00PM-04:15PM,Neelam Rattan,ONLINE,08/21/23-12/06/23,0,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
PSYC 1 (Section 80),47571,Fully Online,Introduction to Psychology,GE: D,3.0,LEC,TBA,TBA,Christine Ma,ONLINE,08/21/23-12/06/23,1,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
PSYC 100W (Section 01),41088,In Person,Writing Workshop,WID,3.0,SEM,MW,03:00PM-04:15PM,Maipeng Wei,DMH347,08/21/23-12/06/23,0,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
PSYC 100W (Section 02),41203,In Person,Writing Workshop,WID,3.0,SEM,MW,04:30PM-05:45PM,Maipeng Wei,DMH356,08/21/23-12/06/23,0,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
PSYC 100W (Section 03),45570,In Person,Writing Workshop,WID,3.0,SEM,TR,07:30AM-08:45AM,Karin Jeffery,CL243,08/21/23-12/06/23,0,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
PSYC 100W (Section 04),45571,In Person,Writing Workshop,WID,3.0,SEM,TR,01:30PM-02:45PM,Jason Ventura,DMH359,08/21/23-12/06/23,0,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
PSYC 100W (Section 05),45572,In Person,Writing Workshop,WID,3.0,SEM,TR,09:00AM-10:15AM,Amy Nguyen,DMH163,08/21/23-12/06/23,0,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
PSYC 100W (Section 06),45573,In Person,Writing Workshop,WID,3.0,SEM,TR,10:30AM-11:45AM,Amy Nguyen,DMH354,08/21/23-12/06/23,0,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
PSYC 100W (Section 08),50966,In Person,Writing Workshop,WID,3.0,SEM,TR,12:00PM-01:15PM,Amy Nguyen,DMH354,08/21/23-12/06/23,0,,2023,Fall
PSYC 100W (Section 80),41657,Fully Online,Writing Workshop,WID,3.0,SEM,TBA,TBA,Karin Jeffery,ONLINE,08/21/23-12/06/23,0,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
PSYC 100W (Section 81),41089,Fully Online,Writing Workshop,WID,3.0,SEM,MW,07:30AM-08:45AM,Lucinda Cabral,ONLINE,08/21/23-12/06/23,6,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
PSYC 100W (Section 82),41090,Fully Online,Writing Workshop,WID,3.0,SEM,MW,09:00AM-10:15AM,Lucinda Cabral,ONLINE,08/21/23-12/06/23,5,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
PSYC 100W (Section 83),46222,Fully Online,Writing Workshop,WID,3.0,SEM,MW,10:30AM-11:45AM,Lucinda Cabral,ONLINE,08/21/23-12/06/23,0,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
PSYC 100W (Section 84),47818,Fully Online,Writing Workshop,WID,3.0,SEM,TBA,TBA,Gregory Savage,ONLINE,08/21/23-12/06/23,0,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
PSYC 100W (Section 85),47819,Fully Online,Writing Workshop,WID,3.0,SEM,TBA,TBA,Ginevra Scherini,ONLINE,08/21/23-12/06/23,0,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
PSYC 100W (Section 86),50951,Fully Online,Writing Workshop,WID,3.0,SEM,MW,12:00PM-01:15PM,Lucinda Cabral,ONLINE,08/21/23-12/06/23,2,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
PSYC 102 (Section 01),42246,In Person,Psychology of Childhood,,3.0,LEC,MW,10:30AM-11:45AM,Robin Schulte,DMH355,08/21/23-12/06/23,0,IC - See course description for requirements.,2023,Fall
PSYC 102 (Section 02),46961,In Person,Psychology of Childhood,,3.0,LEC,MW,01:30PM-02:45PM,Robin Schulte,DMH355,08/21/23-12/06/23,0,IC - See course description for requirements.,2023,Fall
PSYC 102 (Section 03),50128,In Person,Psychology of Childhood,,3.0,LEC,TR,12:00PM-01:15PM,Desia Bacon,CL234,08/21/23-12/06/23,0,,2023,Fall
PSYC 102 (Section 04),50129,In Person,Psychology of Childhood,,3.0,LEC,TR,03:00PM-04:15PM,Desia Bacon,CL324,08/21/23-12/06/23,0,,2023,Fall
PSYC 107 (Section 80),47633,Fully Online,Psychology of Women,,3.0,LEC,MW,01:30PM-02:45PM,Neelam Rattan,ONLINE,08/21/23-12/06/23,0,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
PSYC 110 (Section 02),47648,In Person,Adult Psychopathology,,3.0,LEC,F,09:30AM-12:15PM,Steven Del Chiaro,SH100,08/21/23-12/06/23,2,IC - See course description for requirements.,2023,Fall
PSYC 110 (Section 03),48983,In Person,Adult Psychopathology,,3.0,LEC,TR,01:30PM-02:45PM,Jennifer Gregg,DMH355,08/21/23-12/06/23,0,IC - See course description for requirements.,2023,Fall
PSYC 110 (Section 04),48984,In Person,Adult Psychopathology,,3.0,LEC,TR,03:00PM-04:15PM,Jennifer Gregg,DMH355,08/21/23-12/06/23,0,IC - See course description for requirements.,2023,Fall
PSYC 110 (Section 80),44334,Fully Online,Adult Psychopathology,,3.0,LEC,MW,10:30AM-11:45AM,Naomi Wagner,ONLINE,08/21/23-12/06/23,0,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
PSYC 110 (Section 81),45439,Fully Online,Adult Psychopathology,,3.0,LEC,MW,01:30PM-02:45PM,Naomi Wagner,ONLINE,08/21/23-12/06/23,0,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
PSYC 112 (Section 01),42250,In Person,Psychology of Adolescence,,3.0,LEC,F,09:30AM-12:15PM,Robin Schulte,DMH355,08/21/23-12/06/23,0,IC - See course description for requirements.,2023,Fall
PSYC 112 (Section 80),42252,Fully Online,Psychology of Adolescence,,3.0,LEC,MW,03:00PM-04:15PM,Robin Schulte,ONLINE,08/21/23-12/06/23,0,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
PSYC 112 (Section 81),46221,Fully Online,Psychology of Adolescence,,3.0,LEC,TR,12:00PM-01:15PM,Sandra Trafalis,ONLINE,08/21/23-12/06/23,0,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
PSYC 114 (Section 01),47650,In Person,Psychology of Aging,,3.0,LEC,TR,10:30AM-11:45AM,Erin Woodhead,DMH348,08/21/23-12/06/23,1,IC - See course description for requirements.,2023,Fall
PSYC 114 (Section 80),47653,Fully Online,Psychology of Aging,,3.0,LEC,TBA,TBA,Cj Duh,ONLINE,08/21/23-12/06/23,2,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
PSYC 114 (Section 81),47654,Fully Online,Psychology of Aging,,3.0,LEC,TBA,TBA,Cj Duh,ONLINE,08/21/23-12/06/23,2,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
PSYC 114 (Section 82),50659,Fully Online,Psychology of Aging,,3.0,LEC,TBA,TBA,Cj Duh,ONLINE,08/21/23-12/06/23,1,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
PSYC 117 (Section 02),40487,In Person,Psychological Tests and Measures,,3.0,LEC,MW,09:00AM-10:15AM,Brian Oliveira,DMH353,08/21/23-12/06/23,5,IC - See course description for requirements.,2023,Fall
PSYC 117 (Section 03),45463,In Person,Psychological Tests and Measures,,3.0,LEC,TR,09:00AM-10:15AM,Patrick Cravalho,WSQ207,08/21/23-12/06/23,0,IC - See course description for requirements.,2023,Fall
PSYC 117 (Section 80),43575,Fully Online,Psychological Tests and Measures,,3.0,LEC,TBA,TBA,Sandra Trafalis,ONLINE,08/21/23-12/06/23,0,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
PSYC 117 (Section 81),48975,Fully Online,Psychological Tests and Measures,,3.0,LEC,TBA,TBA,Brian Oliveira,ONLINE,08/21/23-12/06/23,0,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
PSYC 118 (Section 10),45464,In Person,Advanced Research Methods in Psychology,,3.0,LEC,TR,12:00PM-12:50PM,Jacquelyn Brady,DMH356,08/21/23-12/06/23,0,IC - See course description for requirements.,2023,Fall
PSYC 118 (Section 11),45465,In Person,Advanced Research Methods in Psychology,,3.0,ACT,R,01:00PM-03:00PM,Jacquelyn Brady,DMH236,08/21/23-12/06/23,0,IC - See course description for requirements.,2023,Fall
PSYC 118 (Section 20),45466,In Person,Advanced Research Methods in Psychology,,3.0,LEC,MW,09:00AM-09:50AM,Jill Citron,CL117,08/21/23-12/06/23,0,IC - See course description for requirements.,2023,Fall
PSYC 118 (Section 21),45467,In Person,Advanced Research Methods in Psychology,,3.0,ACT,M,10:15AM-12:15PM,Jill Citron,DMH339,08/21/23-12/06/23,0,IC - See course description for requirements.,2023,Fall
PSYC 118 (Section 22),45468,In Person,Advanced Research Methods in Psychology,,3.0,ACT,W,10:15AM-12:15PM,Jill Citron,DMH339,08/21/23-12/06/23,0,IC - See course description for requirements.,2023,Fall
PSYC 118 (Section 30),45469,Fully Online,Advanced Research Methods in Psychology,,3.0,LEC,MW,03:00PM-03:50PM,Sandra Trafalis,ONLINE,08/21/23-12/06/23,0,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
PSYC 118 (Section 31),45470,Fully Online,Advanced Research Methods in Psychology,,3.0,ACT,M,04:15PM-06:15PM,Sandra Trafalis,ONLINE,08/21/23-12/06/23,0,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
PSYC 118 (Section 32),45471,Fully Online,Advanced Research Methods in Psychology,,3.0,ACT,W,04:15PM-06:15PM,Sandra Trafalis,ONLINE,08/21/23-12/06/23,0,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
PSYC 118 (Section 40),45472,In Person,Advanced Research Methods in Psychology,,3.0,LEC,TR,09:00AM-09:50AM,Jill Citron,DMH355,08/21/23-12/06/23,3,IC - See course description for requirements.,2023,Fall
PSYC 118 (Section 41),45473,In Person,Advanced Research Methods in Psychology,,3.0,ACT,T,10:15AM-12:15PM,Jill Citron,DMH339,08/21/23-12/06/23,0,IC - See course description for requirements.,2023,Fall
PSYC 118 (Section 42),45474,In Person,Advanced Research Methods in Psychology,,3.0,ACT,R,10:15AM-12:15PM,Jill Citron,DMH339,08/21/23-12/06/23,3,IC - See course description for requirements.,2023,Fall
PSYC 118 (Section 80),47217,Fully Online,Advanced Research Methods in Psychology,,3.0,LEC,MW,01:30PM-02:20PM,Gregory Savage,ONLINE,08/21/23-12/06/23,0,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
PSYC 118 (Section 81),47218,Fully Online,Advanced Research Methods in Psychology,,3.0,ACT,M,03:00PM-05:00PM,Gregory Savage,ONLINE,08/21/23-12/06/23,0,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
PSYC 118 (Section 82),47219,Fully Online,Advanced Research Methods in Psychology,,3.0,ACT,W,03:00PM-05:00PM,Gregory Savage,ONLINE,08/21/23-12/06/23,0,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
PSYC 118 (Section 83),47685,Fully Online,Advanced Research Methods in Psychology,,3.0,LEC,TR,03:00PM-03:50PM,Sandra Trafalis,ONLINE,08/21/23-12/06/23,0,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
PSYC 118 (Section 84),47686,Fully Online,Advanced Research Methods in Psychology,,3.0,ACT,T,04:15PM-06:15PM,Sandra Trafalis,ONLINE,08/21/23-12/06/23,0,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
PSYC 118 (Section 85),47687,Fully Online,Advanced Research Methods in Psychology,,3.0,ACT,R,04:15PM-06:15PM,Sandra Trafalis,ONLINE,08/21/23-12/06/23,0,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
PSYC 120 (Section 10),45478,Fully Online,Advanced Research Methods and Design,,4.0,LEC,TR,01:30PM-02:45PM,Gregory Savage,ONLINE,08/21/23-12/06/23,0,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
PSYC 120 (Section 11),45479,Fully Online,Advanced Research Methods and Design,,4.0,ACT,T,03:00PM-05:00PM,Gregory Savage,ONLINE,08/21/23-12/06/23,0,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
PSYC 121A (Section 10),43389,Fully Online,Advanced Research Methods Social/Personality Laboratory,,2.0,SEM,F,12:00PM-12:50PM,Sandra Trafalis,ONLINE,08/21/23-12/06/23,1,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
PSYC 121A (Section 11),43390,Fully Online,Advanced Research Methods Social/Personality Laboratory,,2.0,LAB,F,01:15PM-04:15PM,Sandra Trafalis,ONLINE,08/21/23-12/06/23,1,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
PSYC 121B (Section 10),44021,In Person,Advanced Research Methods: Cognition/Perception,,2.0,SEM,T,01:00PM-01:50PM,Patrick Cravalho,DMH236,08/21/23-12/06/23,5,IC - See course description for requirements.,2023,Fall
PSYC 121B (Section 11),44022,In Person,Advanced Research Methods: Cognition/Perception,,2.0,LAB,T,02:15PM-05:15PM,Patrick Cravalho,DMH236,08/21/23-12/06/23,5,IC - See course description for requirements.,2023,Fall
PSYC 126 (Section 80),47689,Fully Online,"Drugs, Brain and Behavior",,3.0,LEC,TBA,TBA,Susan Snycerski,ONLINE,08/21/23-12/06/23,1,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
PSYC 129 (Section 01),47690,In Person,Neuroscience,,3.0,LEC,MW,03:00PM-04:15PM,Jill Citron,DMH356,08/21/23-12/06/23,10,IC - See course description for requirements.,2023,Fall
PSYC 129 (Section 02),49016,In Person,Neuroscience,,3.0,LEC,TR,12:00PM-01:15PM,Valerie Carr,DMH348,08/21/23-12/06/23,1,IC - See course description for requirements.,2023,Fall
PSYC 135 (Section 01),43872,In Person,Cognition,,3.0,SEM,TR,,,,,,,2023,Fall
TBA,TR,,,,,,,,,,,,,2023,Fall
TBA,Evan Palmer,DMH348,,,,,,,,,,,,2023,Fall
PSYC 135 (Section 02),44101,In Person,Cognition,,3.0,SEM,MW,09:00AM-10:15AM,Martin Lampert,DMH356,08/21/23-12/06/23,2,IC - See course description for requirements.,2023,Fall
PSYC 135 (Section 03),45485,Hybrid,Cognition,,3.0,SEM,R,,,,,,,2023,Fall
TBA,R,,,,,,,,,,,,,2023,Fall
TBA,Christina Tzeng,DMH353,,,,,,,,,,,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
PSYC 135 (Section 04),45486,Hybrid,Cognition,,3.0,SEM,R,,,,,,,2023,Fall
TBA,R,,,,,,,,,,,,,2023,Fall
TBA,Christina Tzeng,DMH353,,,,,,,,,,,,2023,Fall
IC - See course description for requirements.,,,,,,,,,,,,,,2023,Fall
PSYC 135 (Section 05),48980,In Person,Cognition,,3.0,SEM,TR,01:30PM-02:45PM,Evan Palmer,DMH348,08/21/23-12/06/23,0,IC - See course description for requirements.,2023,Fall
